UE-EUTRA-Capability field descriptions,,FDD/ TDD diff
"supportedMIMO-CapabilityDL-MRDC (in FeatureSetDL-PerCC)In MR-DC, indicates the maximum number of supported layers in TM9/10 for the component carrier in the corresponding bandwidth class.",,-
"supportedNAICS-2CRS-APIf included, the UE supports NAICS for the band combination. The UE shall include a bitmap of the same length, and in the same order, as in naics-Capability-List, to indicate 2 CRS AP NAICS capability of the band combination. The first/ leftmost bit points to the first entry of naics-Capability-List, the second bit points to the second entry of naics-Capability-List, and so on.For band combinations with a single component carrier, UE is only allowed to indicate {numberOfNAICS-CapableCC, numberOfAggregatedPRB} = {1, 100} if NAICS is supported.",,-
"supportedOperatorDicIndicates whether the UE supports operator defined dictionary. If UE supports operator defined dictionary, the UE shall report versionOfDictionary and associatedPLMN-ID of the stored operator defined dictionary. This parameter is not required to be present if the UE is in VPLMN. In this release of the specification, UE can only support one operator defined dictionary. The associatedPLMN-ID is only associated to the operator defined dictionary which has no relationship with UE's HPLMN ID.",,-
supportRohcContextContinueIndicates whether the UE supports ROHC context continuation operation where the UE does not reset the current ROHC context upon handover.,,-
supportedROHC-ProfilesIndicates the ROHC profiles that UE supports in both uplink and downlink.,,-
"supportedUplinkOnlyROHC-ProfilesIndicates the ROHC profiles that UE supports in uplink and not in downlink, see TS 36.323 [8]",,-
supportedStandardDicIndicates whether the UE supports standard dictionary for SIP and SDP as specified in TS 36.323 [8].,,-
"supportedUDCIndicates whether the UE supports UL data compression, see TS 36.323 [8].",,-
"tdd-SpecialSubframeIndicates whether the UE supports TDD special subframe defined in TS 36.211 [21]. A UE shall indicate tdd-SpecialSubframe-r11 if it supports the TDD special subframes ssp7 and ssp9. A UE shall indicate tdd-SpecialSubframe-r14 if it supports the TDD special subframe ssp10, except when ssp10-TDD-Only-r14 is included.",,Yes
"tdd-FDD-CA-PCellDuplexThe presence of this field indicates that the UE supports TDD/FDD CA in any supported band combination including at least one FDD band with bandParametersUL and at least one TDD band with bandParametersUL. The first bit is set to ""1"" if UE supports the TDD PCell. The second bit is set to ""1"" if UE supports FDD PCell. This field is included only if the UE supports band combination including at least one FDD band with bandParametersUL and at least one TDD band with bandParametersUL. If this field is included, the UE shall set at least one of the bits as ""1"". If this field is included with DC, then it is applicable within a CG, and the presence of this field indicates the capability of the UE to support TDD/FDD CA with at least one FDD band and at least one TDD band in the same CG, with the value indicating the support for TDD/FDD PCell (PSCell).",,No
"tdd-TTI-BundlingThe presence of this field indicates whether the UE supporting TDD special subframe configuration 10 also supports TTI bundling for TDD configuration 2 and 3 when PUSCH transimission in UpPTS is configured, see TS 36.213 [23], clause 8.0. If this field is present, the tdd-SpecialSubframe-r14 or ssp10-TDD-Only-r14 shall be present.",,Yes
timeReferenceProvisionIndicates whether the UE supports provision of time reference in DLInformationTransfer message.,,-
"timeSeparationSlot2, timeSeparationSlot4Indicates whether the UE supports time staggering length of 2 slots (MBSFN reference signal pattern type 2) / 4 slots (MBSFN reference signal pattern type 1) for MBSFN-RS associated with PMCH with subcarrier spacing of 0.37 kHz for MBSFN subframes when operating on the EUTRA band given by the entry in mbms-SupportedBandInfoList as described in TS 36.211 [21], clause 6.10.2.2.4.",,-
timerT312Indicates whether the UE supports T312.,,No
tm5-FDDIndicates whether the UE supports the PDSCH transmission mode 5 in FDD.,,-
tm5-TDDIndicates whether the UE supports the PDSCH transmission mode 5 in TDD.,,-
"tm6-CE-ModeAIndicates whether the UE supports tm6 operation in CE mode A, see TS 36.213 [23], clause 7.2.3. This field can be included only if ce-ModeA is included.",,Yes
tm8-slotPDSCHIndicates whether the UE supports configuration and decoding of TM8 for slot PDSCH in TDD.,,-
"tm9-CE-ModeAIndicates whether the UE supports tm9 operation in CE mode A, see TS 36.213 [23], clause 7.2.3. This field can be included only if ce-ModeA is included.",,Yes
"tm9-CE-ModeBIndicates whether the UE supports tm9 operation in CE mode B, see TS 36.213 [23], clause 7.2.3. This field can be included only if ce-ModeB is included.",,Yes
tm9-LAAIndicates whether the UE supports tm9 operation on LAA cell(s). This field can be included only if downlinkLAA is included.,,-
tm9-slotSubslotIndicates whether the UE supports configuration and decoding of TM9 for slot and/or subslot PDSCH for non-MBSFN.,,Yes
tm9-slotSubslotMBSFNIndicates whether the UE supports configuration and decoding of TM9 for slot and/or subslot PDSCH for MBSFN.,,Yes
tm9-With-8Tx-FDDIndicates whether the UE supports PDSCH transmission mode 9 with 8 CSI reference signal ports for FDD when not operating in CE mode.,,Yes
tm10-LAAIndicates whether the UE supports tm10 operation on LAA cell(s). This field can be included only if downlinkLAA is included.,,-
tm10-slotSubslotIndicates whether the UE supports configuration and decoding of TM10 for slot and/or subslot PDSCH for non-MBSFN.,,Yes
tm10-slotSubslotMBSFNIndicates whether the UE supports configuration and decoding of TM10 for slot and/or subslot PDSCH for MBSFN.,,Yes
totalWeightedLayersIndicates total number of weighted layers the UE can process for FD-MIMO. See NOTE 8.,,-
twoAntennaPortsForPUCCH,,No
"twoStepSchedulingTimingInfoPresence of this field indicates that the UE supports uplink scheduling using PUSCH trigger A and PUSCH trigger B (as defined in TS 36.213 [23]).This field also indicates the timing between the PUSCH trigger B and the earliest time the UE supports performing the associated UL transmission. For reception of PUSCH trigger B in subframe N, value nPlus1 indicates that the UE supports performing the UL transmission in subframe N+1, value nPlus2 indicates that the UE supports performing the UL transmission in subframe N+2, and so on.This field can be included only if uplinkLAA is included.",,-
"txAntennaSwitchDL, txAntennaSwitchULThe presence of txAntennaSwitchUL indicates the UE supports transmit antenna selection for this UL band in the band combination as described in TS 36.213 [23], clauses 8.2 and 8.7.The field txAntennaSwitchDL indicates the entry number of the first-listed band with UL in the band combination that affects this DL. The field txAntennaSwitchUL indicates the entry number of the first-listed band with UL in the band combination that switches together with this UL. Value 1 means first entry, value 2 means second entry and so on. All DL and UL that switch together indicate the same entry number.For the case of carrier switching, the antenna switching capability for the target carrier configuration is indicated as follows:For UE configured with a set of component carriers belonging to a band combination Cbaseline = {b1(1),…,bx(1),…,by(0),…}, where ""1/0"" denotes whether the corresponding band has an uplink, if a component carrier in bx is to be switched to a component carrier in by (according to srs-SwitchFromServCellIndex), the antenna switching capability is derived based on band combination Ctarget = {b1(1),…,bx(0),…,by(1),…}.",,-
txDiv-PUCCH1b-ChSelectIndicates whether the UE supports transmit diversity for PUCCH format 1b with channel selection.,,Yes
txDiv-SPUCCHIndicates whether the UE supports Tx diversity on SPUCCH format 1/1a/1b/3.,,Yes
"tx-Sidelink, rx-SidelinkIndicates that the UE supports sidelink transmission/reception on the band in the band combination.For NR sidelink transmission, tx-Sidelink is only applicable if the UE supports at least one of sl-TransmissionMode1-r16 and sl-TransmissionMode2-r16 on the band as specified in TS 38.331 [82].For NR sidelink reception, rx-Sidelink is only applicable if the UE supports sl-Reception-r16 on the band as specified in TS 38.331 [82].",,-
"uci-PUSCH-ExtIndicates whether the UE supports an extension of UCI delivering more than 22 HARQ-ACK bits on PUSCH as specified in TS 36.212 [22], clause 5.2.2.6 and TS 36.213 [23], clause 8.6.3.",,No
"ue-AutonomousWithFullSensingIndicates whether the UE supports transmitting PSCCH/PSSCH using UE autonomous resource selection mode with full sensing (i.e., continuous channel monitoring) for V2X sidelink communication and the UE supports maximum transmit power associated with Power class 3 V2X UE, see TS 36.101 [42].",,-
"ue-AutonomousWithPartialSensingIndicates whether the UE supports transmitting PSCCH/PSSCH using UE autonomous resource selection mode with partial sensing (i.e., channel monitoring in a limited set of subframes) for V2X sidelink communication and the UE supports maximum transmit power associated with Power class 3 V2X UE, see TS 36.101 [42].",,-
ue-CategoryUE category as defined in TS 36.306 [5]. Set to values 1 to 12 in this version of the specification.,,-
"ue-CategoryDLUE DL category as defined in TS 36.306 [5]. Value n17 corresponds to UE category 17, value m1 corresponds to UE category M1, value oneBis corresponds to UE category 1bis, value m2 corresponds to UE category M2. For ASN.1 compatibility, a UE indicating DL category 0, m1 or m2 shall also indicate any of the categories (1..5) in ue-Category (without suffix), which is ignored by the eNB, a UE indicating UE category oneBis shall also indicate UE category 1 in ue-Category (without suffix), and a UE indicating UE category m2 shall also indicate UE category m1. The field ue-CategoryDL is set to values 0, m1, oneBis, m2, 4, 6, 7, 9 to 16, n17, 18, 19, 20, 21, 22, 23, 24, 25, 26 in this version of the specification.",,-
ue-CategorySL-C-TXUE SL category for V2X transmission as defined in TS 36.306 [5]. Set to values 1 to 5 in this version of the specification.,,-
ue-CategorySL-C-RXUE SL category for V2X reception as defined in TS 36.306 [5]. Set to values 1 to 4 in this version of the specification.,,-
"ue-CategoryULUE UL category as defined in TS 36.306 [5]. Value n14 corresponds to UE category 14, value n16 corresponds to UE category 16 and so on. Value m1 corresponds to UE category M1, value m2 corresponds to UE category M2, value oneBis corresponds to UE category 1bis. The field ue-CategoryUL is set to values m1, m2, 0, oneBis, 3, 5, 7, 8, 13, n14, 15, n16 to n21 or 22 to 26 in this version of the specification.",,-
"ue-CA-PowerClass-NIndicates whether the UE supports UE power class N in the E-UTRA band combination, see TS 36.101 [42] and TS 36.307 [78]. If ue-CA-PowerClass-N is not included, UE supports the default UE power class in the E-UTRA band combination, see TS 36.101 [42].",,-
ue-CE-NeedULGapsIndicates whether the UE needs uplink gaps during continuous uplink transmission in FDD as specified in TS 36.211 [21] and TS 36.306 [5].,,-
"ue-PowerClass-N, ue-PowerClass-5Indicates whether the UE supports UE power class 1, 2, 4 or 5 in the E-UTRA band, see TS 36.101 [42] and TS 36.307 [79] and TS 36.102 [113] for NTN capable UE. UE includes either ue-PowerClass-N or ue-PowerClass-5. If neither ue-PowerClass-N nor ue-PowerClass-5 is included, UE supports the default UE power class in the E-UTRA band, see TS 36.101 [42] and TS 36.102 [113] for NTN capable UE.",,-
ue-Rx-TxTimeDiffMeasurementsIndicates whether the UE supports Rx - Tx time difference measurements.,,No
ue-SpecificRefSigsSupported,,No
ue-SSTD-MeasIndicates whether the UE supports SSTD measurements between the PCell and the PSCell as specified in TS 36.214 [48] and TS 36.133 [16].,,-
"ue-TxAntennaSelectionSupportedExcept for the supported band combinations for which bandParameterList-v1380 is included, TRUE indicates that the UE is capable of supporting UE transmit antenna selection such that all the supported bands in the band combination are affected by transmit antenna switching, as described in TS 36.213 [23], clause 8.7. E-UTRAN ignores this field for band combinations for which bandParameterList-v1380 is included.",,Yes
ue-TxAntennaSelection-SRS-1T4RIndicates whether the UE supports selecting one antenna among four antennas to transmit SRS for the corresponding band of the band combination as described in TS 36.213 [23].,,-
ue-TxAntennaSelection-SRS-2T4R-2PairsIndicates whether the UE supports selecting one antenna pair between two antenna pairs to transmit SRS simultaneously for the corresponding band of the band combination as described in TS 36.213 [23].,,-
ue-TxAntennaSelection-SRS-2T4R-3PairsIndicates whether the UE supports selecting one antenna pair among three antenna pairs to transmit SRS simultaneously for the corresponding band of the band combination as described in TS 36.213 [23].,,-
"ul-64QAMIndicates whether the UE supports 64QAM in UL on the band. This field is only present when the field ue-CategoryUL indicates UL UE category that supports UL 64QAM, see TS 36.306 [5], Table 4.1A-2. If the field is present for one band, the field shall be present for all bands including downlink only bands.",,-
"ul-256QAMIndicates whether the UE supports 256QAM in UL on the band in the band combination. This field is only present when the field ue-CategoryUL indicates UL UE category that supports 256QAM in UL, see TS 36.306 [5], Table 4.1A-2. The UE includes this field only if the field ul-256QAM-perCC-InfoList is not included.",,-
"ul-256QAM (in FeatureSetUL-PerCC)Indicates whether the UE supports 256QAM in UL for MR-DC within the indicated feature set. This field is only present when the field ue-CategoryUL indicates UL UE category that supports 256QAM in UL, see TS 36.306 [5], Table 4.1A-2.",,-
"ul-256QAM-perCC-InfoListIndicates, per serving carrier of which the corresponding bandwidth class includes multiple serving carriers (i.e. bandwidth class B, C, D and so on), whether the UE supports 256QAM in the band combination. The number of entries is equal to the number of component carriers in the corresponding bandwidth class. The UE shall support the setting indicated in each entry of the list regardless of the order of entries in the list. This field is only present when the field ue-CategoryUL indicates UL UE category that supports 256QAM in UL, see TS 36.306 [5], Table 4.1A-2. The UE includes this field only if the field ul-256QAM is not included.",,-
ul-256QAM-SlotIndicates whether the UE supports 256QAM in UL for slot TTI operation on the band.,,-
ul-256QAM-SubslotIndicates whether the UE supports 256QAM in UL for subslot TTI operation on the band.,,-
ul-AsyncHarqSharingDiff-TTI-LengthsIndicates whether the UE supports UL asynchronous HARQ sharing between different TTI lengths for an UL serving cell.,,Yes
ul-CoMPIndicates whether the UE supports UL Coordinated Multi-Point operation.,,No
"ul-dmrs-EnhancementsIndicates whether the UE supports UL DMRS enhancements as defined in TS 36.211 [21], clause 6.10.3A.",,Yes
ul-PDCP-AvgDelayIndicates whether the UE supports UL PDCP Packet Average Delay measurement (as specified in TS 38.314 [103]) and reporting in RRC_CONNECTED.,,-
ul-PDCP-DelayIndicates whether the UE supports UL PDCP Packet Delay per QCI measurement as specified in TS 36.314 [71].,,-
ul-powerControlEnhancementsIndicates whether UE supports UplinkPowerControlDedicated.,,Yes
ul-RRC-SegmentationIndicates the UE supports uplink RRC segmentation of UECapabilityInformation.,,-
uplinkLAAPresence of the field indicates that the UE supports uplink LAA operation.,,-
uss-BlindDecodingAdjustmentIndicates whether the UE supports blind decoding adjustment on UE specific search space as defined in TS 36.213 [22]. This field can be included only if uplinkLAA is included.,,-
uss-BlindDecodingReductionIndicates whether the UE supports blind decoding reduction on UE specific search space by not monitoring DCI format 0A/0B/4A/4B as defined in TS 36.213 [22]. This field can be included only if uplinkLAA is included.,,-
unicastFrequencyHoppingIndicates whether the UE supports frequency hopping for unicast MPDCCH/PDSCH (configured by mpdcch-pdsch-HoppingConfig) and unicast PUSCH (configured by pusch-HoppingConfig).,,-
unicast-fembmsMixedSCellIndicates whether the UE supports unicast reception from FeMBMS/Unicast mixed cell. This field is included only if UE supports carrier aggregation.,,No
"utra-GERAN-CGI-Reporting-ENDCIndicates whether the UE supports Inter-RAT report CGI procedure towards GERAN/UTRA cell when it is configured with (NG)EN-DC wherein either MN and SN have different DRX cycles, or on-duration configured by MN does not contain on-duration configured by SN if their DRX cycles are same.",,Yes
utran-ProximityIndicationIndicates whether the UE supports proximity indication for UTRAN CSG member cells.,,-
"utran-SI-AcquisitionForHOIndicates whether the UE supports, upon configuration of si-RequestForHO by the network, acquisition and reporting of relevant information using autonomous gaps by reading the SI from a neighbouring UMTS cell.",,Yes
v2x-BandParametersNRIncludes the NR BandParametersSidelink-r16 IE as specified in TS 38.331 [82]. The field includes the per-band per-band-combination sidelink capability for NR-PC5.,,-
v2x-BandParametersEUTRA-NR-v1710Includes the BandParametersSidelinkEUTRA-NR-v1710 IE as specified in TS 38.331 [82]. The field includes the per-band per-band-combination sidelink capability for NR-PC5.,,-
"v2x-BandwidthClassTxSL, v2x-BandwidthClassRxSLThe bandwidth class for V2X sidelink transmission and reception supported by the UE as defined in TS 36.101 [42], Table 5.6G.1-3.The UE explicitly includes all the supported bandwidth class combinations for V2X sidelink transmission or reception in the band combination signalling. Support for one bandwidth class does not implicitly indicate support for another bandwidth class.",,-
"v2x-eNB-ScheduledIndicates whether the UE supports transmitting PSCCH/PSSCH using dynamic scheduling, SPS in eNB scheduled mode for V2X sidelink communication, reporting SPS assistance information and the UE supports maximum transmit power associated with Power class 3 V2X UE, see TS 36.101 [42] in a band.",,-
v2x-EnhancedHighReceptionIndicates whether the UE supports reception of 30 PSCCH in a subframe and decoding of 204 RBs per subframe counting both PSCCH and PSSCH in a band for V2X sidelink communication.,,-
"v2x-HighPowerIndicates whether the UE supports maximum transmit power associated with Power class 2 V2X UE for V2X sidelink transmission in a band, see TS 36.101 [42].",,-
v2x-HighReceptionIndicates whether the UE supports reception of 20 PSCCH in a subframe and decoding of 136 RBs per subframe counting both PSCCH and PSSCH in a band for V2X sidelink communication.,,-
v2x-nonAdjacentPSCCH-PSSCHIndicates whether the UE supports transmission and reception in the configuration of non-adjacent PSCCH and PSSCH for V2X sidelink communication.,,-
v2x-numberTxRxTimingIndicates the number of multiple reference TX/RX timings counted over all the configured sidelink carriers for V2X sidelink communication.,,-
v2x-SensingReportingMode3Indicates whether the UE supports sensing measurements and reporting of measurement results in eNB scheduled mode for V2X sidelink communication.,,-
v2x-SupportedBandCombinationListIndicates the supported band combination list on which the UE supports simultaneous transmission and/or reception of V2X sidelink communication.,,
"v2x-SupportedBandCombinationListEUTRA-NRIndicates the supported band combination list on which the UE supports simultaneous transmission and/or reception of NR sidelink communication only, or joint V2X sidelink communication and NR sidelink communication.",,-
"v2x-SupportedTxBandCombListPerBC, v2x-SupportedRxBandCombListPerBCIndicates, for a particular band combination of EUTRA, the supported band combination list among v2x-SupportedBandCombinationList on which the UE supports simultaneous transmission or reception of EUTRA and V2X sidelink communication respectively. The first bit refers to the first entry of v2x-SupportedBandCombinationList, with value 1 indicating V2X sidelink transmission/reception is supported.",,-
"v2x-SupportedTxBandCombListPerBC-v1630, v2x-SupportedRxBandCombListPerBC-v1630Indicates, for a particular band combination of EUTRA, the supported band combination list among v2x-SupportedBandCombinationListEUTRA-NR on which the UE supports simultaneous transmission or reception of EUTRA and NR sidelink communication respectively, or simultaneous transmission or reception of EUTRA and joint V2X sidelink communication and NR sidelink communication respectively. The first bit refers to the first entry of v2x-SupportedBandCombinationListEUTRA-NR, with value 1 indicating V2X sidelink transmission/reception is supported.",,-
v2x-TxWithShortResvIntervalIndicates whether the UE supports 20 ms and 50 ms resource reservation periods for UE autonomous resource selection and eNB scheduled resource allocation for V2X sidelink communication.,,-
virtualCellID-BasicSRSIndicates whether the UE supports virtual cell ID for basic SRS symbol(s).,,-
virtualCellID-AddSRSThis field indicates whether the UE supports virtual cell ID for additional SRS symbol(s).,,-
voiceOverPS-HS-UTRA-FDDIndicates whether UE supports IMS voice according to GSMA IR.58 profile in UTRA FDD.,,-
voiceOverPS-HS-UTRA-TDD128Indicates whether UE supports IMS voice in UTRA TDD 1.28Mcps.,,-
"widebandPRG-Slot, widebandPRG-Subslot, widebandPRG-SubframeIndicates whether the UE supports wideband precoding resource block group size for slot/subslot/subframe operation as specified in TS 36.213 [23].",,-
wlan-IW-RAN-RulesIndicates whether the UE supports RAN-assisted WLAN interworking based on access network selection and traffic steering rules.,,-
wlan-IW-ANDSF-PoliciesIndicates whether the UE supports RAN-assisted WLAN interworking based on ANDSF policies.,,-
wlan-MAC-AddressIndicates the WLAN MAC address of this UE.,,-
wlan-PeriodicMeasIndicates whether the UE supports periodic reporting of WLAN measurements.,,-
wlan-ReportAnyWLANIndicates whether the UE supports reporting of WLANs not listed in the measObjectWLAN.,,-
"wlan-SupportedDataRateIndicates the maximum WLAN data rate supported by the UE over all LWA bearers. Actual value of supported data rate is field value * 10 Mbps (i.e., value 1 corresponds to 10 Mbps, value 2 corresponds to 20 Mbps and so on).",,-
zp-CSI-RS-AperiodicInfoIndicates whether the UE supports aperiodic ZP-CSI-RS transmission for the indicated transmission mode.,,Yes
