Definitions for parameters,Per,M,FDD-TDDDIFF,FR1-FR2DIFF
"support64CandidateBeamRS-BFR-r16Indicates UE support of configuring maximum 64 candidate beam RSs per BWP per CC. UE indicating support of this feature shall also indicate support of maxNumberCSI-RS-BFD, maxNumberSSB-BFD and maxNumberCSI-RS-SSB-CBD.",Band,No,N/A,N/A
supportCodeWordSoftCombining-r16Indicates whether UE supports codeword soft combining for FDMSchemeB. UE indicates support of this feature depends on whether the supportFDM-SchemeB-r16 is also supported.,Band,No,N/A,N/A
supportFDM-SchemeA-r16Indicates whether UE supports single DCI based FDMSchemeA.,Band,No,N/A,N/A
supportInter-slotTDM-r16Indicates whether UE supports single-DCI based inter-slot TDM. This capability signalling includes the following:-supportRepNumPDSCH-TDRA-r16 indicates support of repetitionNumber-r16 in PDSCH-TimeDomainResourceAllocation-r16 and the maximum value of repetitionNumber-r16-maxTBS-Size-r16 indicates maximum TBS size.-maxNumberTCI-states-r16 indicates the maximum number of TCI states.,Band,No,N/A,N/A
"supportNewDMRS-Port-r16Indicates whether UE supports new DMRS port entry {0,2,3}. UE supports this feature should indicate support singleDCI-SDM-scheme-r16 for the band.",Band,No,N/A,N/A
"supportOf2RxXR-r18Indicates that the UE is 2Rx XR UE as specified in TS 38.101-1 [2] (see ""two antenna port XR UE""). A UE reporting this parameter shall not indicate support of supportOfRedCap-r17 or supportOfERedCap-r18.",Band,No,N/A,N/A
supportRepNumPDSCH-TDRA-DCI-1-2-r17Indicates support of repetitionNumber-v1730 in PDSCH-TimeDomainResourceAllocation for DCI format 1_2 and the maximum value of repetitionNumber-v1730. The UE indicating support of this field shall also indicate support of dci-Format1-2And0-2-r16.,Band,No,N/A,N/A
supportTDM-SchemeA-r16Indicates whether UE supports single DCI based TDMSchemeA. The capability signalling includes the maximum TBS size.,Band,No,N/A,N/A
supportTwoPortDL-PTRS-r16Indicates whether UE supports 2-port DL PT-RS. UE supports this feature should indicate support singleDCI-SDM-scheme-r16 for the band.,Band,No,N/A,N/A
ta-BasedPDC-NTN-SharedSpectrumChAccess-r17Indicates whether the UE supports propagation delay compensation based on Rel-15 TA procedure for NTN and shared spectrum channel access.,Band,No,N/A,N/A
"ta-IndicationCellSwitch-r18Indicates whether the UE supports TA indication in cell switch command.A UE supporting this feature shall also indicate support of at least one of ltm-MCG-IntraFreq-r18 or ltm-SCG-IntraFreq-r18.For cross-band operation, this capability refers to the source band.",Band,No,N/A,N/A
tb-ProcessingMultiSlotPUSCH-r17Indicates whether UE supports TB processing over multi-slot PUSCH for DG and Type 2 CG without repetition in RRC connected mode.,Band,No,N/A,N/A
tb-ProcessingRepMultiSlotPUSCH-r17Indicates whether UE supports repetition of TB processing over multi-slot PUSCH in RRC connected mode.UE supporting this feature shall also indicate support of tb-ProcessingMultiSlotPUSCH-r17.,Band,No,N/A,N/A
"tci-StatePDSCHDefines support of TCI-States for PDSCH. The capability signalling comprises the following parameters:-maxNumberConfiguredTCI-StatesPerCC indicates the maximum number of configured TCI-states per CC for PDSCH. For FR2, the UE is mandated to set the value at least to 64 (i.e. value 128 is an optional value). For FR1, the UE is mandated to set these values at least to the maximum number of allowed SSBs in the supported band;-maxNumberActiveTCI-PerBWP indicates the maximum number of activated TCI-states per BWP per CC, including control and data. If a UE reports X active TCI state(s), it is not expected that more than X active QCL type D assumption(s) for any PDSCH and any CORESETs for a given BWP of a serving cell become active for the UE. The UE shall include this field.NOTE: the UE is required to track only the active TCI states.The UE is mandated to report tci-StatePDSCH.",Band,Yes,N/A,N/A
"tci-StateSwitchInd-r18Indicates whether the UE supports enhanced one-shot large UL transmit timing adjustment requirement to support FR2-1 PC6 Ues and enhanced TCI state switching delay requirements based on [the cross-RRH TCI state indication for UE-specific PDCCH MAC CE] in HST FR2 scenario, as specified in TS 38.133 [5].A UE supporting this feature shall also indicate support of PC6 in ue-PowerClass-v1700.",Band,No,N/A,FR2 only
"tci-JointTCI-UpdateMultiActiveTCI-PerCC-r18Indicates whether the UE supports unified TCI with joint DL/UL TCI update for single-DCI based intra-cell multi-TRP with multiple activated TCI codepoints per CC. The capability signalling comprises the following parameters:-tci-StateInd-r18 indicates TCI state indication for update and activation. Value withAssignment corresponds to MAC-CE+DCI-based TCI state indication (use of monitored DCI formats 1_1 and if supported 1_2) with DL assignment, value withoutAssignment corresponds to MAC-CE+DCI-based TCI state indication (use of monitored DCI formats 1_1 and if supported 1_2) without DL assignment;-maxNumberActiveJointTCI-PerCC-r18 indicates the maximum number of activated joint TCI states per CC.A UE supporting this feature shall also indicate support tci-JointTCI-UpdateSingleActiveTCI-PerCC-r18 and unifiedJointTCI-multiMAC-CE-r17.NOTE:defaultQCL-TwoTCI-r16 can be used to indicate support of two default beams",Band,No,N/A,N/A
tci-JointTCI-UpdateMultiActiveTCI-PerCC-PerCORESET-r18Indicates whether the UE supports unified TCI with joint DL/UL TCI update for multi-DCI based multi-TRP with multiple activated TCI codepoints per CORESETPoolIndex per CC. The capability indicates the maximum number of MAC-CE activated joint TCI states per CORESETPoolIndex per CC.The TCI state indication for update and activation includes:-MAC-CE+DCI-based TCI state indication (use of monitored DCI formats 1_1 and if supported 1_2) with DL assignment;-MAC-CE+DCI-based TCI state indication (use of monitored DCI formats 1_1 and if supported 1_2) without DL assignment.A UE supporting this feature shall also indicate support of tci-JointTCI-UpdateSingleActiveTCI-PerCC-PerCORESET-r18 and unifiedJointTCI-multiMAC-CE-r17.,Band,No,N/A,N/A
tci-JointTCI-UpdateSingleActiveTCI-PerCC-r18Indicates whether the UE supports unified TCI with joint DL/UL TCI update for single-DCI based intra-cell multi-TRP with single activated TCI codepoint per CC.The capability signalling comprises the following parameters:-maxNumberConfigJointTCIPerCC-PerBWP-r18 indicates the maximum number of configured joint TCI states per CC per BWP;-maxNumberActiveJointTCI-AcrossCC-r18 indicates the maximum number of activated joint TCI states across all CCs in a band.A UE supporting this feature shall also indicate support of unifiedJointTCI-r17.NOTE:defaultQCL-TwoTCI-r16 can be used to indicate support of two default beams.,Band,No,N/A,N/A
tci-JointTCI-UpdateSingleActiveTCI-PerCC-PerCORESET-r18Indicates whether the UE supports unified TCI with joint DL/UL TCI update for multi-DCI based multi-TRP with single activated TCI codepoint per CORESETPoolIndex per CC. A UE supporting this feature supports one MAC-CE activated joint TCI-states per CC in a band for a TRP associated with a 'coresetPoolIndex' value.The capability signalling comprises the following parameters:-mTRP-Operation-r18 indicates mTRP operation for M-DCI with joint TCI state;-maxNumberConfigJointTCIPerCC-PerBWP-r18 indicates the maximum number of configured joint TCI states per BWP per CC;-maxNumberActiveJointTCIAcrossCC-PerCORESET-r18 indicates the maximum number of activated joint TCI states across all CCs in a band per 'coresetPoolIndex' value.A UE supporting this feature shall also indicate support of unifiedJointTCI-r17.NOTE 1:Activated joint TCI state(s) include all PDCCH/PDSCH receptions and PUSCH/PUCCH transmissions.NOTE 2:defaultQCL-PerCORESETPoolIndex-r16 can be used to indicate support of two default beams.,Band,No,N/A,N/A
"tci-SelectionAperiodicCSI-RS-r18Indicates whether the UE supports per aperiodic CSI-RS resource/resource set configuration for TCI selection in S-DCI based MTRP.The UE supporting this feature shall also indicate support of tci-JointTCI-UpdateSingleActiveTCI-PerCC-r18.NOTE:When the UE supports NCJT CSI under mTRP-CSI-EnhancementPerBand-r17 or CJT CSI under twoTCI-StatePDSCH-CJT-TxScheme-r18, UE is expected to support ""per resource"" when the corresponding NCJT CSI or CJT CSI is configured.",Band,No,N/A,N/A
tci-SelectionAperiodicCSI-RS-M-DCI-r18Indicates whether the UE supports per aperiodic CSI-RS resource/resource set configuration for TCI selection in M-DCI based MTRP.The UE supporting this feature shall also indicate support of tci-JointTCI-UpdateSingleActiveTCI-PerCC-PerCORESET-r18.,Band,No,N/A,N/A
"tci-SelectionDCI-r18Indicates whether the UE supports DCI format 1_1 and if supported 1_2 configured with TCI selection field.The UE supporting this feature shall also indicate support of at least one of tci-JointTCI-UpdateSingleActiveTCI-PerCC-r18, tci-JointTCI-UpdateMultiActiveTCI-PerCC-r18, tci-SeparateTCI-UpdateSingleActiveTCI-PerCC-r18, and tci-SeparateTCI-UpdateMultiActiveTCI-PerCC-r18.",Band,No,N/A,N/A
tci-SeparateTCI-UpdateMultiActiveTCI-PerCC-r18Indicates whether the UE supports unified TCI with separate DL/UL TCI update for single-DCI based intra-cell multi-TRP with multiple activated TCI codepoints per CC.TCI state indication for update and activation includes:-MAC-CE+DCI-based TCI state indication (use of monitored DCI formats 1_1 and if supported 1_2) with DL assignment;-MAC-CE+DCI-based TCI state indication (use of monitored DCI formats 1_1 and if supported 1_2) without DL assignment.The capability signalling comprises the following parameters:-maxNumActiveDL-TCI-AcrossCC-r18 indicates the maximum number of activated DL TCI states across all CCs in a band.-maxNumActiveUL-TCI-AcrossCC-r18 indicates the maximum number of activated UL TCI states across all CCs in a band.The UE supporting this feature shall also indicate support of tci-SeparateTCI-UpdateSingleActiveTCI-PerCC-r18.NOTE:defaultQCL-TwoTCI-r16 can be used to indicate support of two default beams.,Band,No,N/A,N/A
tci-SeparateTCI-UpdateMultiActiveTCI-PerCC-PerCORESET-r18Indicates whether the UE supports unified TCI with separate DL/UL TCI update for multi-DCI based multi-TRP with multiple activated TCI codepoints per CORESETPoolIndex per CC.TCI state indication for update and activation includes:-MAC-CE+DCI-based TCI state indication (use of monitored DCI formats 1_1 and if supported 1_2) with DL assignment;-MAC-CE+DCI-based TCI state indication (use of monitored DCI formats 1_1 and if supported 1_2) without DL assignment.The capability signalling comprises the following parameters:-maxNumConfigDL-TCI-PerCC-PerBWP-r18 indicates the maximum number of activated DL TCI states per CORESETPoolIndex per CC per BWP;-maxNumConfigUL-TCI-PerCC-PerBWP-r18 indicates the maximum number of activated UL TCI states per CORESETPoolIndex per CC per BWP.A UE supporting this feature shall also indicate support of tci-SeparateTCI-UpdateSingleActiveTCI-PerCC-PerCORESET-r18 and unifiedSeparateTCI-multiMAC-CE-r17.,Band,No,N/A,N/A
tci-SeparateTCI-UpdateSingleActiveTCI-PerCC-r18Indicates whether the UE supports unified TCI with separate DL/UL TCI update for single-DCI based intra-cell multi-TRP with single activated TCI codepoint per CC. The capability signalling comprises the following parameters:-maxNumConfigDL-TCI-PerCC-PerBWP-r18 indicates the maximum number of configured DL TCI states per CC per BWP;-maxNumConfigUL-TCI-PerCC-PerBWP-r18 indicates the maximum number of configured UL TCI states per CC per BWP;-maxNumActiveDL-TCI-AcrossCC-r18 indicates the maximum number of activated DL TCI states across all CCs in a band;-maxNumActiveUL-TCI-AcrossCC-r18 indicates the maximum number of activated UL TCI states across all CCs in a band.A UE supporting this feature shall also indicate support of tci-JointTCI-UpdateSingleActiveTCI-PerCC-r18 and unifiedSeparateTCI-r17.NOTE:defaultQCL-TwoTCI-r16 can be used to indicate support of two default beams,Band,No,N/A,N/A
tci-SeparateTCI-UpdateSingleActiveTCI-PerCC-PerCORESET-r18Indicates whether the UE supports unified TCI with separate DL/UL TCI update for multi-DCI based multi-TRP with single activated TCI codepoint per CORESETPoolIndex per CC.A UE supporting this feature supports one MAC-CE activated DL TCI-state per CC in a band for a TRP associated with a 'coresetPoolIndex' value and one MAC-CE activated UL TCI-state per CC in a band for a TRP associated with a 'coresetPoolIndex' value.The capability signalling comprises the following parameters:-mTRP-Operation-r18 indicates the mTRP operation for M-DCI with separate DL/UL TCI state;-maxNumConfigDL-TCI-PerCC-PerBWP-r18 indicates the maximum number of configured DL TCI states per CC per BWP;-maxNumConfigUL-TCI-PerCC-PerBWP-r18 indicates the maximum number of configured UL TCI states per CC per BWP;-maxNumActiveDL-TCI-AcrossCC-r18 indicates the maximum number of activated DL TCI states across all CCs in a band;-maxNumActiveUL-TCI-AcrossCC-r18 indicates the maximum number of activated UL TCI states across all CCs in a band.A UE supporting this feature shall also indicate support of tci-JointTCI-UpdateSingleActiveTCI-PerCC-PerCORESET-r18 and unifiedSeparateTCI-r17.,Band,No,N/A,N/A
tci-TRP-BFR-r18Indicates whether the UE supports TRP-specific BFR with unified TCI framework with unified TCI.A UE supporting this feature shall also indicate support of mTRP-BFR-twoBFD-RS-Set-r17.,Band,No,N/A,N/A
"tdcp-Report-r18Indicates whether the UE supports Y=1 delay value for TDCP report and amplitude report. The UE also supports to configure KTRS = 1 TRS resource set.This capability signalling comprises the following parameters:-valueX-r18 indicates CPU occupation (OCPU=(Y+1)*X);-maxNumberActiveResource-r18 indicates the index N of the maximum number of simultaneously active CSI-RS resources for TDCP across all CCs within a band. The maximum number of simultaneously active CSI-RS resources for TDCP across all CCs within a band is N*2, where N = {2..32}.A UE supporting this feature shall also indicate support of csi-ReportFramework and simultaneousCSI-ReportsAllCC.NOTE:Counting of simultaneously active CSI-RS resources follows existing specification TS 38.214 [12].",Band,No,N/A,N/A
"tdcp-Resource-r18Indicates the number of CSI-RS resources for TDCP that the UE supports.This capability signalling comprises the following parameters:-maxNumberConfigPerCC-r18 indicates the maximum number of configured CSI-RS resources for TDCP per CC.-maxNumberConfigAcrossCC-r18 indicates the index N the maximum number of configured CSI-RS resources for TDCP across all CCs within a band. The maximum number of configured CSI-RS resources for TDCP across all CCs within a band is N*2, where N = {1..32}.-maxNumberSimultaneousPerCC-r18 indicates the maximum number of simultaneously active CSI-RS resources for TDCP per CC.A UE supporting this feature shall indicate support of tdcp-Report-r18.NOTE:Counting of simultaneously active CSI-RS resources follows existing specification TS 38.214 [12].",Band,No,N/A,N/A
thresholdBasedMulticastResume-r18Indicates whether the UE supports thresholdMBS-List-r18 as specified in TS 38.331 [9].A UE supporting this feature shall also indicate support of multicastInactive-r18.,Band,No,N/A,N/A
"timeBasedCondHandover-r17Indicates whether the UE supports time based conditional handover, i.e., CondEvent T1 as specified in TS 38.331 [9]. A UE supporting this feature shall also indicate the support of condHandover-r16 for NTN bands and the support of nonTerrestrialNetwork-r17. UE shall set the capability value consistently for all FDD-FR1 NTN bands and all FDD-FR2 NTN bands respectively. The inter-band time based conditional handover is supported only if the UE sets the capability value for the source PCell and the target PCell bands.",Band,No,N/A,N/A
"timelineRelax-CJT-CSI-r18Indicates whether the UE supports timeline relaxation parameter for regular eType-II-CJT CSI, or for port selection FeType-II-CJT CSI. Value n0 indicates 0, value n2 indicates Z2.A UE supporting this feature shall also indicate support of eType2CJT-r18 or feType2CJT-r18.NOTE:A UE that supports eType2CJT-r18 or feType2CJT-r18 must signal this feature.",Band,CY,N/A,N/A
"timelineRelax-CJTC-Dd-eType2CJT-r19Indicates whether the UE supports relaxed timeline for joint triggering of coherent joint transmission calibration delay offset and eType-II CJT, i.e., Drelax = drelax.If UE does not support this feature, Drelax = 0.A UE supporting this feature shall also indicate support of linked-CJTC-Dd-eType2CJT-Joint-r19.",Band,No,N/A,N/A
"timeRestriction128Port-r19Indicates whether the UE supports 4 CSI-RS resources configured within two slots for extended Type-I and Type II codebook for up to 128 ports.A UE supporting this feature shall also indicate support of at least one of enhType1SP64PortsSchemeA-r19, enhType1SP64PortsSchemeB-r19, enhType1MP64Ports-r19, eType2-64PortExt-r19, feType2-64PortExt-r19 and eType2Doppler-64PortExt-r19.",Band,No,N/A,N/A
"triggeredHARQ-CodebookRetx-r17Indicates whether the UE supports triggered HARQ-ACK codebook re-transmission from an earlier PUCCH slot based on the triggering information in DCI format 1_1 and DCI format 1_2 (for a UE supporting DCI format 1_2 as indicated in dci-Format1-2And0-2-r16) and support the related PHY priority handling in terms of HARQ-ACK codebook selection and the applicable PUCCH configuration (for a UE supporting two HARQ-ACK codebooks / PUCCH config as indicated in twoHARQ-ACK-Codebook-type1-r16). The capability signalling comprises the following parameters:-minHARQ-Retx-Offset-r17 indicates minimum value for the HARQ re-tx offset. Value n-7 corresponds to -7, value n-5 corresponds to -5, and so on.-maxHARQ-Retx-Offset-r17 indicates maximum value for the HARQ re-tx offset.NOTE:The minimum requirement for minHARQ-Retx-Offset-r17 and maxHARQ-Retx-Offset-r17 is valid for HARQ CBs consisted of HARQ Processes with a single HARQ bit per HARQ Process ID.",Band,No,N/A,N/A
"triggeredHARQ-CodebookRetxDCI-1-3-r18Indicates whether the UE supports triggered HARQ-ACK codebook re-transmission from an earlier PUCCH slot based on the triggering information in DCI format 1_3 and supports the related PHY priority handling in terms of HARQ-ACK codebook selection and the applicable PUCCH configuration (for a UE supporting two HARQ-ACK codebooks / PUCCH config in simultaneous-2-1-HARQ-ACK-CB-r18). The capability signalling comprises the following parameters:-minHARQ-Retx-Offset-r18 indicates minimum value for the HARQ re-tx offset. Value n-7 corresponds to -7, value n-5 corresponds to -5, and so on. If the UE also supports triggeredHARQ-CodebookRetx-r17, the same values as minHARQ-Retx-Offset-r17 is reported.-maxHARQ-Retx-Offset-r18 indicates maximum value for the HARQ re-tx offset. If the UE also supports triggeredHARQ-CodebookRetx-r17, the same values as maxHARQ-Retx-Offset-r17 is reported.A UE supporting this feature shall also indicate support of at least one of multiCell-PDSCH-DCI-1-3-SameSCS-r18 and multiCell-PDSCH-DCI-1-3-DiffSCS-r18.NOTE:The minimum requirement for minHARQ-Retx-Offset-r18 and maxHARQ-Retx-Offset-r18 is valid for HARQ CBs consisting of HARQ Processes with a single HARQ bit per HARQ Process ID.",Band,No,N/A,N/A
"triggeredHARQ-CodebookRetxDCI-1-3-Diff-r19Indicates whether the UE supports triggered HARQ-ACK codebook re-transmission from an earlier PUCCH slot based on the triggering information in DCI format 1_3 and supports the related PHY priority handling in terms of HARQ-ACK codebook selection and the applicable PUCCH configuration (for a UE supporting two HARQ-ACK codebooks / PUCCH config in simultaneous-2-1-HARQ-ACK-CB-Diff-r19) with different SCS and/or different carrier type. The capability signalling comprises the following parameters:-minHARQ-Retx-Offset-r19 indicates minimum value for the HARQ re-tx offset. Value n-7 corresponds to -7, value n-5 corresponds to -5, and so on. If the UE also supports triggeredHARQ-CodebookRetx-r17, the same value as minHARQ-Retx-Offset-r17 is reported.-maxHARQ-Retx-Offset-r19 indicates maximum value for the HARQ re-tx offset. If the UE also supports triggeredHARQ-CodebookRetx-r17, the same value as maxHARQ-Retx-Offset-r17 is reported.A UE supporting this feature shall also indicate support of multiCell-PDSCH-DCI-1-3-DiffSCS-Diff-r19.NOTE:The minimum requirement for minHARQ-Retx-Offset-r19 and maxHARQ-Retx-Offset-r19 is valid for HARQ CBs consisting of HARQ Processes with a single HARQ bit per HARQ Process ID.",Band,No,N/A,N/A
"trs-AdditionalBandwidth-r16Indicates the UE supported TRS bandwidths, in addition to 52 RBs, for a 10MHz UE channel bandwidth. This field only applies for the BWPs configured with 52 RBs size and 15kHz SCS, in FDD bands.Value trs-AddBW-Set1 indicates 28, 32, 36, 40, 44, 48 RBs.Value trs-AddBW-Set2 indicates 32, 36, 40, 44, 48 RBs.",Band,No,FDD only,FR1 only
"twoHARQ-ACK-CodebookForUnicastAndMulticast-r17Indicates whether the UE supports two HARQ-ACK codebooks simultaneously constructed for supporting HARQ-ACK codebooks with different priorities for unicast and multicast at a UE.For TN, the UE shall set the capability value consistently for all FDD-FR1 bands, all TDD-FR1 bands and all TDD-FR2 bands, associated with supported shared and non-shared spectrum respectively. For NTN, UE shall set the capability value consistently for all FDD-FR1 NTN bands and all FDD-FR2 NTN bands respectively.A UE supporting this feature shall also indicate support of priorityIndicatorInDCI-Multicast-r17.",Band,No,N/A,N/A
"twoPHR-Reporting-r18Indicates whether the UE supports two PHR reporting related to STx2P.A UE supporting this feature shall also indicate support of at least one of pusch-CB-SingleDCI-STx2P-SDM-r18, pusch-NonCB-SingleDCI-STx2P-SDM-r18, pusch-CB-SingleDCI-STx2P-SFN-r18, pusch-NonCB-SingleDCI-STx2P-SFN-r18, twoPUSCH-CB-MultiDCI-STx2P-DG-DG-r18, and twoPUSCH-NonCB-MultiDCI-STx2P-DG-DG-r18.NOTE:If gNB does not configure corresponding RRC parameter for this feature, UE will report a PHR for an actual PUSCH transmission and PHR for the first indicated TCI state or PHR associated with coresetPoolIndex0 is reported if actual PUSCH transmission is based on STx2P schemes.",Band,No,N/A,FR2 only
twoPortsPTRS-ULDefines whether UE supports PT-RS with 2 antenna ports for UL transmission.,Band,No,N/A,N/A
twoPUSCH-CB-MultiDCI-STx2P-CG-CG-r18Indicates whether the UE supports multi-DCI based STx2P CG-PUSCH+CG-PUSCH.A UE supporting this feature shall also indicate support of twoPUSCH-CB-MultiDCI-STx2P-DG-DG-r18.,Band,No,N/A,FR2 only
twoPUSCH-CB-MultiDCI-STx2P-CG-DG-r18Indicates whether the UE supports multi-DCI based STx2P DG-PUSCH+CG-PUSCH.A UE supporting this feature shall also indicate support of twoPUSCH-CB-MultiDCI-STx2P-DG-DG-r18.,Band,No,N/A,FR2 only
twoPUSCH-CB-MultiDCI-STx2P-FullTimeFullFreqOverlap-r18Indicates whether the UE supports fully overlapping PUSCHs in time and fully overlapping in frequency for codebook multi-DCI based STx2P PUSCH+PUSCH.A UE supporting this feature shall also indicate support of twoPUSCH-CB-MultiDCI-STx2P-DG-DG-r18.,Band,No,N/A,FR2 only
twoPUSCH-CB-MultiDCI-STx2P-FullTimePartialFreqOverlap-r18Indicates whether the UE supports fully overlapping PUSCHs in time and partially overlapping in frequency for codebook multi-DCI based STx2P PUSCH+PUSCH.A UE supporting this feature shall also indicate support of twoPUSCH-CB-MultiDCI-STx2P-DG-DG-r18.,Band,No,N/A,FR2 only
twoPUSCH-CB-MultiDCI-STx2P-PartialTimeFullFreqOverlap-r18Indicates whether the UE supports partially overlapping PUSCHs in time and fully overlapping in frequency for codebook multi-DCI based STx2P PUSCH+PUSCH.A UE supporting this feature shall also indicate support of twoPUSCH-CB-MultiDCI-STx2P-DG-DG-r18.,Band,No,N/A,FR2 only
"twoPUSCH-CB-MultiDCI-STx2P-PartialTimeNonFreqOverlap-r18Indicates whether the UE supports the partially overlapping PUSCHs in time, non-overlapping in frequency for codebook multi-DCI based STx2P PUSCH+PUSCH.A UE supporting this feature shall also indicate support of twoPUSCH-CB-MultiDCI-STx2P-DG-DG-r18.",Band,No,N/A,FR2 only
"twoPUSCH-CB-MultiDCI-STx2P-PartialTimePartialFreqOverlap-r18Indicates whether the UE supports the partially overlapping PUSCHs in time, partially overlapping in frequency for codebook multi-DCI based STx2P PUSCH+PUSCH.A UE supporting this feature shall also indicate support of twoPUSCH-CB-MultiDCI-STx2P-DG-DG-r18.",Band,No,N/A,FR2 only
twoPUSCH-NonCB-MultiDCI-STx2P-CG-CG-r18Indicates whether the UE supports multi-DCI based STx2P CG-PUSCH+CG-PUSCH for noncodebook.A UE supporting this feature shall also indicate support of twoPUSCH-NonCB-MultiDCI-STx2P-DG-DG-r18.,Band,No,N/A,FR2 only
twoPUSCH-NonCB-MultiDCI-STx2P-CG-DG-r18Indicates whether the UE supports multi-DCI based STx2P DG-PUSCH+CG-PUSCH for noncodebook.A UE supporting this feature shall also indicate support of twoPUSCH-NonCB-MultiDCI-STx2P-DG-DG-r18.,Band,No,N/A,FR2 only
"twoPUSCH-NonCB-Multi-DCI-STx2P-CSI-RS-Resource-r18Indicates whether the UE supports up to two NZP CSI-RS resources associated with the two SRS resource sets for multi-DCI non-codebook based STx2P scheme for PUSCH. The capability signalling comprises the following parameters:-maxNumberPeriodicSRS-r18 indicates the maximum number of periodic SRS resources associated with first and second CSI-RS per BWP;-maxNumberAperiodicSRS-r18 indicates the maximum number of aperiodic SRS resources associated with first and second CSI-RS per BWP;-maxNumberSemiPersistentSRS-r18 indicates the maximum number of semi-persistent SRS resources associated with first and second CSI-RS per BWP;-simultaneousSRS-PerCC-r18 indicates the number of P/SP/A SRS resources associated with first and second CSI-RS resources simultaneously in a CC that the UE can process;-simultaneousCSI-RS-NonCB-r18 indicates the maximum number of CSI-RS resources associated with SRS for non-codebook-based transmission simultaneously that the UE can process.A UE supporting this feature shall also indicate support of srs-AssocCSI-RS, csi-RS-IM-ReceptionForFeedbackPerBandComb and twoPUSCH-NonCB-MultiDCI-STx2P-DG-DG-r18.",Band,No,N/A,FR2 only
twoPUSCH-NonCB-MultiDCI-STx2P-FullTimeFullFreqOverlap-r18Indicates whether the UE supports fully overlapping PUSCHs in time and fully overlapping in frequency for noncodebook multi-DCI based STx2P PUSCH+PUSCH.A UE supporting this feature shall also indicate support of twoPUSCH-NonCB-MultiDCI-STx2P-DG-DG-r18.,Band,No,N/A,FR2 only
twoPUSCH-NonCB-MultiDCI-STx2P-FullTimePartialFreqOverlap-r18Indicates whether the UE supports fully overlapping PUSCHs in time and partially overlapping in frequency for noncodebook multi-DCI based STx2P PUSCH+PUSCH. A UE supporting this feature shall also indicate support of twoPUSCH-NonCB-MultiDCI-STx2P-DG-DG-r18.,Band,No,N/A,FR2 only
twoPUSCH-NonCB-MultiDCI-STx2P-PartialTimeFullFreqOverlap-r18Indicates whether the UE supports partially overlapping PUSCHs in time and fully overlapping in frequency for noncodebook multi-DCI based STx2P PUSCH+PUSCH.A UE supporting this feature shall also indicate support of twoPUSCH-NonCB-MultiDCI-STx2P-DG-DG-r18.,Band,No,N/A,FR2 only
"twoPUSCH-NonCB-MultiDCI-STx2P-PartialTimeNonFreqOverlap-r18Indicates whether the UE supports partially overlapping PUSCHs in time, non-overlapping in frequency for noncodebook multi-DCI based STx2P PUSCH+PUSCH.A UE supporting this feature shall also indicate support of twoPUSCH-NonCB-MultiDCI-STx2P-DG-DG-r18.",Band,No,N/A,FR2 only
"twoPUSCH-NonCB-MultiDCI-STx2P-PartialTimePartialFreqOverlap-r18Indicates whether the UE supports partially overlapping PUSCHs in time, partially overlapping in frequency for noncodebook multi-DCI based STx2P PUSCH+PUSCH.A UE supporting this feature shall also indicate support of twoPUSCH-NonCB-MultiDCI-STx2P-DG-DG-r18.",Band,No,N/A,FR2 only
"twoRateMatchingEUTRA-CRS-patterns-3-4-r18Indicates whether the UE supports two LTE-CRS overlapping rate matching patterns configured by lte-CRS-PatternList3-r18 and lte-CRS-PatternList4-r18 within a part of NR carrier using 15 kHz SCS overlapping with an LTE carrier (regardless of support or configuration of multi-TRP) for the case when crs-RateMatch-PerCORESETPoolIndex-r16 is not configured. The capability signalling comprises the following parameters:-maxNumberPatterns-r18 indicates the maximum number of LTE-CRS rate matching patterns in total within a NR carrier using 15 kHz SCS.-maxNumberNon-OverlapPatterns-r18 indicates the maximum number of LTE-CRS non-overlapping rate matching patterns within a NR carrier using 15 kHz SCS.A UE supporting this feature shall also indicate support of rateMatchingLTE-CRS.NOTE:If a UE supports this feature and multipleRateMatchingEUTRA-CRS-r16, multipleRateMatchingEUTRA-CRS-r16 is reported for lte-CRS-PatternList1-r16 and lte-CRS-PatterList2-r16 and twoRateMatchingEUTRA-CRS-patterns-3-4-r18 is reported for lte-CRS-PatternList3-r18 and lte-CRS-PatternList4-r18.",Band,No,N/A,FR1 only
twoSRS-DCI-1-1-Joint-r19Indicates whether the UE supports using DCI format 1_1 to indicate one or two separate SRS closed loop index(es) under joint TCI state mode.A UE supporting this feature shall also indicate support of srs-TPC-CLPC-AdjustmentState-r19.,Band,No,N/A,FR1 only
twoSRS-DCI-1-1-Separate-r19Indicates whether the UE supports using DCI format 1_1 to indicate one or two separate SRS closed loop index(es) under separate DL/UL TCI state mode.A UE supporting this feature shall also indicate support of srs-TPC-CLPC-AdjustmentState-r19.,Band,No,N/A,N/A
twoSRS-PwrControlAdjust-r19Indicates whether the UE supports two separate SRS closed loop power control adjustment states separate from PUSCH.,Band,No,N/A,N/A
twoSRS-TPC-DCI-2-3-r19Indicates whether the UE supports using DCI format 2_3 to indicate TPC for one of two separate SRS closed loop indexes.A UE supporting this feature shall also indicate support of twoSRS-PwrControlAdjust-r19.,Band,No,N/A,N/A
