E-UTRA CA configuration / Bandwidth combination set,,,,,,,,,,
E-UTRA CA Configuration,Uplink CA configurations (NOTE 5),E-UTRA Bands,1.4MHz,3MHz,5MHz,10MHz,15MHz,20MHz,Maximum aggregated bandwidth[MHz],Bandwidth combination set
CA_2A-48A-48C-66A,-,2,,,Yes,Yes,Yes,Yes,100,0
,,48,See CA_48A-48C Bandwidth combination set 0 in the Table 5.6A.1-3,,,,,,,
,,66,,,Yes,Yes,Yes,Yes,,
CA_2A-48A-66A-66A,CA_48A-66ACA_2A-48ACA_2A-66A,2,,,Yes,Yes,Yes,Yes,80,0
,,48,,,Yes,Yes,Yes,Yes,,
,,66,See CA_66A-66A Bandwidth combination set 0 in the Table 5.6A.1-3,,,,,,,
CA_2A-66A-71A,-,2,,,Yes,Yes,Yes,Yes,60,0
,,66,,,Yes,Yes,Yes,Yes,,
,,71,,,Yes,Yes,Yes,Yes,,
CA_2A-2A-66A-71A,-,2,See CA_2A-2A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,80,0
,,66,,,Yes,Yes,Yes,Yes,,
,,71,,,Yes,Yes,Yes,Yes,,
CA_2A-66A-66A-71A,-,2,,,Yes,Yes,Yes,Yes,80,0
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
,,71,,,Yes,Yes,Yes,Yes,,
CA_2A-66C-71A,-,2,,,Yes,Yes,Yes,Yes,80,0
,,66,See CA_66C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
,,71,,,Yes,Yes,Yes,Yes,,
CA_3A-5A-7A,CA_3A-5ACA_3A-7ACA_5A-7A,3,,,,Yes,Yes,Yes,50,0
,,5,,,Yes,Yes,,,,
,,7,,,,Yes,Yes,Yes,,
,,3,,,Yes,Yes,Yes,Yes,50,1
,,5,,,Yes,Yes,,,,
,,7,,,,Yes,Yes,Yes,,
CA_3A-3A-5A-7A,-,3,See CA_3A-3A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,70,0
,,5,,,Yes,Yes,,,,
,,7,,,,Yes,Yes,Yes,,
CA_3A-5A-7A-7A,CA_3A-5A CA_3A-7A CA_5A-7A,3,,,,Yes,Yes,Yes,70,0
,,5,,,Yes,Yes,,,,
,,7,See CA_7A-7A Bandwidth Combination Set 3 in Table 5.6A.1-3,,,,,,,
CA_3A-5A-7C,-,3,,,Yes,Yes,Yes,Yes,70,0
,,5,,,Yes,Yes,,,,
,,7,See CA_7C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,,
CA_3C-5A-7A,-,3,See CA_3C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,70,0
,,5,,,Yes,Yes,,,,
,,7,,,,Yes,Yes,Yes,,
CA_3A-5A-28A,-,3,,,Yes,Yes,Yes,Yes,50,0
,,5,,,Yes,Yes,,,,
,,28,,,,Yes,Yes,Yes,,
CA_3A-3A-5A-28A,-,3,See CA_3A-3A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,70,0
,,5,,,Yes,Yes,,,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_3A-5A-40A,CA_3A-5A,3,,,Yes,Yes,Yes,Yes,50,0
,,5,,,Yes,Yes,,,,
,,40,,,,Yes,Yes,Yes,,
,,3,,Yes,Yes,Yes,,,40,1
,,5,,Yes,Yes,Yes,,,,
,,40,,,,,,Yes,,
CA_3A-5A-40A-40A,-,3,,,Yes,Yes,,,60,0
,,5,,,Yes,Yes,,,,
,,40,See CA_40A-40A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_3A-5A-41A,-,3,,,Yes,Yes,Yes,Yes,50,0
,,5,,,Yes,Yes,,,,
,,41,,,,,,Yes,,
CA_3C-7A-8A,CA_3CCA_3A-8A,3,See CA_3C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,70,0
,,7,,,Yes,Yes,Yes,Yes,,
,,8,,,Yes,Yes,,,,
CA_3A-3A-7A-8A,CA_3A-7A CA_3A-8A CA_7A-8A,3,See CA_3A-3A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,70,0
,,7,,,Yes,Yes,Yes,Yes,,
,,8,,,Yes,Yes,,,,
,,3,See CA_3A-3A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,60,1
,,7,,,Yes,Yes,Yes,Yes,,
,,8,,,Yes,Yes,,,,
CA_3A-3A-7A-8B,CA_3A-7ACA_3A-8ACA_3A-8BCA_7A-8ACA_7A-8BCA_8B,3,See CA_3A-3A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,80,0
,,7,,,Yes,Yes,Yes,Yes,,
,,8,See CA_8B Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_3A-3A-7A-7A-8A,CA_3A-7A CA_3A-8A CA_7A-8A,3,See CA_3A-3A Bandwidth Combination Set 0 in table 5.6A.1-3,,,,,,90,0
,,7,See CA_7A-7A Bandwidth Combination Set 1 in table 5.6A.1-3,,,,,,,
,,8,,,Yes,Yes,,,,
,,3,See CA_3A-3A Bandwidth Combination Set 1 in table 5.6A.1-3,,,,,,70,1
,,7,See CA_7A-7A Bandwidth Combination Set 2 in table 5.6A.1-3,,,,,,,
,,8,,,Yes,Yes,,,,
,,3,See CA_3A-3A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,
CA_3A-3A-7A-7A-8B,CA_3A-7ACA_3A-8ACA_3A-8BCA_7A-8ACA_7A-8BCA_8B,7,See CA_7A-7A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,100,0
,,8,See CA_8B Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_3A-7A-7A-8A,CA_3A-7A CA_3A-8A CA_7A-8A,3,,,Yes,Yes,Yes,Yes,70,0
,,7,See CA_7A-7A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,,
,,8,,,Yes,Yes,,,,
,,3,,,Yes,Yes,Yes,Yes,60,1
,,7,See CA_7A-7A Bandwidth Combination Set 2 in Table 5.6A.1-3,,,,,,,
,,8,,,Yes,Yes,,,,
,,3,,,Yes,Yes,Yes,Yes,,
CA_3A-7A-7A-8B,CA_3A-7ACA_3A-8ACA_3A-8BCA_7A-8ACA_7A-8BCA_8B,7,See CA_7A-7A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,80,0
,,8,See CA_8B Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_3A-7A-8A,CA_3A-7A CA_3A-8A CA_7A-8A,3,,,Yes,Yes,Yes,,40,0
,,7,,,,Yes,Yes,,,
,,8,,,Yes,Yes,,,,
,,3,,,Yes,Yes,Yes,Yes,50,1
,,7,,,,Yes,Yes,Yes,,
,,8,,,Yes,Yes,,,,
,,3,,,Yes,Yes,Yes,Yes,50,2
,,7,,,Yes,Yes,Yes,Yes,,
,,8,,,Yes,Yes,,,,
,,3,,,Yes,Yes,Yes,Yes,,
CA_3A-7A-8B,CA_3A-7ACA_3A-8ACA_3A-8BCA_7A-8ACA_7A-8BCA_8B,7,,,Yes,Yes,Yes,Yes,60,0
,,8,See CA_8B Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_3A-7A-20A,CA_3A-7ACA_3A-20A CA_7A-20A,3,,,Yes,Yes,Yes,Yes,60,0
,,7,,,,Yes,Yes,Yes,,
,,20,,,Yes,Yes,Yes,Yes,,
,,3,,,Yes,Yes,Yes,Yes,60,1
,,7,,,Yes,Yes,Yes,Yes,,
,,20,,,Yes,Yes,Yes,Yes,,
CA_3A-7A-7A-20A,CA_3A-7ACA_3A-20A CA_7A-20A,3,,,Yes,Yes,Yes,Yes,80,0
,,7,See CA_7A-7A Bandwidth Combination Set 3 in Table 5.6A.1-3,,,,,,,
,,20,,,Yes,Yes,Yes,Yes,,
CA_3A-3A-7A-20A,-,3,See CA_3A-3A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,80,0
,,7,,,Yes,Yes,Yes,Yes,,
,,20,,,Yes,Yes,Yes,Yes,,
CA_3A-3A-7A-7A-20A,CA_3A-7ACA_3A-20A CA_7A-20A,3,See CA_3A-3A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,100,0
,,7,See CA_7A-7A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,,
,,20,,,Yes,Yes,Yes,Yes,,
CA_3C-7A-20A,-,3,See CA_3C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,80,0
,,7,,,,Yes,Yes,Yes,,
,,20,,,Yes,Yes,Yes,Yes,,
,,3,See CA_3C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,80,1
,,7,,,Yes,Yes,Yes,Yes,,
,,20,,,Yes,Yes,Yes,Yes,,
CA_3C-7C-20A,-,3,See CA_3C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,100,0
,,7,See CA_7C Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,
,,20,,,Yes,Yes,Yes,Yes,,
CA_3A-7C-20A,CA_7C,3,,,Yes,Yes,Yes,Yes,80,0
,,7,See CA_7C Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,
,,20,,,Yes,Yes,Yes,Yes,,
CA_3A-7A-26A,CA_3A-7ACA_3A-26ACA_7A-26A,3,,,Yes,Yes,Yes,Yes,55,0
,,7,,,Yes,Yes,Yes,Yes,,
,,26,,,Yes,Yes,Yes,,,
CA_3A-7A-7A-26A,CA_3A-7ACA_3A-26A CA_7A-26A,3,,,Yes,Yes,Yes,Yes,75,0
,,7,See CA_7A-7A Bandwidth Combination Set 3 in Table 5.6A.1-3,,,,,,,
,,26,,,Yes,Yes,Yes,,,
CA_3A-7C-26A²,CA_3A-7ACA_3A-26A CA_7A-26ACA_7C,3,Yes,Yes,Yes,Yes,Yes,Yes,75,0
,,7,See CA_7C Bandwidth combination set 2 in Table 5.6A.1-1,,,,,,,
,,26,,,Yes,Yes,Yes,,,
CA_3C-7A-26A,CA_3A-7ACA_3A-26A CA_7A-26ACA_3C,3,See CA_3C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,75,0
,,7,,,,Yes,Yes,Yes,,
,,26,,,Yes,Yes,Yes,,,
CA_3C-7C-26A,CA_3A-7ACA_3A-26A CA_7A-26ACA_3CCA_7C,3,See CA_3C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,95,0
,,7,See CA_7C Bandwidth combination set 2 in Table 5.6A.1-1,,,,,,,
,,26,,,Yes,Yes,Yes,,,
CA_3A-7A-28A,CA_3A-7ACA_3A-28A6CA_7A-28A,3,,,Yes,Yes,Yes,Yes,60,0
,,7,,,Yes,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_3A-3A-7A-28A,-,3,See CA_3A-3A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,80,0
,,7,,,Yes,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_3A-3A-7C-28A,CA_7C,3,See CA_3A-3A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,100,0
,,7,See CA_7C Bandwidth Combination Set 2 in Table 5.6A.1-1,,,,,,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_3A-7A-7A-28A,-,3,,,Yes,Yes,Yes,Yes,80,0
,,7,See CA_7A-7A Bandwidth combination set 3 in Table 5.6A.1-3,,,,,,,
,,28,,,,Yes,Yes,Yes,,
CA_3A-7C-28A,CA_3A-7ACA_3A-28ACA_7CCA_7A-28A,3,,,,Yes,Yes,Yes,80,0
,,7,See CA_7C Bandwidth Combination Set 2 in Table 5.6A.1-1,,,,,,,
,,28,,,,Yes,Yes,Yes,,
,,3,,,,Yes,Yes,Yes,80,1
,,7,See CA_7C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,,
,,28,,,,Yes,Yes,Yes,,
CA_3C-7A-28A,CA_3C,3,See CA_3C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,80,0
,,7,,,,Yes,Yes,Yes,,
,,28,,,,Yes,Yes,Yes,,
CA_3C-7C-28A,CA_3CCA_7C,3,See CA_3C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,100,0
,,7,See CA_7C Bandwidth Combination Set 2 in Table 5.6A.1-1,,,,,,,
,,28,,,,Yes,Yes,Yes,,
CA_3A-7A-32A,CA_3A-7A,3,,,Yes,Yes,Yes,Yes,60,0
,,7,,,,Yes,Yes,Yes,,
,,32,,,Yes,Yes,Yes,Yes,,
CA_3C-7A-32A,CA_3C CA_3A-7A,3,See CA_3C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,80,0
,,7,,,,Yes,Yes,Yes,,
,,32,,,Yes,Yes,Yes,Yes,,
CA_3A-7C-32A,CA_7CCA_3A-7A,3,,,Yes,Yes,Yes,Yes,80,0
,,7,See CA_7C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,,
,,32,,,Yes,Yes,Yes,Yes,,
CA_3A-7A-38A7,-,3,,,Yes,Yes,Yes,Yes,60,0
,,7,,,,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_3A-7C-38A7,,3,,,,Yes,Yes,Yes,80,0
,,7,See CA_7C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_3A-3A-7A-38A7,-,3,See CA_3A-3A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,80,0
,,7,,,,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_3C-7A-38A7,-,3,See CA_3C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,80,0
,,7,,,,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_3A-7A-40A,CA_3A-7ACA_3A-40ACA_7A-40A,3,,,Yes,Yes,Yes,Yes,60,0
,,7,,,Yes,Yes,Yes,Yes,,
,,40,,,Yes,Yes,Yes,Yes,,
CA_3A-7A-40A-40A,CA_3A-7ACA_3A-40ACA_7A-40A,3,,,Yes,Yes,Yes,Yes,80,0
,,7,,,Yes,Yes,Yes,Yes,,
,,40,See CA_40A-40A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,,
CA_3A-7A-40C,CA_3A-7ACA_3A-40ACA_7A-40A,3,,,Yes,Yes,Yes,Yes,80,0
,,7,,,Yes,Yes,Yes,Yes,,
,,40,See CA_40C Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,
CA_3A-7A-40D,CA_3A-7ACA_3A-40ACA_7A-40A,3,,,Yes,Yes,Yes,Yes,100,0
,,7,,,Yes,Yes,Yes,Yes,,
,,40,See CA_40D Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_3A-7A-42A,-,3,,,Yes,Yes,Yes,Yes,60,0
,,7,,,,Yes,Yes,Yes,,
,,42,,,Yes,Yes,Yes,Yes,,
CA_3A-7A-46A,-,3,,,Yes,Yes,Yes,Yes,60,0
,,7,,,Yes,Yes,Yes,Yes,,
,,46,,,,,,Yes,,
CA_3A-7C-46A,-,3,,,Yes,Yes,Yes,Yes,80,0
,,7,See CA_7C Bandwidth Combination Set 2 in Table 5.6A.1-1,,,,,,,
,,46,,,,,,Yes,,
CA_3A-7C-46C,-,3,,,Yes,Yes,Yes,Yes,100,0
,,7,See CA_7C Bandwidth Combination Set 2 in Table 5.6A.1-1,,,,,,,
,,46,See CA_46C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_3A-7C-46D,-,3,,,Yes,Yes,Yes,Yes,120,0
,,7,See CA_7C Bandwidth Combination Set 2 in Table 5.6A.1-1,,,,,,,
,,46,See CA_46D Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_3A-7C-46E,-,3,,,Yes,Yes,Yes,Yes,140,0
,,7,See CA_7C Bandwidth Combination Set 2 in Table 5.6A.1-1,,,,,,,
,,46,See CA_46E Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_3A-7A-46C,-,3,,,Yes,Yes,Yes,Yes,80,0
,,7,,,Yes,Yes,Yes,Yes,,
,,46,See CA_46C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_3A-7A-46D,-,3,,,Yes,Yes,Yes,Yes,100,0
,,7,,,Yes,Yes,Yes,Yes,,
,,46,See CA_46D Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_3A-7A-46E,-,3,,,Yes,Yes,Yes,Yes,120,0
,,7,,,Yes,Yes,Yes,Yes,,
,,46,See CA_46E Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_3A-8A-11A,CA_3A-8ACA_3A-11ACA_8A-11A,3,,,Yes,Yes,Yes,Yes,40,0
,,8,,,Yes,Yes,,,,
,,11,,,Yes,Yes,,,,
CA_3A-8B-11A,CA_3A-8ACA_3A-11ACA_8A-11A,3,,,Yes,Yes,Yes,Yes,50,0
,,8,See CA_8B Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
,,11,,,Yes,Yes,,,,
CA_3A-8A-20A,CA_3A-8A,3,,,Yes,Yes,Yes,Yes,40,0
,,8,,,Yes,Yes,,,,
,,20,,,Yes,Yes,,,,
CA_3C-8A-20A,CA_3CCA_3A-8A,3,See CA_3C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,60,0
,,8,,,Yes,Yes,,,,
,,20,,,Yes,Yes,,,,
CA_3A-8A-28A,-,3,,,Yes,Yes,Yes,Yes,50,0
,,8,,Yes,Yes,Yes,,,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_3A-8A-28C,-,3,,,Yes,Yes,Yes,Yes,60,0
,,8,,Yes,Yes,Yes,,,,
,,28,See CA_28C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_3C-8A-28A,-,3,See CA_3C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,70,0
,,8,,Yes,Yes,Yes,,,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_3C-8A-28C,-,3,See CA_3C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,80,0
,,8,,Yes,Yes,Yes,,,,
,,28,See CA_28C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_3A-8A-32A,-,3,,,Yes,Yes,Yes,Yes,50,0
,,8,,Yes,Yes,Yes,,,,
,,32,,,Yes,Yes,Yes,Yes,,
CA_3C-8A-32A,-,3,See CA_3C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,70,0
,,8,,Yes,Yes,Yes,,,,
,,32,,,Yes,Yes,Yes,Yes,,
CA_3A-8A-38A,CA_3A-8A,3,,,Yes,Yes,Yes,Yes,50,0
,,8,,,Yes,Yes,,,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_3C-8A-38A,CA_3CCA_3A-8A,3,See CA_3C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,70,0
,,8,,,Yes,Yes,,,,
,,38,,,Yes,Yes,Yes,Yes,,
,,3,See CA_3A-3A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,
CA_3A-3A-8A-38A,-,8,,,Yes,Yes,,,70,0
,,38,,,Yes,Yes,Yes,Yes,,
CA_3A-8A-40A,CA_3A-8A,3,,,Yes,Yes,Yes,Yes,50,0
,,8,,Yes,Yes,Yes,,,,
,,40,,,Yes,Yes,Yes,Yes,,
CA_3A-8A-40C,-,3,,,Yes,Yes,Yes,Yes,70,0
,,8,,,Yes,Yes,,,,
,,40,See CA_40C Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,
CA_3A-8A-41A,CA_3A-8ACA_3A-41ACA_8A-41A,3,,Yes,Yes,Yes,Yes,Yes,50,0
,,8,Yes,Yes,Yes,Yes,,,,
,,41,,,Yes,Yes,Yes,Yes,,
CA_3A-8A-41C,-,3,Yes,Yes,Yes,Yes,Yes,Yes,70,0
,,8,Yes,Yes,Yes,Yes,,,,
,,41,See CA_41C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_3A-3A-8A-41A,-,3,See CA_3A-3A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,70,0
,,8,Yes,Yes,Yes,Yes,,,,
,,41,,,Yes,Yes,Yes,Yes,,
CA_3A-3A-8A-41C,-,3,See CA_3A-3A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,90,0
,,8,Yes,Yes,Yes,Yes,,,,
,,41,See CA_41C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_3A-8A-41A-41A,CA_3A-8ACA_3A-41ACA_8A-41A,3,,Yes,Yes,Yes,Yes,Yes,70,0
,,8,Yes,Yes,Yes,Yes,,,,
,,41,See CA_41A-41A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,
CA_3A-8A-42A,-,3,,,Yes,Yes,Yes,Yes,50,0
,,8,,,Yes,Yes,,,,
,,42,,,Yes,Yes,Yes,Yes,,
CA_3A-8A-42C,-,3,,,Yes,Yes,Yes,Yes,70,0
,,8,,,Yes,Yes,,,,
,,42,See CA_42C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_3A-8A-71A,-,3,,,Yes,Yes,Yes,Yes,60,0
,,8,,,Yes,Yes,Yes,Yes,,
,,71,,,Yes,Yes,Yes,Yes,,
CA_3C-8A-71A,-,3,See CA_3C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,80,0
,,8,,,Yes,Yes,Yes,Yes,,
,,71,,,Yes,Yes,Yes,Yes,,
CA_3A-11A-18A,CA_3A-11A CA_3A-18ACA_11A-18A,3,,,Yes,Yes,Yes,Yes,45,0
,,11,,,Yes,Yes,,,,
,,18,,,Yes,Yes,Yes,,,
CA_3A-11A-26A,CA_3A-11A CA_3A-26A CA_11A-26A,3,,,Yes,Yes,Yes,Yes,45,0
,,11,,,Yes,Yes,,,,
,,26,,,Yes,Yes,Yes,,,
CA_3A-11A-28A,-,3,,,Yes,Yes,Yes,Yes,50,0
,,11,,,Yes,Yes,,,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_3A-18A-42A,-,3,,,Yes,Yes,Yes,Yes,55,0
,,18,,,Yes,Yes,Yes,,,
,,42,,,Yes,Yes,Yes,Yes,,
CA_3A-18A-42C,-,3,,,Yes,Yes,Yes,Yes,75,0
,,18,,,Yes,Yes,Yes,,,
,,42,See CA_42C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_3A-19A-21A,CA_3A-19A CA_3A-21A CA_19A-21A,3,,,Yes,Yes,Yes,Yes,50,0
,,19,,,Yes,Yes,Yes,,,
,,21,,,Yes,Yes,Yes,,,
CA_3A-3A-19A-21A,CA_3A-19A CA_3A-21A CA_19A-21A,3,See CA_3A-3A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,70,0
,,19,,,Yes,Yes,Yes,,,
,,21,,,Yes,Yes,Yes,,,
CA_3A-19A-42A,CA_3A-19A CA_3A-42A CA_19A-42A6,3,,,Yes,Yes,Yes,Yes,55,0
,,19,,,Yes,Yes,Yes,,,
,,42,,,Yes,Yes,Yes,Yes,,
CA_3A-19A-42C,CA_3A-19ACA_3A-42ACA_19A-42A6,3,,,Yes,Yes,Yes,Yes,75,0
,,19,,,Yes,Yes,Yes,,,
,,42,See CA_42C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_3A-19A-42D,-,3,,,Yes,Yes,Yes,Yes,95,0
,,19,,,Yes,Yes,Yes,,,
,,42,See CA_42D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_3A-20A-28A12,-,3,,,Yes,Yes,Yes,Yes,60,0
,,20,,,,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_3A-3A-20A-28A12,-,3,See CA_3A-3A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,80,0
,,20,,,,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_3C-20A-28A12,-,3,See CA_3C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,80,0
,,20,,,,Yes,Yes,Yes,,
,,28,,,Yes,Yes,Yes,Yes,,
CA_3A-20A-32A,CA_3A-20A,3,,,Yes,Yes,Yes,Yes,60,0
,,20,,,Yes,Yes,Yes,Yes,,
,,32,,,Yes,Yes,Yes,Yes,,
,,3,See CA_3C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,
CA_3C-20A-32A,-,20,,,Yes,Yes,Yes,Yes,80,0
,,32,,,Yes,Yes,Yes,Yes,,
CA_3A-20A-38A,CA_3A-20A,3,Yes,Yes,Yes,Yes,Yes,Yes,60,0
,,20,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_3C-20A-38A,CA_3C,3,See CA_3C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,80,0
,,20,,,Yes,Yes,Yes,Yes,,
,,38,,,Yes,Yes,Yes,Yes,,
CA_3A-20A-40A,-,3,Yes,Yes,Yes,Yes,Yes,Yes,60,0
,,20,,,Yes,Yes,Yes,Yes,,
,,40,,,Yes,Yes,Yes,Yes,,
CA_3A-20A-40C,-,3,Yes,Yes,Yes,Yes,Yes,Yes,80,0
,,20,,,Yes,Yes,Yes,Yes,,
,,40,See CA_40C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_3A-20A-41A,-,3,Yes,Yes,Yes,Yes,Yes,Yes,60,0
,,20,,,Yes,Yes,Yes,Yes,,
,,41,,,Yes,Yes,Yes,Yes,,
CA_3A-20A-41C,-,3,Yes,Yes,Yes,Yes,Yes,Yes,80,0
,,20,,,Yes,Yes,Yes,Yes,,
,,41,See CA_41C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_3A-3A-20A-41A,-,3,See CA_3A-3A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,80,0
,,20,,,,Yes,Yes,Yes,,
,,41,,,,Yes,Yes,Yes,,
CA_3A-3A-20A-41C,-,3,See CA_3A-3A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,100,0
,,20,,,,Yes,Yes,Yes,,
,,41,See CA_41C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_3A-20A-42A,-,3,,,Yes,Yes,Yes,Yes,60,0
,,20,,,Yes,Yes,Yes,Yes,,
,,42,,,Yes,Yes,Yes,Yes,,
CA_3A-20A-43A,-,3,,,Yes,Yes,Yes,,40,0
,,20,,,Yes,,,,,
,,43,,,Yes,Yes,Yes,Yes,,
CA_3A-20A-67A,CA_3A-20A,3,,,Yes,Yes,Yes,Yes,60,0
,,20,,,Yes,Yes,Yes,Yes,,
,,67,,,Yes,Yes,Yes,Yes,,
CA_3C-20A-67A,CA_3CCA_3A-20A,3,See CA_3C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,80,0
,,20,,,Yes,Yes,Yes,Yes,,
,,3,,,Yes,Yes,Yes,Yes,,
CA_3A-21A-28A,CA_3A-21A CA_3A-28A6 CA_21A-28A,3,,,Yes,Yes,Yes,Yes,45,0
,,21,,,Yes,Yes,Yes,,,
,,28,,,Yes,Yes,,,,
CA_3A-21A-42A,CA_3A-21A CA_3A-42A CA_21A-42A,3,,,Yes,Yes,Yes,Yes,55,0
,,21,,,Yes,Yes,Yes,,,
,,42,,,Yes,Yes,Yes,Yes,,
CA_3A-21A-42C,CA_3A-21A CA_3A-42A CA_21A-42A,3,,,Yes,Yes,Yes,Yes,75,0
,,21,,,Yes,Yes,Yes,,,
,,42,See CA_42C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,
CA_3A-21A-42D,-,3,,,Yes,Yes,Yes,Yes,95,0
,,21,,,Yes,Yes,Yes,,,
