E-UTRA CA configuration / Bandwidth combination set,,,,,,,,,,,,,,,,
E-UTRA CA Configuration,Uplink CA configurations (NOTE 4),E-UTRA Bands,1.4MHz,3MHz,,5MHz,,10MHz,,15MHz,,,,20MHz,Maximum aggregated bandwidth[MHz],Bandwidth combination set
CA_8B-46A,-,8,See CA_8B Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,40,0
,,46,,,,,,,,,,,,Yes,,
CA_8B-46C,-,8,See CA_8B bandwidth combination set 0 in table 5.6A.1-1,,,,,,,,,,,,60,0
,,46,See CA_46C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_8B-46D,-,8,See CA_8B Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,80,0
,,46,See CA_46D Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_8A-68A,CA_8A-68A,8,,,,Yes,,Yes,,-,,,,-,25,0
,,68,,,,Yes,,Yes,,Yes,,,,,,
CA_8A-71A,-,8,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,71,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_11A-18A,CA_11A-18A,11,,,,Yes,,Yes,,,,,,,25,0
,,18,,,,Yes,,Yes,,Yes,,,,,,
CA_11A-26A,CA_11A-26A,11,,,,Yes,,Yes,,,,,,,25,0
,,26,,,,Yes,,Yes,,Yes,,,,,,
CA_11A-28A,-,11,,,,Yes,,Yes,,,,,,,30,0
,,28,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_11A-41A,-,11,,,,Yes,,Yes,,,,,,,30,0
,,41,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_11A-41C,-,11,,,,Yes,,Yes,,,,,,,50,0
,,41,See CA_41C bandwidth combination set 0 in table 5.6A.1-1,,,,,,,,,,,,,
CA_11A-42A,-,11,,,,Yes,,Yes,,,,,,,30,0
,,42,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_11A-42C,-,11,,,,Yes,,Yes,,,,,,,50,0
,,42,See CA_42C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_11A-46A,-,11,,,,Yes,,Yes,,,,,,,30,0
,,46,,,,,,,,,,,,Yes,,
CA_11A-46C,-,11,,,,Yes,,Yes,,,,,,,50,0
,,46,See CA_46C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_11A-46D,-,11,,,,Yes,,Yes,,,,,,,70,0
,,46,See CA_46D Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_11A-46E,-,11,,,,Yes,,Yes,,,,,,,90,0
,,46,See CA_46E Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_12A-25A,-,12,,,,Yes,,Yes,,,,,,,30,0
,,25,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_12A-30A,CA_12A-30A,12,,,,Yes,,Yes,,,,,,,20,0
,,30,,,,Yes,,Yes,,,,,,,,
CA_12A-46A,-,12,,,,Yes,,Yes,,,,,,,30,0
,,46,,,,,,,,,,,,Yes,,
CA_12A-48A,,12,,,,Yes,,Yes,,,,,,,30,0
,,48,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_12A-46C,-,12,,,,Yes,,Yes,,,,,,,50,0
,,46,See CA_46C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_12A-46D,-,12,,,,Yes,,Yes,,,,,,,70,0
,,46,See CA_46D Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_12A-46E,-,12,,,,Yes,,Yes,,,,,,,90,0
,,46,See CA_46E Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_12A-48C,-,12,,,,Yes,,Yes,,,,,,,50,0
,,48,See CA_48C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_12A-48D,-,12,,,,Yes,,Yes,,,,,,,70,0
,,48,See CA_48D Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,,,,,,,
CA_12A-48E,-,12,,,,Yes,,,,Yes,,,,,90,0
,,48,See CA_48E Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,,,,,,,
CA_12A-66A,CA_12A-66A,12,,,,Yes,,Yes,,,,,,,20,0
,,66,Yes,Yes,,Yes,,Yes,,,,,,,,
,,12,,,,Yes,,Yes,,,,,,,30,1
,,66,Yes,Yes,,Yes,,Yes,,Yes,,,,Yes,,
,,12,,Yes,,Yes,,Yes,,,,,,,30,2
,,66,,,,Yes,,Yes,,Yes,,,,Yes,,
,,12,,,,Yes,,Yes,,,,,,,20,3
,,66,,,,Yes,,Yes,,,,,,,,
,,12,,,,Yes,,Yes,,,,,,,30,4
,,66,,,,Yes,,Yes,,Yes,,,,Yes,,
,,12,,,,Yes,,,,,,,,,20,5
,,66,,,,Yes,,Yes,,Yes,,,,,,
CA_12A-66A-66A,-,12,,,,Yes,,Yes,,,,,,,50,0
,,66,See CA_66A-66A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_12A-66C,-,12,,,,Yes,,Yes,,,,,,,50,0
,,66,See CA_66C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_12B-66A,-,12,See CA_12B bandwidth combination set 0 in table 5.6A.1-1,,,,,,,,,,,,35,0
,,66,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_12B-66A-66A,-,12,See CA_12B Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,55,0
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_12A-71A,-,12,,,,Yes,,Yes,,,,,,,20,0
,,71,,,,Yes,,Yes,,,,,,,,
CA_13A-46A,-,13,,,,Yes,,Yes,,,,,,,30,0
,,46,,,,,,,,,,,,Yes,,
CA_13A-46A-46A,-,13,,,,Yes,,Yes,,,,,,,50,0
,,46,See CA_46A-46A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_13A-46A-46C,-,13,,,,Yes,,Yes,,,,,,,70,0
,,46,See CA_46A-46C Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_13A-46A-46D,-,13,,,,Yes,,Yes,,,,,,,90,0
,,46,See CA_46A-46D Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_13A-46C,-,13,,,,Yes,,Yes,,,,,,,50,0
,,46,See CA_46C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_13A-46D,-,13,,,,Yes,,Yes,,,,,,,70,0
,,46,See CA_46D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_13A-46E,-,13,,,,Yes,,Yes,,,,,,,90,0
,,46,See CA_46E Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_13A-48A,CA_13A-48A,13,,,,Yes,,Yes,,,,,,,30,0
,,48,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_13A-48A-48A,CA_13A-48A,13,,,,Yes,,Yes,,,,,,,50,0
,,48,See CA_48A-48A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_13A-48A-48C,CA_13A-48A,13,,,,Yes,,Yes,,,,,,,70,0
,,48,See the CA_48A-48C Bandwidth combination set 0 in the Table 5.6A.1-3,,,,,,,,,,,,,
CA_13A-48A-48D,-,13,,,,Yes,,Yes,,,,,,,90,0
,,48,See CA_48A-48D Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_13A-48B,-,13,,,,Yes,,,,Yes,,,,,30,0
,,48,See CA_48B Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_13A-48C-48C,-,13,,,,Yes,,,,Yes,,,,,90,0
,,48,See CA_48C-48C Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_13A-48C,CA_13A-48A,13,,,,Yes,,Yes,,,,,,,50,0
,,48,See CA_48C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_13A-48D,CA_13A-48A,13,,,,Yes,,Yes,,,,,,,70,0
,,48,See the CA_48D Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,,,,,,,
CA_13A-48E,-,13,,,,Yes,,,,Yes,,,,,90,0
,,48,See CA_48E Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_13A-66A,CA_13A-66A,13,,,,Yes,,Yes,,,,,,,30,0
,,66,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_13A-66A-66A,CA_13A-66A,13,,,,Yes,,Yes,,,,,,,50,0
,,66,See CA_66A-66A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_13A-66A-66B,-,13,,,,Yes,,Yes,,,,,,,50,0
,,66,See CA_66A-66B Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_13A-66A-66C,-,13,,,,Yes,,Yes,,,,,,,70,0
,,66,See CA_66A-66C Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_13A-66B,CA_13A-66A,13,,,,Yes,,Yes,,,,,,,30,0
,,66,See CA_66B Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_13A-66C,CA_13A-66A,13,,,,Yes,,Yes,,,,,,,50,0
,,66,See CA_66C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_13A-66D,-,13,,,,Yes,,Yes,,,,,,,70,0
,,66,See CA_66D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_14A-30A,CA_14A-30A,14,,,,Yes,,Yes,,,,,,,20,0
,,30,,,,Yes,,Yes,,,,,,,,
CA_14A-66A,CA_14A-66A,14,,,,Yes,,Yes,,,,,,,30,0
,,66,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_14A-66A-66A,CA_14A-66A,14,,,,Yes,,Yes,,,,,,,50,0
,,66,See CA_66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_14A-66A-66A-66A,CA_14A-66A,14,,,,Yes,,Yes,,,,,,,70,0
,,66,See CA_66A-66A-66A Bandwidth Combination Set 0 in Table 5.6A.1-4,,,,,,,,,,,,,
CA_18A-28A,CA_18A-28A,18,,,,Yes,,Yes,,Yes,,,,,25,0
,,28,,,,Yes,,Yes,,,,,,,,
CA_18A-41A,CA_18A-41A,18,,,,Yes,,Yes,,Yes,,,,,35,0
,,41,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_18A-41C,CA_18A-41ACA_18A-41CCA_41C,18,,,,Yes,,Yes,,Yes,,,,,55,0
,,41,See CA_41C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_18A-42A,-,18,,,,Yes,,Yes,,Yes,,,,,35,0
,,42,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_18A-42C,-,18,,,,Yes,,Yes,,Yes,,,,,55,0
,,42,See the CA_42C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_19A-21A,CA_19A-21A,19,,,,Yes,,Yes,,Yes,,,,,30,0
,,21,,,,Yes,,Yes,,Yes,,,,,,
CA_19A-28A,-,19,,,,Yes,,Yes,,Yes,,,,,25,0
,,28,,,,Yes,,Yes,,,,,,,,
CA_19A-42A,CA_19A-42A,19,,,,Yes,,Yes,,Yes,,,,,35,0
,,42,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_19A-42C,CA_19A-42A,19,,,,Yes,,Yes,,Yes,,,,,55,0
,,42,See CA_42C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_19A-42D,-,19,,,,Yes,,Yes,,Yes,,,,,75,0
,,42,See CA_42D Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_19A-46A,-,19,,,,Yes,,Yes,,Yes,,,,,35,0
,,46,,,,,,,,,,,,Yes,,
CA_19A-46C,-,19,,,,Yes,,Yes,,Yes,,,,,55,0
,,46,See CA_46C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_19A-46D,-,19,,,,Yes,,Yes,,Yes,,,,,75,0
,,46,See CA_46D Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_19A-46E,-,19,,,,Yes,,Yes,,Yes,,,,,95,0
,,46,See CA_46E Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_20A-28A7,-,20,,,,,,Yes,,Yes,,,,Yes,40,0
,,28,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_20A-31A,-,20,,,,Yes,,Yes,,Yes,,,,Yes,25,0
,,31,,Yes,,Yes,,,,,,,,,,
CA_20A-32A,-,20,,,,Yes,,Yes,,,,,,,30,0
,,32,,,,Yes,,Yes,,Yes,,,,Yes,,
,,20,,,,Yes,,Yes,,Yes,,,,Yes,40,1
,,32,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_20A-38A,-,20,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,38,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_20A-38C,-,20,,,,Yes,,Yes,,Yes,,,,Yes,60,0
,,38,See CA_38C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_20A-40A,-,20,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,40,,,,Yes,,Yes,,Yes,,,,Yes,,
,,20,,,,Yes,,Yes,,Yes,,,,,35,1
,,40,,,,,,Yes,,Yes,,,,Yes,,
CA_20A-40A-40A,-,20,,,,Yes,,Yes,,Yes,,,,,55,0
,,40,See CA_40A-40A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_20A-40C,-,20,,,,Yes,,Yes,,Yes,,,,,55,0
,,40,See CA_40C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_20A-40D,-,20,,,,Yes,,Yes,,Yes,,,,,75,0
,,40,See CA_40D Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_20A-41A,-,20,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,41,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_20A-41C,-,20,,,,Yes,,Yes,,Yes,,,,Yes,60,0
,,41,See CA_41C in Table 5.6A.1-1 of 36.101 Bandwidth combination set 1,,,,,,,,,,,,,
CA_20A-41D,-,20,,,,Yes,,Yes,,Yes,,,,Yes,80,0
,,41,See CA_41D in Table 5.6A.1-1 of 36.101 Bandwidth combination set 0,,,,,,,,,,,,,
CA_20A-42A,-,20,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,42,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_20A-42A-42A,-,20,,,,Yes,,Yes,,Yes,,,,Yes,60,0
,,42,See CA_42A-42A Bandwidth Combination Set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_20A-43A,-,20,,,,Yes,,,,,,,,,25,0
,,43,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_20A-67A,-,20,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,67,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_20A-68A,CA_20A-68A,3,,,,Yes,,Yes,,Yes,,,,Yes,35,0
,,68,,,,Yes,,Yes,,Yes,,,,,,
CA_20A-75A,-,20,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,75,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_20A-76A,-,20,,,,Yes,,Yes,,Yes,,,,Yes,25,0
,,76,,,,Yes,,,,,,,,,,
CA_21A-28A,CA_21A-28A,21,,,,Yes,,Yes,,Yes,,,,,25,0
,,28,,,,Yes,,Yes,,,,,,,,
CA_21A-42A,CA_21A-42A,21,,,,Yes,,Yes,,Yes,,,,,35,0
,,42,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_21A-42C,CA_21A-42A,21,,,,Yes,,Yes,,Yes,,,,,55,0
,,42,See CA_42C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_21A-42D,-,21,,,,Yes,,Yes,,Yes,,,,,75,0
,,42,See CA_42D Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_21A-42E,-,21,,,,Yes,,Yes,,Yes,,,,,95,0
,,42,See CA_42E Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_21A-46A,-,21,,,,Yes,,Yes,,Yes,,,,,35,0
,,46,,,,,,,,,,,,Yes,,
CA_21A-46C,-,21,,,,Yes,,Yes,,Yes,,,,,55,0
,,46,See CA_46C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_21A-46D,-,21,,,,Yes,,Yes,,Yes,,,,,75,0
,,46,See CA_46D Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_21A-46E,-,21,,,,Yes,,Yes,,Yes,,,,,95,0
,,46,See CA_46E Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_23A-29A,-,23,,,,Yes,,Yes,,Yes,,,,Yes,30,0
,,29,,Yes,,Yes,,Yes,,,,,,,,
,,23,,,,Yes,,Yes,,,,,,,20,1
,,29,,Yes,,Yes,,Yes,,,,,,,,
CA_25A-26A,CA_25A-26A,25,,Yes,,Yes,,Yes,,Yes,,,,Yes,35,0
,,26,Yes,Yes,,Yes,,Yes,,Yes,,,,,,
,,25,,Yes,,Yes,,Yes,,,,,,,20,1
,,26,,Yes,,Yes,,Yes,,,,,,,,
,,25,,,,Yes,,Yes,,,,,,,20,2
,,26,,,,Yes,,Yes,,,,,,,,
CA_25A-25A-26A,CA_25A-26A,25,See CA_25A-25A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,,,,,,,45,0
,,26,,Yes,,Yes,,,,,,,,,,
CA_25A-41A,CA_25A-41A,25,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,41,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_25A-25A-41A,CA_25A-41A,25,See CA_25A-25A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,,,,,,,60,0
,,41,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_25A-41C,CA_25A-41A,25,,,,Yes,,Yes,,Yes,,,,Yes,60,0
,,41,See CA_41C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_25A-25A-41C,CA_25A-41A,25,See CA_25A-25A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,,,,,,,80,0
,,41,See CA_41C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_25A-41D,CA_25A-41A,25,,,,Yes,,Yes,,Yes,,,,Yes,80,0
,,41,See CA_41D Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_25A-25A-41D,CA_25A-41A,25,See CA_25A-25A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,,,,,,,100,0
,,41,See CA_41D bandwidth combination set 0 in table 5.6A.1-1,,,,,,,,,,,,,
CA_25A-41E,CA_25A-41A,25,,,,Yes,,Yes,,Yes,,,,Yes,100,0
,,41,See CA_41E Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_25A-25A-41E,CA_25A-41A,25,See CA_25A-25A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,,,,,,,120,0
,,41,See CA_41E bandwidth combination set 0 in table 5.6A.1-1,,,,,,,,,,,,,
CA_25A-41F,CA_25A-41A,25,,,,Yes,,Yes,,Yes,,,,Yes,120,0
,,41,See CA_41F Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_25A-25A-41F,CA_25A-41A,25,See CA_25A-25A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,,,,,,,140,0
,,41,See CA_41F bandwidth combination set 0 in table 5.6A.1-1,,,,,,,,,,,,,
CA_25A-46A,-,25,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,46,,,,,,Yes,,,,,,Yes,,
CA_25A-46C,-,25,,,,Yes,,Yes,,Yes,,,,Yes,60,0
,,46,See CA_46C Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_25A-46D,-,25,,,,Yes,,Yes,,Yes,,,,Yes,80,0
,,46,See CA_46D Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_25A-66A,-,25,Yes,Yes,,Yes,,Yes,,Yes,,,,Yes,40,0
,,66,Yes,Yes,,Yes,,Yes,,Yes,,,,Yes,,
CA_25A-25A-66A,-,25,See CA_25A-25A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,,,,,,,60,0
,,66,Yes,Yes,,Yes,,Yes,,Yes,,,,Yes,,
CA_26A-38A,-,26,,,,Yes,,Yes,,Yes,,,,,35,0
,,38,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_26A-38C,-,26,,,,Yes,,Yes,,Yes,,,,,55,0
,,38,See CA_38C Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_26A-41A,-,26,,,,Yes,,Yes,,Yes,,,,,35,0
,,41,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_26A-41C,-,26,,,,Yes,,Yes,,Yes,,,,,55,0
,,41,See CA_41C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_26A-41D,-,26,,,,Yes,,Yes,,Yes,,,,,75,0
,,41,See CA_41D Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_26A-41E,-,26,,,,Yes,,Yes,,Yes,,,,,95,0
,,41,See CA_41E Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_26A-41F,-,26,,,,Yes,,Yes,,Yes,,,,,115,0
,,41,See CA_41F Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_26A-46A,CA_26A-46A,26,,Yes,,Yes,,Yes,,,,,,,30,0
,,46,,,,,,,,,,,,Yes,,
CA_26A-48A,CA_26A-48A,26,,Yes,,Yes,,Yes,,,,,,,30,0
,,48,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_26A-48C,CA_26A-48A,26,,Yes,,Yes,,Yes,,,,,,,50,0
,,48,See CA_48C Bandwidth combination set 0 in the Table 5.6A.1-1,,,,,,,,,,,,,
CA_26A-48A-48A,CA_26A-48A,26,,Yes,,Yes,,Yes,,,,,,,50,0
,,48,See CA_48A-48A Bandwidth combination set 0 in the Table 5.6A.1-3,,,,,,,,,,,,,
CA_26A-66A,-,26,,,,Yes,,Yes,,Yes,,,,,35,0
,,66,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_28A-32A,-,28,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,32,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_28A-38A,,28,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,38,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_28A-40A,CA_28A-40A,28,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,40,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_28A-40A-40A,CA_28A-40A,28,,,,Yes,,Yes,,Yes,,,,Yes,60,0
,,40,See CA_40A-40A Bandwidth Combination Set 1 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_28A-40C,CA_28A-40A,28,,,,Yes,,Yes,,Yes,,,,Yes,60,0
,,40,See CA_40C Bandwidth Combination set 1 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_28A-40D,CA_28A-40A,28,,,,Yes,,Yes,,Yes,,,,Yes,80,0
,,40,See CA_40D Bandwidth Combination Set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_28A-41A,CA_28A-41A,28,,,,Yes,,Yes,,,,,,,30,0
,,41,,,,Yes,,Yes,,Yes,,,,Yes,,
,,28,,,,Yes,,Yes,,Yes,,,,Yes,40,1
,,41,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_28A-41C,-,28,,,,Yes,,Yes,,,,,,,50,0
,,41,See CA_41C Bandwidth Combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
,,28,,,,Yes,,Yes,,Yes,,,,Yes,60,1
,,41,See CA_41C Bandwidth Combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_28A-42A,CA_28A-42A,28,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,42,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_28A-42C,CA_28A-42A CA_42C,28,,,,Yes,,Yes,,Yes,,,,Yes,60,0
,,42,See CA_42C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_28A-42A-42A,-,28,,,,Yes,,Yes,,Yes,,,,Yes,60,0
,,42,See CA_42A-42A Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_28A-42D,-,28,,,,Yes,,Yes,,,,,,,70,0
,,42,See CA_42D Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_28A-42A-42C,CA_42C,28,,,,Yes,,Yes,,Yes,,,,Yes,80,0
,,42,See CA_42A-42C Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_28A-42C-42C,CA_42C,28,,,,Yes,,Yes,,Yes,,,,Yes,100,0
,,42,See CA_42C-42C Bandwidth combination set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_28A-46A,-,28,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,46,,,,,,Yes,,,,,,Yes,,
CA_28A-46C,-,28,,,,Yes,,Yes,,Yes,,,,Yes,60,0
,,46,See CA_46C Bandwidth Combination set 1 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_28A-46D,-,28,,,,Yes,,Yes,,Yes,,,,Yes,80,0
,,46,See CA_46D Bandwidth combination set 1 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_28A-46E,-,28,,,,Yes,,Yes,,Yes,,,,Yes,100,0
,,46,See CA_46E Bandwidth Combination set 1 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_28A-66A,-,28,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,66,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_28A-71A,-,28,,,,Yes,,Yes,,Yes,,,,Yes,40,0
,,71,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_29A-30A,-,29,,,,Yes,,Yes,,,,,,,20,0
,,30,,,,Yes,,Yes,,,,,,,,
CA_29A-46A,-,29,,,,Yes,,Yes,,,,,,,30,0
,,46,,,,,,Yes,,,,,,Yes,,
CA_29A-66A,-,29,,,,Yes,,Yes,,,,,,,30,0
,,66,,,,Yes,,Yes,,Yes,,,,Yes,,
CA_29A-66C,,29,,,,Yes,,Yes,,,,,,,50,0
,,66,See CA_66C Bandwidth Combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_29A-66A-66A,,29,,,,Yes,,Yes,,,,,,,50,0
,,66,See CA_66A-66A Bandwidth Combination set 0 in Table 5.6A.1-3,,,,,,,,,,,,,
CA_29A-70A,-,29,,,,Yes,,Yes,,,,,,,25,0
,,70,,,,Yes,,Yes,,Yes,,,,,,
CA_29A-70C,-,29,,,,Yes,,Yes,,,,,,,35,0
,,70,See CA_70C Bandwidth combination set 0 in Table 5.6A.1-1,,,,,,,,,,,,,
CA_30A-48A,CA_30A-48A,30,,,,Yes,,Yes,,,,,,,30,0
