EN-DCconfiguration,Uplink EN-DC configuration(note 1)
DC_8A-38A_n1A,DC_8A_n1ADC_38A_n1A
DC_8A-38A_n28A,DC_8A_n28ADC_38A_n28A
DC_8A_n38A-n40A,DC_8A_n38ADC_8A_n40A
DC_8A-39A_n40A,DC_8A_n40ADC_39A_n40A
DC_8A_n39A-n40A,DC_8A_n39ADC_8A_n40A
DC_8A-39A_n41ADC_8A-39A_n41C,DC_8A_n41ADC_39A_n41A
DC_8A_n39A-n41A,DC_8A_n39ADC_8A_n41A
DC_8A-38A_n78A,DC_8A_n78ADC_38A_n78A
DC_8A-39A_n79ADC_8A-39A_n79C,DC_8A_n79ADC_39A_n79A
DC_8A_n39A-n79A,DC_8A_n39ADC_8A_n79A
DC_8A-40A_n1ADC_8A-40C_n1A,DC_8A_n1ADC_40A_n1A
DC_8A-40A_n28A,DC_8A_n28ADC_40A_n28A
DC_8A_n40A-n41ADC_8A_n40A-n41C,DC_8A_n40ADC_8A_n41A
DC_8A_n40A-n71A,DC_8A_n40ADC_8A_n71A
DC_8A_n40A-n77A,DC_8A_n40ADC_8A_n77A
DC_8A-40A_n78ADC_8A-40C_n78A,DC_8A_n78ADC_40A_n78A
DC_8A-40A_n78(2A)DC_8A-40C_n78(2A),DC_8A_n78ADC_40A_n78A
DC_8A_n40A-n78A,DC_8A_n40ADC_8A_n78A
DC_8A_n40A-n79ADC_8A_n40A-n79C,DC_8A_n40ADC_8A_n79A
DC_8A-41A_n1ADC_8A-41C_n1A,DC_8A_n1ADC_41A_n1A
DC_8A-41A_n3A5DC_8A-41C_n3A5,DC_8A_n3ADC_41A_n3ADC_41C_n3A
DC_8A-41A_n41A,DC_41A_n41ADC_8A_n41A
DC_8A-41A_n77A14DC_8A-41C_n77A14,DC_8A_n77A14DC_41A_n77ADC_41C_n77A
DC_8A-41A_n78ADC_8A-41C_n78A,DC_8A_n78ADC_41A_n78ADC_41C_n78A
DC_8A_n41A-n78A,DC_8A_n41ADC_8A_n78A
DC_8A_n41A-n79A5DC_8A_n41A-n79C5DC_8A_n41C-n79A5DC_8A_n41C-n79C5,DC_8A_n41ADC_8A_n79A
DC_8A-42A_n1A5DC_8A-42C_n1A5,DC_8A_n1ADC_42A_n1ADC_42C_n1A
DC_8A-42A_n3A5DC_8A-42C_n3A5,DC_8A_n3ADC_42A_n3ADC_42C_n3A
DC_8A-42A_n28A5DC_8A-42C_n28A5,DC_8A_n28ADC_42A_n28ADC_42C_n28A
"DC_8A-42A_n77A14,15,16DC_8A-42C_n77A15,16",DC_8A_n77A14
"DC_8A-42A_n77(2A) 15,16DC_8A-42C_n77(2A) 15,16",DC_8A_n77A
DC_8A-42A_n79A14,DC_8A_n79A14
DC_8A_SUL_n41A-n81A,DC_8A_n41ADC_8A_n81A_ULSUP-TDM_n41A
DC_8A_n71A-n77A,DC_8A_n71ADC_8A_n77A
"DC_8A_n77A-n79A14,23",DC_8A_n77A14DC_8A_n79A14
"DC_8A_n77(2A)-n79A14,23",DC_8A_n77A14DC_8A_n79A14
DC_8A_SUL_n78A-n80A,DC_8A_n78ADC_8A_n80A
DC_8A_SUL_n78A-n81A5,DC_8A_n78ADC_8A_n81A_ULSUP-TDM_n78A
DC_8A_SUL_n79A-n81A5,DC_8A_n79ADC_8A_n81A_ULSUP-TDM_n79A
DC_11A_n1A-n3A,DC_11A_n1ADC_11A_n3A
DC_11A_n1A-n77A5,DC_11A_n1ADC_11A_n77A
DC_11A_n1A-n77(2A)5,DC_11A_n1ADC_11A_n77A
DC_11A_n3A-n28A,DC_11A_n3ADC_11A_n28A
DC_11A_n3A-n77A,DC_11A_n3ADC_11A_n77A
DC_11A_n3A-n77(2A),DC_11A_n3ADC_11A_n77A
DC_11A_n3A-n79A5,DC_11A_n3ADC_11A_n79A
DC_11A-18A_n3A,DC_11A_n3ADC_18A_n3A
DC_11A-18A_n28A,DC_11A_n28A
DC_11A-18A_n41A,DC_11A_n41ADC_18A_n41A
DC_11A-18A_n77A,DC_11A_n77ADC_18A_n77A
DC_11A-18A_n77(2A),DC_11A_n77ADC_18A_n77A
DC_11A-18A_n78A,DC_11A_n78ADC_18A_n78A
DC_11A-18A_n78(2A),DC_11A_n78ADC_18A_n78A
DC_11A_n28A-n77A5,DC_11A_n28ADC_11A_n77A
DC_11A_n28A-n77(2A) 5,DC_11A_n28ADC_11A_n77A
DC_11A_n77A-n79A23,DC_11A_n77ADC_11A_n79A
DC_11A_n77(2A)-n79A23,DC_11A_n77ADC_11A_n79A
DC_12A_n2A-n7A,DC_12A_n2ADC_12A_n7A
DC_12A_n2A-n38A,DC_12A_n2ADC_12A_n38A
DC_12A_n2A-n41A,DC_12A_n2ADC_12A_n41A
DC_12A_n2A-n66A,DC_12A_n2ADC_12A_n66A
DC_12A_n2A-n77A,DC_12A_n2ADC_12A_n77A
DC_12A_n2A-n78A,DC_12A_n2ADC_12A_n78A
DC_12A-(n)5AA,DC_12A_n5ADC_(n)5AA2
DC_12A_n7A-n25A,DC_12A_n7ADC_12A_n25A
DC_12A_n7A-n66A,DC_12A_n7ADC_12A_n66A
DC_12A_n7(2A)-n66A,DC_12A_n7ADC_12A_n66A
DC_12A_n7A-n77A,DC_12A_n7ADC_12A_n77A
DC_12A_n7A-n78A,DC_12A_n7ADC_12A_n78A
DC_12A_n7(2A)-n78ADC_12A_n7A-n78(2A)DC_12A_n7(2A)-n78(2A),DC_12A_n7ADC_12A_n78A
DC_12A_n25A-n41A,DC_12A_n25ADC_12A_n41A
DC_12A_n25A-n66A,DC_12A_n25ADC_12A_n66A
DC_12A_n25A-n77A,DC_12A_n25ADC_12A_n77A
DC_12A-30A_n2A,DC_12A_n2ADC_30A_n2A
DC_12A-30A_n5A,DC_12A_n5ADC_30A_n5A
DC_12A-30A_n66A,DC_12A_n66ADC_30A_n66A
DC_12A-30A_n77A14,DC_12A_n77A14DC_30A_n77A14
DC_12A-30A_n77(2A) 14,DC_12A_n77A14DC_30A_n77A14
DC_12A_n41A-n66A,DC_12A_n41ADC_12A_n66A
DC_12A-48A_n5A,DC_12A_n5ADC_48A_n5A
DC_12A-48A_n12A,DC_48A_n12A
DC_12A-66A_n2A,DC_12A_n2ADC_66A_n2A
DC_12A-66A_n2(2A),DC_12A_n2ADC_66A_n2A
DC_12A-66A-66A_n2A,DC_12A_n2ADC_66A_n2A
DC_12A-66A_n5A,DC_12A_n5ADC_66A_n5A
DC_12A-66A_n7A,DC_12A_n7ADC_66A_n7A
DC_12A-66A-66A_n5A,DC_12A_n5ADC_66A_n5A
DC_12A-66A_n12A,DC_66A_n12A
DC_12A-66A_n25A,DC_12A_n25ADC_66A_n25A
DC_12A-66A_n30A,DC_12A_n30ADC_66A_n30A
DC_12A-66A-66A_n30A,DC_12A_n30ADC_66A_n30A
DC_12A-66A_n41A,DC_12A_n41ADC_66A_n41A
DC_12A-66A_n66A,DC_12A_n66ADC_66A_n66A2
DC_12A-(n)66AA,DC_12A_n66ADC_(n)66AA2
DC_12A-66A_n77A14,DC_12A_n77A14DC_66A_n77A14
DC_12A-66A_n77(2A)14,DC_12A_n77A14DC_66A_n77A14
DC_12A-66A-66A_n77A14,DC_12A_n77A14DC_66A_n77A14
DC_12A-66A-66A_n77(2A)14,DC_12A_n77A14DC_66A_n77A14
DC_12A_n66A-n77A,DC_12A_n66ADC_12A_n77A
DC_12A-66A_n78A,DC_12A_n78ADC_66A_n78A
DC_12A-66A_n78(2A),DC_12A_n78ADC_66A_n78A
DC_12A_n66A-n78A,DC_12A_n66ADC_12A_n78A
DC_12A_n66(2A)-n78ADC_12A_n66A-n78(2A)DC_12A_n66(2A)-n78(2A),DC_12A_n66ADC_12A_n78A
DC_12A-71A_n2A,DC_12A_n2ADC_71A_n2A
DC_12A-71A_n77A,DC_12A_n77ADC_71A_n77A
DC_13A_n2A-n77A14DC_13A_n2A-n77C14,DC_13A_n2ADC_13A_n77A14
DC_13A_n5A-n48A,DC_13A_n48A
DC_13A_n5A-n77A14DC_13A_n5A-n77C14,DC_13A_n77A14
DC_13A_n7A-n78A,DC_13A_n7ADC_13A_n78A
DC_13A_n25A-n66A,DC_13A_n25ADC_13A_n66A
DC_13A-46A_n2A3,DC_13A_n2A
DC_13A-46A_n5A,DC_13A_n5A
DC_13A-46A_n66A3,DC_13A_n66A
DC_13A-46A_n77A,DC_13A_n77A
DC_13A-46A-46A_n77A,DC_13A_n77A
DC_13A_n48A-n66A,DC_13A_n48ADC_13A_n66A
DC_13A-66A_n2ADC_13A-66B_n2ADC_13A-66C_n2A,DC_13A_n2ADC_66A_n2A
DC_13A-66A-66A_n2A,DC_13A_n2ADC_66A_n2A
DC_13A-66A_n5A,DC_13A_n5ADC_66A_n5A
DC_13A-66A-66A_n5A,DC_13A_n5ADC_66A_n5A
DC_13A-66A_n48ADC_13A-66A_n48B,DC_13A_n48ADC_66A_n48A
DC_13A-66A-66A_n48ADC_13A-66A-66A_n48B,DC_13A_n48ADC_66A_n48A
DC_13A-66A_n66ADC_13A-66B_n66A,DC_13A_n66A
DC_13A-(n)66AA,DC_13A_n66ADC_(n)66AA2
DC_13A-66A-66A_n66A,DC_13A_n66A
DC_13A-66A-(n)66AA,DC_13A_n66ADC_(n)66AA2DC_66A_n66A2
DC_13A-66A_n77A14DC_13A-66A_n77C14,DC_13A_n77A14DC_66A_n77A14
DC_13A-66A-66A_n77ADC_13A-66A-66A_n77C14,DC_13A_n77A14DC_66A_n77A14
DC_13A_n66A-n77A14DC_13A_n66A-n77C14,DC_13A_n66ADC_13A_n77A14
DC_13A-48A_n2ADC_13A-48B_n2ADC_13A-48C_n2ADC_13A-48D_n2ADC_13A-48E_n2A,DC_13A_n2A
DC_13A-48A_n66ADC_13A-48B_n66ADC_13A-48C_n66ADC_13A-48D_n66ADC_13A-48E_n66A,DC_13A_n66A
"DC_13A-48A_n77A14,15,16DC_13A-48A_n77C14,15,16DC_13A-48C_n77A14,15,16DC_13A-48C_n77C14,15,16DC_13A-48D_n77A14,15,16DC_13A-48D_n77C14,15,16",DC_13A_n77A14
"DC_13A-48A-48A_n77A14,15,16",DC_13A_n77A14
DC_14A-30A_n2A,DC_14A_n2ADC_30A_n2A
DC_14A-30A_n5A,DC_14A_n5ADC_30A_n5A
DC_14A-30A_n66A,DC_14A_n66ADC_30A_n66A
DC_14A-30A_n77A14,DC_14A_n77A14DC_30A_n77A14
DC_14A-30A_n77(2A) 14,DC_14A_n77A14DC_30A_n77A14
DC_14A-66A_n2A,DC_14A_n2ADC_66A_n2A
DC_14A-66A-66A_n2A,DC_14A_n2ADC_66A_n2A
DC_14A-66A_n5A,DC_14A_n5ADC_66A_n5A
DC_14A-66A-66A_n5A,DC_14A_n5ADC_66A_n5A
DC_14A-66A_n30A,DC_14A_n30ADC_66A_n30A
DC_14A-66A-66A_n30A,DC_14A_n30ADC_66A_n30A
DC_14A-66A_n66A,DC_14A_n66ADC_66A_n66A2
DC_14A-66A_n77A14,DC_14A_n77A14DC_66A_n77A14
DC_14A-66A-66A_n77A14,DC_14A_n77A14DC_66A_n77A14
DC_14A-66A_n77(2A)14,DC_14A_n77A14DC_66A_n77A14
DC_14A-66A-66A_n77(2A)14,DC_14A_n77A14DC_66A_n77A14
DC_18A_n3A-n41A,DC_18A_n3ADC_18A_n41A
DC_18A_n3A-n77A,DC_18A_n3ADC_18A_n77A
DC_18A_n3A-n78A,DC_18A_n3ADC_18A_n78A
DC_18A_n28A-n41A,DC_18A_n28ADC_18A_n41A
DC_18A-28A_n77A5,DC_18A_n77ADC_28A_n77A
"DC_18A_n28A-n77A5,14",DC_18A_n28ADC_18A_n77A14
DC_18A_n28A-n77(2A)5,DC_18A_n28ADC_18A_n77A
DC_18A-28A_n78A5,DC_18A_n78ADC_28A_n78A
DC_18A_n28A-n78A5,DC_18A_n28ADC_18A_n78A
DC_18A_n28A-n78(2A)5,DC_18A_n28ADC_18A_n78A
DC_18A-28A_n79A5,DC_18A_n79ADC_28A_n79A
DC_18A-41A_n3ADC_18A-41C_n3A,DC_18A_n3ADC_41A_n3ADC_41C_n3A
DC_18A-41A_n77ADC_18A-41C_n77A,DC_18A_n77ADC_41A_n77ADC_41C_n77A
DC_18A-41A_n78ADC_18A-41C_n78A,DC_18A_n78ADC_41A_n78ADC_41C_n78A
DC_18A_n41A-n77A,DC_18A_n41ADC_18A_n77A
DC_18A_n41A-n77(2A),DC_18A_n41ADC_18A_n77A
"DC_18A-42A_n77A14,15,16DC_18A-42C_n77A14,15,16",DC_18A_n77A14
DC_18A_n41A-n78A,DC_18A_n41ADC_18A_n78A
DC_18A_n41A-n78(2A),DC_18A_n41ADC_18A_n78A
"DC_18A-42A_n78A15,16DC_18A-42C_n78A15,16",DC_18A_n78A
DC_18A-42A_n79ADC_18A-42C_n79A,DC_18A_n79A
DC_19A-21A_n1A,DC_19A_n1ADC_21A_n1A
DC_19A_n1A-n77A5,DC_19A_n1ADC_19A_n77A
DC_19A_n1A-n78A5,DC_19A_n1ADC_19A_n78A
DC_19A_n1A-n79A5,DC_19A_n1ADC_19A_n79A
"DC_19A-21A_n77A5,14DC_19A-21A_n77C5",DC_19A_n77A14DC_21A_n77A14
"DC_19A-21A_n77(2A)5,14",DC_19A_n77A14DC_21A_n77A14
"DC_19A-21A_n78A5, 14DC_19A-21A_n78C5",DC_19A_n78A14DC_21A_n78A14
DC_19A-21A_n78(2A)514,DC_19A_n78A14DC_21A_n78A14
"DC_19A-21A_n79A5,14DC_19A-21A_n79C5",DC_19A_n79A14DC_21A_n79A14
"DC_19A-42A_n1A5,10,12DC_19A-42C_n1A5,10,12",DC_19A_n1ADC_42A_n1A
"DC_19A-42A_n77A14,15,16DC_19A-42A_n77C15,16DC_19A-42C_n77A14,15,16DC_19A-42C_n77C15,16DC_19A-42D_n77A15,16DC_19A-42D_n77C15,16",DC_19A_n77A14
"DC_19A-42A_n78A14,15,16DC_19A-42A_n78C15,16DC_19A-42C_n78A14,15,16DC_19A-42C_n78C15,16DC_19A-42D_n78A15,16DC_19A-42D_n78C15,16",DC_19A_n78A14
DC_19A-42A_n79A14DC_19A-42A_n79CDC_19A-42C_n79A14DC_19A-42C_n79CDC_19A-42D_n79ADC_19A-42D_n79C,DC_19A_n79A14
"DC_19A_n77A-n79A14,23",DC_19A_n77A14DC_19A_n79A14
"DC_19A_n78A-n79A14,24",DC_19A_n78A14DC_19A_n79A14
DC_20A_n1A-n7A,DC_20A_n1ADC_20A_n7A
"DC_20A_n1A-n28A16,20",DC_20A_n1ADC_20A_n28A
DC_20A_n1A-n41A,DC_20A_n1ADC_20A_n41A
DC_20A_n1A-n67A,DC_20A_n1A
DC_20A_n1A-n75A,DC_20A_n1A
DC_20A_n1A-n78A,DC_20A_n1ADC_20A_n78A
DC_20A-(n)3AA,DC_(n)3AA2DC_20A_n3A
DC_20A_n3A-n38A,DC_20A_n3ADC_20A_n38A
DC_20A_n3A-n67A,DC_20A_n3A
DC_20A_n3A-n78A,DC_20A_n3ADC_20A_n78A
"DC_20A_n7A-n28A, 16, 20",DC_20A_n7ADC_20A_n28A
DC_20A_n7A-n78A,DC_20A_n7ADC_20A_n78A
DC_20A_n8A-n75A6,DC_20A_n8A
DC_20A_n8A-n78A,DC_20A_n78ADC_20A_n8A
DC_20A-28A_n1A,DC_20A_n1ADC_28A_n1A
DC_20A-28A_n3A,DC_20A_n3ADC_28A_n3A
DC_20A-28A_n7A,DC_20A_n7ADC_28A_n7A
DC_20A-28A_n78A,DC_20A_n78ADC_28A_n78A
"DC_20A_n28A-n75A6,16,20",DC_20A_n28A
"DC_20A_n28A-n78A5,6,16,20",DC_20A_n28ADC_20A_n78A
DC_20A-32A_n1A,DC_20A_n1A
DC_20A-32A_n3A,DC_20A_n3A
DC_20A-32A_n8A,DC_20A_n8A
"DC_20A-32A_n28A16,20",DC_20A_n28A
DC_20A-32A_n7A,DC_20A_n7A
DC_20A-32A_n78ADC_20A-32A_n78C,DC_20A_n78A
DC_20A-32A_n78(2A),DC_20A_n78A
DC_20A-38A_n1A,DC_20A_n1ADC_38A_n1A
DC_20A-38A_n3A,DC_20A_n3ADC_38A_n3A
DC_20A-38A_n8A,DC_38A_n8A
DC_20A-38A_n28A,DC_20A_n28ADC_38A_n28A
DC_20A-(n)38AA,DC_20A_n38A
DC_20A-38A_n78A,DC_20A_n78ADC_38A_n78A
DC_20A-38A_n78(2A),DC_20A_n78A
DC_20A_n38A-n78A,DC_20A_n38ADC_20A_n78A
DC_20A-40A_n1ADC_20A-40C_n1A,DC_20A_n1ADC_40A_n1A
DC_20A-40A_n78ADC_20A-40C_n78A,DC_20A_n78ADC_40A_n78A
DC_20A-40A_n28A,DC_20A_n28ADC_40A_n28A
DC_20A-40A_n78(2A)DC_20A-40C_n78(2A),DC_20A_n78ADC_40A_n78A
DC_20A-41A_n1ADC_20A-41C_n1A,DC_20A_n1ADC_41A_n1ADC_41C_n1A
DC_20A-41A_n41ADC_20A-41C_n41A,DC_41A_n41A
DC_20A-41A_n78ADC_20A-41C_n78A,DC_20A_n78ADC_41A_n78ADC_41C_n78A
DC_20A_n41A-n78A,DC_20A_n41ADC_20A_n78A
DC_20A-(n)41AADC_20A-(n)41CADC_20A-(n)41DA,DC_20A_n41A
DC_20A-67A_n3A,DC_20A_n3A
DC_20A_n75A-n78A5,DC_20A_n78A
DC_20A_n76A-n78A5,DC_20A_n78A
DC_20A_SUL_n78A-n80A,DC_20A_n78ADC_20A_n80A
DC_20A_SUL_n78A-n82A5,DC_20A_n78ADC_20A_n82A_ULSUP-TDM_n78A
DC_20A_SUL_n78A-n83A5,DC_20A_n78ADC_20A_n83A
DC_20A_n78A-n92A,DC_20A_n78ADC_20A_n92A_ULSUP-TDM_n78A
DC_20A_n78(2A)-n92A,DC_20A_n78ADC_20A_n92A_ULSUP-TDM_n78A
DC_21A_n1A-n77A5,DC_21A_n1ADC_21A_n77A
DC_21A_n1A-n78A5,DC_21A_n1ADC_21A_n78A
DC_21A_n1A-n79A5,DC_21A_n1ADC_21A_n79A
DC_21A-28A_n77A5DC_21A-28A_n77C,DC_21A_n77ADC_28A_n77A
"DC_21A_n28A-n77A5,13",DC_21A_n28ADC_21A_n77A
DC_21A-28A_n78A5DC_21A-28A_n78C,DC_21A_n78ADC_28A_n78A
"DC_21A_n28A-n78A5,13",DC_21A_n28ADC_21A_n78A
DC_21A-28A_n79A5DC_21A-28A_n79C,DC_21A_n79ADC_28A_n79A
"DC_21A_n28A-n79A5,13",DC_21A_n28ADC_21A_n79A
"DC_21A-42A_n1A510,12DC_21A-42C_n1A510,12",DC_21A_n1ADC_42A_n1A
"DC_21A-42A_n77A14, 15,16DC_21A-42A_n77C15,16DC_21A-42C_n77A14, 15,16DC_21A-42C_n77C15,16DC_21A-42D_n77A15,16DC_21A-42D_n77C15,16DC_21A-42E_n77A15,16DC_21A-42E_n77C15,16","DC_21A_n77A14,"
"DC_21A-42A_n78A14,15,16DC_21A-42A_n78C15,16DC_21A-42C_n78A14,15,16DC_21A-42C_n78C15,16DC_21A-42D_n78A14,15,16DC_21A-42D_n78C15,16DC_21A-42E_n78A14,15,16DC_21A-42E_n78C15,16",DC_21A_n78A14
DC_21A-42A_n79A14DC_21A-42A_n79CDC_21A-42C_n79A14DC_21A-42C_n79CDC_21A-42D_n79ADC_21A-42D_n79CDC_21A-42E_n79ADC_21A-42E_n79C,DC_21A_n79A14
DC_28A-(n)7AA,DC_28A_n7A
DC_28A-32A_n1A,DC_28A_n1A
DC_28A-32A_n3A,DC_28A_n3A
DC_28A-38A_n1A,DC_28A_n1ADC_38A_n1A
DC_28A-38A_n78A,DC_28A_n78ADC_38A_n78A
DC_28A-66A_n7A,DC_28A_n7ADC_66A_n7A
DC_28A-66A_n66A,DC_28A_n66ADC_66A_n66A2
"DC_21A_n77A-n79A14, 23",DC_21A_n77A14DC_21A_n79A14
"DC_21A_n78A-n79A14, 24",DC_21A_n78A14DC_21A_n79A14
DC_25A-41A_n41ADC_25A-41C_n41ADC_25A-41D_n41A,DC_25A_n41ADC_41A_n41A
DC_25A-25A-41A_n41ADC_25A-25A-41C_n41ADC_25A-25A-41D_n41A,DC_25A_n41ADC_41A_n41A
DC_25A-(n)41AA,DC_25A_n41ADC_(n)41AA
DC_25A-25A-(n)41AA,DC_25A_n41ADC_(n)41AA
DC_25A-(n)41CADC_25A-(n)41DA,DC_25A_n41ADC_(n)41AADC_41A_n41A
DC_25A-25A-(n)41CADC_25A-25A-(n)41DA,DC_25A_n41ADC_(n)41AADC_41A_n41A
DC_25A-66A_n77A,DC_25A_n77ADC_66A_n77A
DC_25A-25A-66A_n77A,DC_25A_n77ADC_66A_n77A
DC_25A-66A_n78A,DC_25A_n78ADC_66A_n78A
DC_25A-25A-66A_n78A,DC_25A_n78ADC_66A_n78A
DC_28A_n1A-n105A,DC_28A_n1A
DC_28A_n5A-n40A,DC_28A_n5ADC_28A_n40A
DC_28A_n5A-n105A,DC_28A_n5A
DC_28A-40A_n1A,DC_28A_n1ADC_40A_n1A
DC_28A_n40A-n71A,DC_28A_n40ADC_28A_n71A
DC_28A-40A_n78ADC_28A-40C_n78A,DC_28A_n78ADC_40A_n78A
DC_28A-41A_n77ADC_28A-41C_n77A,DC_28A_n77ADC_41A_n77A
DC_28A-41A_n78ADC_28A-41C_n78A,DC_28A_n78ADC_41A_n78A
DC_28A-41A_n79A5DC_28A-41C_n79A5,DC_28A_n79ADC_41A_n79A
DC_28A_n1A-n5A,DC_28A_n1ADC_28A_n5A
DC_28A_n1A-n40A,DC_28A_n1ADC_28A_n40A
DC_28A_n1A-n78A5,DC_28A_n1ADC_28A_n78A
DC_28A_n3A-n77A5,DC_28A_n3ADC_28A_n77A
DC_28A_n3A-n78A5,DC_28A_n3ADC_28A_n78A
DC_28A_n5A-n78A5,DC_28A_n5ADC_28A_n78A
DC_28A_n7A-n78ADC_28A_n7B-n78A,DC_28A_n7ADC_28A_n7BDC_28A_n78A
DC_28A_n8A-n78A5,DC_28A_n8ADC_28A_n78A
DC_28A_n78A-n105A,DC_28A_n78A
DC_28A-32A_n40A,DC_28A_n40A
DC_28A-32A_n41A,DC_28A_n41A
DC_28A_n38A-n78A,DC_28A_n38ADC_28A_n78A
DC_28A_n40A-n41A,DC_28A_n40ADC_28A_n41A
DC_28A_n40A-n77ADC_28C_n40A-n77A,DC_28A_n40ADC_28A_n77A
DC_28A_n40A-n78A,DC_28A_n40ADC_28A_n78A
DC_28A_n41A-n77A,DC_28A_n41ADC_28A_n77A
DC_28A_SUL_n41A-n83A5,DC_28A_n41ADC_28A_n83A_ULSUP-TDM_n41A
"DC_28A-42A_n77A15,16DC_28A-42A_n77C15,16DC_28A-42C_n77A15,16DC_28A-42C_n77C15,16",DC_28A_n77A
"DC_28A-42A_n78A15,16DC_28A-42A_n78C15,16DC_28A-42C_n78A15,16DC_28A-42C_n78C15,16",DC_28A_n78A
DC_28A-42A_n79ADC_28A-42A_n79CDC_28A-42C_n79ADC_28A-42C_n79C,DC_28A_n79A
DC_28A_n71A-n77A,DC_28A_n71A2DC_28A_n77A
DC_28A_SUL_n78A-n83A5,DC_28A_n78ADC_28A_n83A_ULSUP-TDM_n78A
DC_29A-30A_n2A,DC_30A_n2A
DC_29A-30A_n66A,DC_30A_n66A
DC_29A-30A_n77A14,DC_30A_n77A14
DC_29A-66A_n2A,DC_66A_n2A
DC_29A-66A-66A_n2A,DC_66A_n2A
DC_29A-66A_n30A,DC_66A_n30A
DC_29A-(n)66AA,DC_(n)66AA2
DC_29A-66A-66A_n30A,DC_66A_n30A
DC_29A-66A_n77A14,DC_66A_n77A14
DC_29A-66A-66A_n77A14,DC_66A_n77A14
DC_29A-66A_n78A,DC_66A_n78A
DC_30A-(n)5AA,DC_30A_n5ADC_(n)5AA2
DC_30A-66A_n2A,DC_30A_n2ADC_66A_n2A
DC_30A-66A-66A_n2A,DC_30A_n2ADC_66A_n2A
DC_30A-66A_n5A,DC_30A_n5ADC_66A_n5A
DC_30A-66A-66A_n5A,DC_30A_n5ADC_66A_n5A
DC_30A-66A-66A-66A_n5A,DC_30A_n5ADC_66A_n5A
DC_30A-66A_n66A,DC_30A_n66ADC_66A_n66A2
DC_30A-66A_n77A14,DC_30A_n77A14DC_66A_n77A14
DC_30A-66A-66A_n77A14,DC_30A_n77A14DC_66A_n77A14
DC_30A-66A_n77(2A)14,DC_30A_n77A14DC_66A_n77A14
DC_30A-66A-66A_n77(2A)14,DC_30A_n77A14DC_66A_n77A14
DC_32A-38A_n1A,DC_38A_n1A
DC_32A-38A_n28A,DC_38A_n28A
DC_38A_n1A-n28A,DC_38A_n1ADC_38A_n28A
DC_38A_n3A-n78A,DC_38A_n3ADC_38A_n78A
DC_38A_n28A-n78A,DC_38A_n28ADC_38A_n78A
DC_38A-40A_n1A,DC_38A_n1ADC_40A_n1A
DC_38A-40A_n28A,DC_38A_n28ADC_40A_n28A
DC_39A_n40A-n41ADC_39A_n40A-n41C,DC_39A_n40ADC_39A_n41A
DC_39A_n40A-n79ADC_39A_n40A-n79C,DC_39A_n40ADC_39A_n79A
DC_39A_n41A-n79ADC_39A_n41A-n79CDC_39A_n41C-n79ADC_39A_n41C-n79C,DC_39A_n41ADC_39A_n79A
DC_40A_n1A-n28A,DC_40A_n1ADC_40A_n28A
DC_40A_n1A-n78ADC_40C_n1A-n78A,DC_40A_n1ADC_40A_n78A
DC_40A_n28A-n78A,DC_40A_n28ADC_40A_n78A
DC_40A_n41A-n79A,DC_40A_n41ADC_40A_n79A
DC_40A-42A_n77ADC_40A-42A_n77C,DC_40A_n77A
DC_40A-42A_n78A,DC_40A_n78A
DC_41A_n1A-n3ADC_41C_n1A-n3A,DC_41A_n1ADC_41A_n3A
DC_41A_n1A-n41A,DC_41A_n1A DC_41A_n41A
DC_41A_n1A-n77ADC_41C_n1A-n77A,DC_41A_n1ADC_41A_n77ADC_41C_n77A
DC_41A_n1A-n78ADC_41C_n1A-n78A,DC_41A_n1ADC_41A_n78A
DC_41A_n3A-n41A,DC_41A_n3ADC_41A_n41A
DC_41A_n3A-n77ADC_41C_n3A-n77A,DC_41A_n3ADC_41A_n77ADC_41C_n3ADC_41C_n77A
DC_41A_n3A-n78ADC_41C_n3A-n78A,DC_41A_n3ADC_41A_n78ADC_41C_n3ADC_41C_n78A
DC_41A_n28A-n41A,DC_41A_n28A
DC_41A_n28A-n77A14,DC_41A_n28ADC_41A_n77A14
DC_41C_n28A-n77A,DC_41A_n28ADC_41A_n77ADC_41C_n28ADC_41C_n77A
DC_41A_n28A-n78ADC_41C_n28A-n78A,DC_41A_n28ADC_41A_n78ADC_41C_n28ADC_41C_n78A
DC_(n)41AA-n78ADC_(n)41CA-n78ADC_(n)41DA-n78A,DC_41A_n78A
DC_41A_n41A-n77A,DC_41A_n77A
DC_41A_n41A-n78ADC_41C_n41A-n78A,DC_41A_n78A
"DC_41A-42A_n77A15,16DC_41A-42C_n77A15,16DC_41C-42A_n77A15,16DC_41C-42C_n77A15,16",DC_41A_n77A
"DC_41A-42A_n77(2A)15,16DC_41A-42C_n77(2A)15,16",DC_41A_n77A
"DC_41A-42A_n78A15,16DC_41A-42C_n78A15,16DC_41C-42A_n78A15,16DC_41C-42C_n78A15,16",DC_41A_n78A
DC_41A-42A_n79ADC_41A-42C_n79ADC_41C-42A_n79ADC_41C-42C_n79A,DC_41A_n79A
"DC_42A_n1A-n3A5DC_42C_n1A-n3A5,",DC_42A_n1ADC_42A_n3ADC_42C_n1ADC_42C_n3A
"DC_42A_n1A-n77A15,16DC_42C_n1A-n77A15,16",DC_42A_n1ADC_42C_n1A
"DC_42A_n1A-n78A15,16DC_42C_n1A-n78A15,16",N/A
DC_42A_n1A-n79ADC_42C_n1A-n79A,N/A
