NR CA configuration,Uplink configuration,NR Band,Channel bandwidth (MHz) (note 1),Bandwidth combination set
CA_n7B-n78(2A)-n258E,CA_n7BCA_n78(2A)CA_n258D/ECA_n7A-n78ACA_n7A-n258A/D/ECA_n78A-n258A/D/E,n7,CA_n7B,0
,,n78,CA_n78(2A),
,,n258,CA_n258E,
CA_n7B-n78(2A)-n258F,CA_n7BCA_n78(2A)CA_n258D/E/FCA_n7A-n78ACA_n7A-n258A/D/E/FCA_n78A-n258A/D/E/F,n7,CA_n7B,0
,,n78,CA_n78(2A),
,,n258,CA_n258F,
CA_n7B-n78(2A)-n258G,CA_n7BCA_n78(2A)CA_n258GCA_n7A-n78ACA_n7A-n258A/GCA_n78A-n258A/G,n7,CA_n7B,0
,,n78,CA_n78(2A),
,,n258,CA_n258G,
CA_n7B-n78(2A)-n258H,CA_n7BCA_n78(2A)CA_n258G/HCA_n7A-n78ACA_n7A-n258A/G/HCA_n78A-n258G/H,n7,CA_n7B,0
,,n78,CA_n78(2A),
,,n258,CA_n258H,
CA_n7B-n78(2A)-n258I,CA_n7BCA_n78(2A)CA_n258G/H/ICA_n7A-n78ACA_n7A-n258A/G/H/ICA_n78A-n258A/G/H/I,n7,CA_n7B,0
,,n78,CA_n78(2A),
,,n258,CA_n258I,
CA_n7B-n78(2A)-n258J,CA_n7BCA_n78(2A)CA_n258G/H/ICA_n7A-n78ACA_n7A-n258A/G/H/ICA_n78A-n258A/G/H/I,n7,CA_n7B,0
,,n78,CA_n78(2A),
,,n258,CA_n258J,
CA_n7B-n78(2A)-n258K,CA_n7BCA_n78(2A)CA_n258G/H/ICA_n7A-n78ACA_n7A-n258A/G/H/ICA_n78A-n258A/G/H/I,n7,CA_n7B,0
,,n78,CA_n78(2A),
,,n258,CA_n258K,
CA_n7B-n78(2A)-n258L,CA_n7BCA_n78(2A)CA_n258G/H/ICA_n7A-n78ACA_n7A-n258A/G/H/ICA_n78A-n258A/G/H/I,n7,CA_n7B,0
,,n78,CA_n78(2A),
,,n258,CA_n258L,
CA_n7B-n78(2A)-n258M,CA_n7BCA_n78(2A)CA_n258G/H/ICA_n7A-n78ACA_n7A-n258A/G/H/ICA_n78A-n258A/G/H/I,n7,CA_n7B,0
,,n78,CA_n78(2A),
,,n258,CA_n258M,
CA_n7B-n78(2A)-n258R2,CA_n7BCA_n78(2A)CA_n7A-n78ACA_n258R2CA_n7A-n258A/R2CA_n78A-n258A/R2,n7,CA_n7B,0
,,n78,CA_n78(2A),
,,n258,CA_n258R2,
CA_n7B-n78(2A)-n258R3,CA_n7BCA_n78(2A)CA_n7A-n78ACA_n258R2/R3CA_n7A-n258A/R2/R3CA_n78A-n258A/R2/R3,n7,CA_n7B,0
,,n78,CA_n78(2A),
,,n258,CA_n258R3,
CA_n7B-n78(2A)-n258R4,CA_n7BCA_n78(2A)CA_n7A-n78ACA_n258R2/R3/R4CA_n7A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4,n7,CA_n7B,0
,,n78,CA_n78(2A),
,,n258,CA_n258R4,
CA_n7B-n78(2A)-n258R5,CA_n7BCA_n78(2A)CA_n7A-n78ACA_n258R2/R3/R4CA_n7A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4,n7,CA_n7B,0
,,n78,CA_n78(2A),
,,n258,CA_n258R5,
CA_n7B-n78(2A)-n258R6,CA_n7BCA_n78(2A)CA_n7A-n78ACA_n258R2/R3/R4CA_n7A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4,n7,CA_n7B,0
,,n78,CA_n78(2A),
,,n258,CA_n258R6,
CA_n7B-n78(2A)-n258R7,CA_n7BCA_n78(2A)CA_n7A-n78ACA_n258R2/R3/R4CA_n7A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4,n7,CA_n7B,0
,,n78,CA_n78(2A),
,,n258,CA_n258R7,
CA_n7B-n78(2A)-n258R8,CA_n7BCA_n78(2A)CA_n7A-n78ACA_n258R2/R3/R4CA_n7A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4,n7,CA_n7B,0
,,n78,CA_n78(2A),
,,n258,CA_n258R8,
CA_n7B-n78(2A)-n258R9,CA_n7BCA_n78(2A)CA_n7A-n78ACA_n258R2/R3/R4CA_n7A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4,n7,CA_n7B,0
,,n78,CA_n78(2A),
,,n258,CA_n258R9,
CA_n7B-n78(2A)-n258R10,CA_n7BCA_n78(2A)CA_n7A-n78ACA_n258R2/R3/R4CA_n7A-n258A/R2/R3/R4CA_n78A-n258A/R2/R3/R4,n7,CA_n7B,0
,,n78,CA_n78(2A),
,,n258,CA_n258R10,
CA_n7A-n105A-n257A,CA_n7A-n105ACA_n7A-n257ACA_n105A-n257A,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n105,"5, 10, 15, 20, 25, 30, 35",
,,n257,"50, 100, 200, 400",
CA_n7A-n105A-n258A,CA_n7A-n105ACA_n7A-n258ACA_n105A-n258A,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n105,"5, 10, 15, 20, 25, 30, 35",
,,n258,"50, 100, 200, 400",
CA_n8A-n41A-n258A,CA_n8A-n41ACA_n8A-n258ACA_n41A-n258A,n8,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n258,"50, 100, 200, 400",
CA_n8A-n41A-n258B,CA_n8A-n41ACA_n8A-n258ACA_n41A-n258A,n8,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n258,CA_n258B,
CA_n8A-n41A-n258C,CA_n8A-n41ACA_n8A-n258ACA_n41A-n258A,n8,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n258,CA_n258C,
CA_n8A-n41A-n258D,CA_n8A-n41ACA_n8A-n258ACA_n41A-n258A,n8,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n258,CA_n258D,
CA_n8A-n41A-n258E,CA_n8A-n41ACA_n8A-n258ACA_n41A-n258A,n8,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n258,CA_n258E,
CA_n8A-n41A-n258F,CA_n8A-n41ACA_n8A-n258ACA_n41A-n258A,n8,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n258,CA_n258F,
CA_n8A-n41A-n258G,CA_n8A-n41ACA_n8A-n258ACA_n41A-n258A,n8,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n258,CA_n258G,
CA_n8A-n41A-n258H,CA_n8A-n41ACA_n8A-n258ACA_n41A-n258A,n8,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n258,CA_n258H,
CA_n8A-n41A-n258I,CA_n8A-n41ACA_n8A-n258ACA_n41A-n258A,n8,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n258,CA_n258I,
CA_n8A-n41A-n258J,CA_n8A-n41ACA_n8A-n258ACA_n41A-n258A,n8,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n258,CA_n258J,
CA_n8A-n41A-n258K,CA_n8A-n41ACA_n8A-n258ACA_n41A-n258A,n8,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n258,CA_n258K,
CA_n8A-n41A-n258L,CA_n8A-n41ACA_n8A-n258ACA_n41A-n258A,n8,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n258,CA_n258L,
CA_n8A-n41A-n258M,CA_n8A-n41ACA_n8A-n258ACA_n41A-n258A,n8,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n258,CA_n258M,
CA_n8A-n41C-n258A,CA_n8A-n41ACA_n8A-n258ACA_n41A-n258A,n8,"5, 10, 15, 20",0
,,n41,CA_n41C_BCS2,
,,n258,"50, 100, 200, 400",
CA_n8A-n41C-n258B,CA_n8A-n41ACA_n8A-n258ACA_n41A-n258A,n8,"5, 10, 15, 20",0
,,n41,CA_n41C_BCS2,
,,n258,CA_n258B,
CA_n8A-n41C-n258C,CA_n8A-n41ACA_n8A-n258ACA_n41A-n258A,n8,"5, 10, 15, 20",0
,,n41,CA_n41C_BCS2,
,,n258,CA_n258C,
CA_n8A-n41C-n258D,CA_n8A-n41ACA_n8A-n258ACA_n41A-n258A,n8,"5, 10, 15, 20",0
,,n41,CA_n41C_BCS2,
,,n258,CA_n258D,
CA_n8A-n41C-n258E,CA_n8A-n41ACA_n8A-n258ACA_n41A-n258A,n8,"5, 10, 15, 20",0
,,n41,CA_n41C_BCS2,
,,n258,CA_n258E,
CA_n8A-n41C-n258F,CA_n8A-n41ACA_n8A-n258ACA_n41A-n258A,n8,"5, 10, 15, 20",0
,,n41,CA_n41C_BCS2,
,,n258,CA_n258F,
CA_n8A-n41C-n258G,CA_n8A-n41ACA_n8A-n258ACA_n41A-n258A,n8,"5, 10, 15, 20",0
,,n41,CA_n41C_BCS2,
,,n258,CA_n258G,
CA_n8A-n41C-n258H,CA_n8A-n41ACA_n8A-n258ACA_n41A-n258A,n8,"5, 10, 15, 20",0
,,n41,CA_n41C_BCS2,
,,n258,CA_n258H,
CA_n8A-n41C-n258I,CA_n8A-n41ACA_n8A-n258ACA_n41A-n258A,n8,"5, 10, 15, 20",0
,,n41,CA_n41C_BCS2,
,,n258,CA_n258I,
CA_n8A-n41C-n258J,CA_n8A-n41ACA_n8A-n258ACA_n41A-n258A,n8,"5, 10, 15, 20",0
,,n41,CA_n41C_BCS2,
,,n258,CA_n258J,
CA_n8A-n41C-n258K,CA_n8A-n41ACA_n8A-n258ACA_n41A-n258A,n8,"5, 10, 15, 20",0
,,n41,CA_n41C_BCS2,
,,n258,CA_n258K,
CA_n8A-n41C-n258L,CA_n8A-n41ACA_n8A-n258ACA_n41A-n258A,n8,"5, 10, 15, 20",0
,,n41,CA_n41C_BCS2,
,,n258,CA_n258L,
CA_n8A-n41C-n258M,CA_n8A-n41ACA_n8A-n258ACA_n41A-n258A,n8,"5, 10, 15, 20",0
,,n41,CA_n41C_BCS2,
,,n258,CA_n258M,
CA_n8A-n77A-n257A,-,n8,"5, 10, 15, 20",0
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,"50, 100, 200, 400",
CA_n8A-n77A-n257G,-,n8,"5, 10, 15, 20",0
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257G,
CA_n8A-n77A-n257H,-,n8,"5, 10, 15, 20",0
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257H,
CA_n8A-n77A-n257I,-,n8,"5, 10, 15, 20",0
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257I,
CA_n8A-n77A-n257J,-,n8,"5, 10, 15, 20",0
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257J,
CA_n8A-n77A-n257K,-,n8,"5, 10, 15, 20",0
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257K,
CA_n8A-n77A-n257L,-,n8,"5, 10, 15, 20",0
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257L,
CA_n8A-n77A-n257M,-,n8,"5, 10, 15, 20",0
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257M,
CA_n8A-n77(2A)-n257A,-,n8,"5, 10, 15, 20",0
,,n77,CA_n77(2A),
,,n257,"50, 100, 200, 400",
CA_n8A-n77(2A)-n257G,-,n8,"5, 10, 15, 20",0
,,n77,CA_n77(2A),
,,n257,CA_n257G,
CA_n8A-n77(2A)-n257H,-,n8,"5, 10, 15, 20",0
,,n77,CA_n77(2A),
,,n257,CA_n257H,
CA_n8A-n77(2A)-n257I,-,n8,"5, 10, 15, 20",0
,,n77,CA_n77(2A),
,,n257,CA_n257I,
CA_n8A-n77(2A)-n257J,-,n8,"5, 10, 15, 20",0
,,n77,CA_n77(2A),
,,n257,CA_n257J,
CA_n8A-n77(2A)-n257K,-,n8,"5, 10, 15, 20",0
,,n77,CA_n77(2A),
,,n257,CA_n257K,
CA_n8A-n77(2A)-n257L,-,n8,"5, 10, 15, 20",0
,,n77,CA_n77(2A),
,,n257,CA_n257L,
CA_n8A-n77(2A)-n257M,-,n8,"5, 10, 15, 20",0
,,n77,CA_n77(2A),
,,n257,CA_n257M,
CA_n8A-n78A-n257A,CA_n8A-n78ACA_n8A-n257ACA_n78A-n257A,n8,"5, 10, 15, 20",0
,,n78,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,"50, 100, 200, 400",
CA_n8A-n78A-n257D,-,n8,"5, 10, 15, 20",0
,,n78,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257D,
CA_n8A-n78A-n257E,-,n8,"5, 10, 15, 20",0
,,n78,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257E,
CA_n8A-n78A-n257F,-,n8,"5, 10, 15, 20",0
,,n78,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257F,
CA_n8A-n78A-n257G,CA_n257GCA_n8A-n78ACA_n8A-n257A/GCA_n78A-n257A/G,n8,"5, 10, 15, 20",0
,,n78,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257G,
CA_n8A-n78A-n257H,CA_n257G/HCA_n8A-n78ACA_n8A-n257A/G/HCA_n78A-n257A/G/H,n8,"5, 10, 15, 20",0
,,n78,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257H,
CA_n8A-n78A-n257I,CA_n257G/H/ICA_n8A-n78ACA_n8A-n257A/G/H/ICA_n78A-n257A/G/H/I,n8,"5, 10, 15, 20",0
,,n78,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257I,
CA_n8A-n78A-n257J,CA_n257G/H/I/JCA_n8A-n78ACA_n8A-n257A/G/H/I/JCA_n78A-n257A/G/H/I/J,n8,"5, 10, 15, 20",0
,,n78,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257J,
CA_n8A-n78A-n257K,CA_n257G/H/I/J/KCA_n8A-n78ACA_n8A-n257A/G/H/I/J/KCA_n78A-n257A/G/H/I/J/K,n8,"5, 10, 15, 20",0
,,n78,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257K,
CA_n8A-n78A-n257L,-,n8,"5, 10, 15, 20",0
,,n78,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257L,
CA_n8A-n78A-n257M,-,n8,"5, 10, 15, 20",0
,,n78,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n257,CA_n257M,
CA_n8A-n79A-n258A,CA_n8A-n79ACA_n8A-n258ACA_n79A-n258A,n8,"5, 10, 15, 20",0
,,n79,"40, 50, 60, 80, 100",
,,n258,"50, 100, 200, 400",
CA_n8A-n79A-n258B,CA_n8A-n79ACA_n8A-n258ACA_n79A-n258A,n8,"5, 10, 15, 20",0
,,n79,"40, 50, 60, 80, 100",
,,n258,CA_n258B,
CA_n8A-n79A-n258C,CA_n8A-n79ACA_n8A-n258ACA_n79A-n258A,n8,"5, 10, 15, 20",0
,,n79,"40, 50, 60, 80, 100",
,,n258,CA_n258C,
CA_n8A-n79A-n258D,CA_n8A-n79ACA_n8A-n258ACA_n79A-n258A,n8,"5, 10, 15, 20",0
,,n79,"40, 50, 60, 80, 100",
,,n258,CA_n258D,
CA_n8A-n79A-n258E,CA_n8A-n79ACA_n8A-n258ACA_n79A-n258A,n8,"5, 10, 15, 20",0
,,n79,"40, 50, 60, 80, 100",
,,n258,CA_n258E,
CA_n8A-n79A-n258F,CA_n8A-n79ACA_n8A-n258ACA_n79A-n258A,n8,"5, 10, 15, 20",0
,,n79,"40, 50, 60, 80, 100",
,,n258,CA_n258F,
CA_n8A-n79A-n258G,CA_n8A-n79ACA_n8A-n258ACA_n79A-n258A,n8,"5, 10, 15, 20",0
,,n79,"40, 50, 60, 80, 100",
,,n258,CA_n258G,
CA_n8A-n79A-n258H,CA_n8A-n79ACA_n8A-n258ACA_n79A-n258A,n8,"5, 10, 15, 20",0
,,n79,"40, 50, 60, 80, 100",
,,n258,CA_n258H,
CA_n8A-n79A-n258I,CA_n8A-n79ACA_n8A-n258ACA_n79A-n258A,n8,"5, 10, 15, 20",0
,,n79,"40, 50, 60, 80, 100",
,,n258,CA_n258I,
CA_n8A-n79A-n258J,CA_n8A-n79ACA_n8A-n258ACA_n79A-n258A,n8,"5, 10, 15, 20",0
,,n79,"40, 50, 60, 80, 100",
,,n258,CA_n258J,
CA_n8A-n79A-n258K,CA_n8A-n79ACA_n8A-n258ACA_n79A-n258A,n8,"5, 10, 15, 20",0
,,n79,"40, 50, 60, 80, 100",
,,n258,CA_n258K,
CA_n8A-n79A-n258L,CA_n8A-n79ACA_n8A-n258ACA_n79A-n258A,n8,"5, 10, 15, 20",0
,,n79,"40, 50, 60, 80, 100",
,,n258,CA_n258L,
CA_n8A-n79A-n258M,CA_n8A-n79ACA_n8A-n258ACA_n79A-n258A,n8,"5, 10, 15, 20",0
,,n79,"40, 50, 60, 80, 100",
,,n258,CA_n258M,
CA_n12A-n30A-n260A,CA_n12A-n30ACA_n12A-n260ACA_n30A-n260A,n12,"5, 10, 15",0
,,n30,"5, 10",
,,n260,"50, 100, 200, 400",
CA_n12A-n30A-n260G,CA_n12A-n30ACA_n12A-n260A/GCA_n30A-n260A/G,n12,"5, 10, 15",0
,,n30,"5, 10",
,,n260,CA_n260G,
CA_n12A-n30A-n260H,CA_n12A-n30ACA_n12A-n260A/G/HCA_n30A-n260A/G/H,n12,"5, 10, 15",0
,,n30,"5, 10",
,,n260,CA_n260H,
CA_n12A-n30A-n260I,CA_n12A-n30ACA_n12A-n260A/G/H/ICA_n30A-n260A/G/H/I,n12,"5, 10, 15",0
,,n30,"5, 10",
,,n260,CA_n260I,
CA_n12A-n30A-n260J,CA_n12A-n30ACA_n12A-n260A/G/H/I/JCA_n30A-n260A/G/H/I/J,n12,"5, 10, 15",0
,,n30,"5, 10",
,,n260,CA_n260J,
CA_n12A-n30A-n260K,CA_n12A-n30ACA_n12A-n260A/G/H/I/J/KCA_n30A-n260A/G/H/I/J/K,n12,"5, 10, 15",0
,,n30,"5, 10",
,,n260,CA_n260K,
CA_n12A-n30A-n260L,CA_n12A-n30ACA_n12A-n260A/G/H/I/J/K/LCA_n30A-n260A/G/H/I/J/K/L,n12,"5, 10, 15",0
,,n30,"5, 10",
,,n260,CA_n260L,
CA_n12A-n30A-n260M,CA_n12A-n30ACA_n12A-n260A/G/H/I/J/K/L/MCA_n30A-n260A/G/H/I/J/K/L/M,n12,"5, 10, 15",0
,,n30,"5, 10",
,,n260,CA_n260M,
CA_n12A-n66A-n260A,CA_n12A-n66ACA_n12A-n260ACA_n66A-n260A,n12,"5, 10, 15",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n260,"50, 100, 200, 400",
CA_n12A-n66A-n260G,CA_n12A-n66ACA_n12A-n260A/GCA_n66A-n260A/G,n12,"5, 10, 15",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n260,CA_n260G,
CA_n12A-n66A-n260H,CA_n12A-n66ACA_n12A-n260A/G/HCA_n66A-n260A/G/H,n12,"5, 10, 15",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n260,CA_n260H,
CA_n12A-n66A-n260I,CA_n12A-n66ACA_n12A-n260A/G/H/ICA_n66A-n260A/G/H/I,n12,"5, 10, 15",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n260,CA_n260I,
CA_n12A-n66A-n260J,CA_n12A-n66ACA_n12A-n260A/G/H/I/JCA_n66A-n260A/G/H/I/J,n12,"5, 10, 15",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n260,CA_n260J,
CA_n12A-n66A-n260K,CA_n12A-n66ACA_n12A-n260A/G/H/I/J/KCA_n66A-n260A/G/H/I/J/K,n12,"5, 10, 15",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n260,CA_n260K,
CA_n12A-n66A-n260L,CA_n12A-n66ACA_n12A-n260A/G/H/I/J/K/LCA_n66A-n260A/G/H/I/J/K/L,n12,"5, 10, 15",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n260,CA_n260L,
CA_n12A-n66A-n260M,CA_n12A-n66ACA_n12A-n260A/G/H/I/J/K/L/MCA_n66A-n260A/G/H/I/J/K/L/M,n12,"5, 10, 15",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n260,CA_n260M,
CA_n12A-n77A-n260A,CA_n12A-n77ACA_n12A-n260ACA_n77A-n260A,n12,"5, 10, 15",0
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,"50, 100, 200, 400",
CA_n12A-n77A-n260G,CA_n12A-n77ACA_n12A-n260A/GCA_n77A-n260A/G,n12,"5, 10, 15",0
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,CA_n260G,
CA_n12A-n77A-n260H,CA_n12A-n77ACA_n12A-n260A/G/HCA_n77A-n260A/G/H,n12,"5, 10, 15",0
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,CA_n260H,
CA_n12A-n77A-n260I,CA_n12A-n77ACA_n12A-n260A/G/H/ICA_n77A-n260A/G/H/I,n12,"5, 10, 15",0
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,CA_n260I,
CA_n12A-n77A-n260J,CA_n12A-n77ACA_n12A-n260A/G/H/I/JCA_n77A-n260A/G/H/I/J,n12,"5, 10, 15",0
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,CA_n260J,
CA_n12A-n77A-n260K,CA_n12A-n77ACA_n12A-n260A/G/H/I/J/KCA_n77A-n260A/G/H/I/J/K,n12,"5, 10, 15",0
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,CA_n260K,
CA_n12A-n77A-n260L,CA_n12A-n77ACA_n12A-n260A/G/H/I/J/K/LCA_n77A-n260A/G/H/I/J/K/L,n12,"5, 10, 15",0
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,CA_n260L,
CA_n12A-n77A-n260M,CA_n12A-n77ACA_n12A-n260A/G/H/I/J/K/L/MCA_n77A-n260A/G/H/I/J/K/L/M,n12,"5, 10, 15",0
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,CA_n260M,
CA_n14A-n30A-n260A,CA_n14A-n30ACA_n14A-n260ACA_n30A-n260A,n14,"5, 10",0
,,n30,"5, 10",
,,n260,"50, 100, 200, 400",
CA_n14A-n30A-n260G,CA_n14A-n30ACA_n14A-n260A/GCA_n30A-n260A/G,n14,"5, 10",0
,,n30,"5, 10",
,,n260,CA_n260G,
CA_n14A-n30A-n260H,CA_n14A-n30ACA_n14A-n260A/G/HCA_n30A-n260A/G/H,n14,"5, 10",0
,,n30,"5, 10",
,,n260,CA_n260H,
CA_n14A-n30A-n260I,CA_n14A-n30ACA_n14A-n260A/G/H/ICA_n30A-n260A/G/H/I,n14,"5, 10",0
,,n30,"5, 10",
,,n260,CA_n260I,
CA_n14A-n30A-n260J,CA_n14A-n30ACA_n14A-n260A/G/H/I/JCA_n30A-n260A/G/H/I/J,n14,"5, 10",0
,,n30,"5, 10",
,,n260,CA_n260J,
CA_n14A-n30A-n260K,CA_n14A-n30ACA_n14A-n260A/G/H/I/J/KCA_n30A-n260A/G/H/I/J/K,n14,"5, 10",0
,,n30,"5, 10",
,,n260,CA_n260K,
CA_n14A-n30A-n260L,CA_n14A-n30ACA_n14A-n260A/G/H/I/J/K/LCA_n30A-n260A/G/H/I/J/K/L,n14,"5, 10",0
,,n30,"5, 10",
,,n260,CA_n260L,
CA_n14A-n30A-n260M,CA_n14A-n30ACA_n14A-n260A/G/H/I/J/K/L/MCA_n30A-n260A/G/H/I/J/K/L/M,n14,"5, 10",0
,,n30,"5, 10",
,,n260,CA_n260M,
CA_n14A-n66A-n260A,CA_n14A-n66ACA_n14A-n260ACA_n66A-n260A,n14,"5, 10",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n260,"50, 100, 200, 400",
CA_n14A-n66A-n260G,CA_n14A-n66ACA_n14A-n260A/GCA_n66A-n260A/G,n14,"5, 10",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n260,CA_n260G,
CA_n14A-n66A-n260H,CA_n14A-n66ACA_n14A-n260A/G/HCA_n66A-n260A/G/H,n14,"5, 10",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n260,CA_n260H,
CA_n14A-n66A-n260I,CA_n14A-n66ACA_n14A-n260A/G/H/ICA_n66A-n260A/G/H/I,n14,"5, 10",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n260,CA_n260I,
CA_n14A-n66A-n260J,CA_n14A-n66ACA_n14A-n260A/G/H/I/JCA_n66A-n260A/G/H/I/J,n14,"5, 10",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n260,CA_n260J,
CA_n14A-n66A-n260K,CA_n14A-n66ACA_n14A-n260A/G/H/I/J/KCA_n66A-n260A/G/H/I/J/K,n14,"5, 10",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n260,CA_n260K,
CA_n14A-n66A-n260L,CA_n14A-n66ACA_n14A-n260A/G/H/I/J/K/LCA_n66A-n260A/G/H/I/J/K/L,n14,"5, 10",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n260,CA_n260L,
CA_n14A-n66A-n260M,CA_n14A-n66ACA_n14A-n260A/G/H/I/J/K/L/MCA_n66A-n260A/G/H/I/J/K/L/M,n14,"5, 10",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n260,CA_n260M,
CA_n14A-n77A-n260A,CA_n14A-n77ACA_n14A-n260ACA_n77A-n260A,n14,"5, 10",0
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,"50, 100, 200, 400",
CA_n14A-n77A-n260G,CA_n14A-n77ACA_n14A-n260A/GCA_n77A-n260A/G,n14,"5, 10",0
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,CA_n260G,
CA_n14A-n77A-n260H,CA_n14A-n77ACA_n14A-n260A/G/HCA_n77A-n260A/G/H,n14,"5, 10",0
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,CA_n260H,
CA_n14A-n77A-n260I,CA_n14A-n77ACA_n14A-n260A/G/H/ICA_n77A-n260A/G/H/I,n14,"5, 10",0
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,CA_n260I,
CA_n14A-n77A-n260J,CA_n14A-n77ACA_n14A-n260A/G/H/I/JCA_n77A-n260A/G/H/I/J,n14,"5, 10",0
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,CA_n260J,
CA_n14A-n77A-n260K,CA_n14A-n77ACA_n14A-n260A/G/H/I/J/KCA_n77A-n260A/G/H/I/J/K,n14,"5, 10",0
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
