NR CA configuration,Uplink configuration,,NR Band,Channel bandwidth (MHz) (note 1),Bandwidth combination set
,,,n7,CA_n7B,
,,,n258,CA_n258H,
CA_n3A-n7B-n258I,CA_n3A-n258A/G/H/ICA_n7A-n258A/G/H/ICA_n3A-n7ACA_n7B,,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,,n7,CA_n7B,
,,,n258,CA_n258I,
CA_n3A-n7B-n258J,CA_n3A-n258A/G/H/ICA_n7A-n258A/G/H/ICA_n3A-n7ACA_n7B,,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,,n7,CA_n7B,
,,,n258,CA_n258J,
CA_n3A-n7B-n258K,CA_n3A-n258A/G/H/ICA_n7A-n258A/G/H/ICA_n3A-n7ACA_n7B,,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,,n7,CA_n7B,
,,,n258,CA_n258K,
CA_n3A-n7B-n258L,CA_n3A-n258A/G/H/ICA_n7A-n258A/G/H/ICA_n3A-n7ACA_n7B,,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,,n7,CA_n7B,
,,,n258,CA_n258L,
CA_n3A-n7B-n258M,CA_n3A-n258A/G/H/ICA_n7A-n258A/G/H/ICA_n3A-n7ACA_n7B,,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,,n7,CA_n7B,
,,,n258,CA_n258M,
CA_n3B-n7A-n258A,-,,n3,CA_n3B_BCS0,0
,,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,,n258,"50, 100, 200, 400",
CA_n3B-n7A-n258G,-,,n3,CA_n3B_BCS0,0
,,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,,n258,CA_n258G,
CA_n3B-n7A-n258H,-,,n3,CA_n3B_BCS0,0
,,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,,n258,CA_n258H,
CA_n3B-n7A-n258I,-,,n3,CA_n3B_BCS0,0
,,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,,n258,CA_n258I,
CA_n3B-n7A-n258J,-,,n3,CA_n3B_BCS0,0
,,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,,n258,CA_n258J,
CA_n3B-n7A-n258K,-,,n3,CA_n3B_BCS0,0
,,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,,n258,CA_n258K,
CA_n3B-n7A-n258L,-,,n3,CA_n3B_BCS0,0
,,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,,n258,CA_n258L,
CA_n3B-n7A-n258M,-,,n3,CA_n3B_BCS0,0
,,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,,n258,CA_n258M,
CA_n3(2A)-n7A-n258A,-,n3,,CA_n3(2A)_BCS1,0
,,n7,,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n258,,"50, 100, 200, 400",
CA_n3(2A)-n7A-n258G,-,n3,,CA_n3(2A)_BCS1,0
,,n7,,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n258,,CA_n258G,
CA_n3(2A)-n7A-n258H,-,n3,,CA_n3(2A)_BCS1,0
,,n7,,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n258,,CA_n258H,
CA_n3(2A)-n7A-n258I,-,n3,,CA_n3(2A)_BCS1,0
,,n7,,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n258,,CA_n258I,
CA_n3(2A)-n7A-n258J,-,n3,,CA_n3(2A)_BCS1,0
,,n7,,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n258,,CA_n258J,
CA_n3(2A)-n7A-n258K,-,n3,,CA_n3(2A)_BCS1,0
,,n7,,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n258,,CA_n258K,
CA_n3(2A)-n7A-n258L,-,n3,,CA_n3(2A)_BCS1,0
,,n7,,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n258,,CA_n258L,
CA_n3(2A)-n7A-n258M,-,n3,,CA_n3(2A)_BCS1,0
,,n7,,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n258,,CA_n258M,
CA_n3A-n8A-n257A,-,,n3,"5, 10, 15, 20, 25, 30",0
,,,n8,"5, 10, 15, 20",
,,,n257,"50, 100, 200, 400",
CA_n3A-n8A-n257G,-,,n3,"5, 10, 15, 20, 25, 30",0
,,,n8,"5, 10, 15, 20",
,,,n257,CA_n257G,
CA_n3A-n8A-n257H,-,,n3,"5, 10, 15, 20, 25, 30",0
,,,n8,"5, 10, 15, 20",
,,,n257,CA_n257H,
CA_n3A-n8A-n257I,-,,n3,"5, 10, 15, 20, 25, 30",0
,,,n8,"5, 10, 15, 20",
,,,n257,CA_n257I,
CA_n3A-n8A-n257J,-,,n3,"5, 10, 15, 20, 25, 30",0
,,,n8,"5, 10, 15, 20",
,,,n257,CA_n257J,
CA_n3A-n8A-n257K,-,,n3,"5, 10, 15, 20, 25, 30",0
,,,n8,"5, 10, 15, 20",
,,,n257,CA_n257K,
CA_n3A-n8A-n257L,-,,n3,"5, 10, 15, 20, 25, 30",0
,,,n8,"5, 10, 15, 20",
,,,n257,CA_n257L,
CA_n3A-n8A-n257M,-,,n3,"5, 10, 15, 20, 25, 30",0
,,,n8,"5, 10, 15, 20",
,,,n257,CA_n257M,
CA_n3A-n18A-n257A,CA_n3A-n18ACA_n3A-n257ACA_n18A-n257A,,n3,"5, 10, 15, 20, 25, 30, 40",0
,,,n18,"5, 10, 15",
,,,n257,"50, 100, 200, 400",
CA_n3A-n18A-n257G,CA_n3A-n18ACA_n3A-n257A/GCA_n18A-n257A/G,,n3,"5, 10, 15, 20, 25, 30, 40",0
,,,n18,"5, 10, 15",
,,,n257,CA_n257G,
CA_n3A-n18A-n257H,CA_n3A-n18ACA_n3A-n257A/G/H CA_n18A-n257A/G/H,,n3,"5, 10, 15, 20, 25, 30, 40",0
,,,n18,"5, 10, 15",
,,,n257,CA_n257H,
CA_n3A-n18A-n257I,CA_n3A-n18ACA_n3A-n257A/G/H/ICA_n18A-n257A/G/H/I,,n3,"5, 10, 15, 20, 25, 30, 40",0
,,,n18,"5, 10, 15",
,,,n257,CA_n257I,
CA_n3A-n28A-n257A,CA_n3A-n28ACA_n3A-n77ACA_n28A-n77ACA_n3A-n28ACA_n3A-n257ACA_n28A-n257A,,n3,"5, 10, 15, 20, 25, 30",0
,,,n28,"5, 10, 15, 20",
,,,n257,"50, 100, 200, 400",
CA_n3A-n28A-n257D,CA_n3A-n28ACA_n3A-n257A/DCA_n28A-n257A/D,,n3,"5, 10, 15, 20, 25, 30",0
,,,n28,"5, 10, 15, 20",
,,,n257,CA_n257D,
CA_n3A-n28A-n257G,CA_n3A-n28ACA_n3A-n77ACA_n28A-n77ACA_n3A-n28ACA_n3A-n257A/GCA_n28A-n257A/G,,n3,"5, 10, 15, 20, 25, 30",0
,,,n28,"5, 10, 15, 20",
,,,n257,CA_n257G,
CA_n3A-n28A-n257H,CA_n3A-n28ACA_n3A-n77ACA_n28A-n77ACA_n3A-n28ACA_n3A-n257A/G/HCA_n28A-n257A/G/H,,n3,"5, 10, 15, 20, 25, 30",0
,,,n28,"5, 10, 15, 20",
,,,n257,CA_n257H,
CA_n3A-n28A-n257I,CA_n3A-n28ACA_n3A-n257A/G/H/ICA_n28A-n257A/G/H/I,,n3,"5, 10, 15, 20, 25, 30",0
,,,n28,"5, 10, 15, 20",
,,,n257,CA_n257I,
CA_n3A-n28A-n258A,CA_n3A-n28ACA_n3A-n258ACA_n28A-n258A,,n3,"5, 10, 15, 20, 25, 30",0
,,,n28,"5, 10, 15, 20",
,,,n258,"50, 100, 200, 400",
CA_n3A-n28A-n258D,CA_n3A-n28ACA_n3A-n258ACA_n28A-n258A,,n3,"5, 10, 15, 20, 25, 30",0
,,,n28,"5, 10, 15, 20",
,,,n258,CA_n258D,
CA_n3A-n28A-n258G,CA_n3A-n28ACA_n3A-n258A/GCA_n28A-n258A/G,,n3,"5, 10, 15, 20, 25, 30",0
,,,n28,"5, 10, 15, 20",
,,,n258,CA_n258G,
CA_n3A-n28A-n258H,CA_n3A-n28ACA_n3A-n258A/G/HCA_n28A-n258A/G/H,,n3,"5, 10, 15, 20, 25, 30",0
,,,n28,"5, 10, 15, 20",
,,,n258,CA_n258H,
CA_n3A-n28A-n258I,CA_n3A-n28ACA_n3A-n258A/G/H/ICA_n28A-n258A/G/H/I,,n3,"5, 10, 15, 20, 25, 30",0
,,,n28,"5, 10, 15, 20",
,,,n258,CA_n258I,
CA_n3A-n28A-n258J,CA_n3A-n28ACA_n3A-n258A/G/H/ICA_n28A-n258A/G/H/I,,n3,"5, 10, 15, 20, 25, 30",0
,,,n28,"5, 10, 15, 20",
,,,n258,CA_n258J,
CA_n3A-n41A-n257A,CA_n3A-n41ACA_n3A-n257ACA_n41A-n257A,,n3,"5, 10, 15, 20, 25, 30, 40",0
,,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,,n257,"50, 100, 200, 400",
CA_n3A-n41A-n257G,CA_n3A-n41ACA_n3A-n257A/GCA_n41A-n257A/G,,n3,"5, 10, 15, 20, 25, 30, 40",0
,,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,,n257,CA_n257G,
CA_n3A-n41A-n257H,CA_n3A-n41ACA_n3A-n257A/G/HCA_n41A-n257A/G/H,,n3,"5, 10, 15, 20, 25, 30, 40",0
,,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,,n257,CA_n257H,
CA_n3A-n41A-n257I,CA_n3A-n41ACA_n3A-n257A/G/H/ICA_n41A-n257A/G/H/I,,n3,"5, 10, 15, 20, 25, 30, 40",0
,,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,,n257,CA_n257I,
CA_n3A-n77A-n257A,CA_n3A-n77ACA_n3A-n257ACA_n77A-n257A,,n3,"5, 10, 15, 20, 25, 30",0
,,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,,n257,"50, 100, 200, 400",
CA_n3A-n77A-n257D,CA_n3A-n77ACA_n3A-n257A/DCA_n77A-n257A/D,,n3,"5, 10, 15, 20, 25, 30",0
,,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,,n257,CA_n257D,
CA_n3A-n77A-n257G,CA_n3A-n77ACA_n3A-n257A/GCA_n77A-n257A/G,,n3,"5, 10, 15, 20, 25, 30",0
,,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,,n257,CA_n257G,
CA_n3A-n77A-n257H,CA_n3A-n77ACA_n3A-n257A/G/HCA_n77A-n257A/G/H,,n3,"5, 10, 15, 20, 25, 30",0
,,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,,n257,CA_n257H,
CA_n3A-n77A-n257I,CA_n3A-n77ACA_n3A-n257A/G/H/ICA_n77A-n257A/G/H/I,,n3,"5, 10, 15, 20, 25, 30",0
,,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,,n257,CA_n257I,
CA_n3A-n77A-n257J,-,,n3,"5, 10, 15, 20, 25, 30",0
,,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,,n257,CA_n257J,
CA_n3A-n77A-n257K,-,,n3,"5, 10, 15, 20, 25, 30",0
,,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,,n257,CA_n257K,
CA_n3A-n77A-n257L,-,,n3,"5, 10, 15, 20, 25, 30",0
,,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,,n257,CA_n257L,
CA_n3A-n77A-n257M,-,,n3,"5, 10, 15, 20, 25, 30",0
,,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,,n257,CA_n257M,
CA_n3A-n77(2A)-n257A,CA_n3A-n77ACA_n3A-n257ACA_n77A-n257A,,n3,"5, 10, 15, 20, 25, 30",0
,,,n77,CA_n77(2A),
,,,n257,"50, 100, 200, 400",
CA_n3A-n77(2A)-n257D,CA_n3A-n77ACA_n3A-n257A/DCA_n77A-n257A/D,,n3,"5, 10, 15, 20, 25, 30",0
,,,n77,CA_n77(2A),
,,,n257,CA_n257D,
CA_n3A-n77(2A)-n257G,CA_n3A-n77ACA_n3A-n257A/GCA_n77A-n257A/G,,n3,"5, 10, 15, 20, 25, 30",0
,,,n77,CA_n77(2A),
,,,n257,CA_n257G,
CA_n3A-n77(2A)-n257H,CA_n3A-n77ACA_n3A-n257A/G/HCA_n77A-n257A/G/H,,n3,"5, 10, 15, 20, 25, 30",0
,,,n77,CA_n77(2A),
,,,n257,CA_n257H,
CA_n3A-n77(2A)-n257I,CA_n3A-n77ACA_n3A-n257A/G/H/ICA_n77A-n257A/G/H/I,,n3,"5, 10, 15, 20, 25, 30",0
,,,n77,CA_n77(2A),
,,,n257,CA_n257I,
CA_n3A-n77(2A)-n257J,-,,n3,"5, 10, 15, 20, 25, 30",0
,,,n77,CA_n77(2A),
,,,n257,CA_n257J,
CA_n3A-n77(2A)-n257K,-,,n3,"5, 10, 15, 20, 25, 30",0
,,,n77,CA_n77(2A),
,,,n257,CA_n257K,
CA_n3A-n77(2A)-n257L,-,,n3,"5, 10, 15, 20, 25, 30",0
,,,n77,CA_n77(2A),
,,,n257,CA_n257L,
CA_n3A-n77(2A)-n257M,-,,n3,"5, 10, 15, 20, 25, 30",0
,,,n77,CA_n77(2A),
,,,n257,CA_n257M,
CA_n3A-n77(3A)-n257A,CA_n3A-n77ACA_n3A-n257ACA_n77A-n257A,,n3,"5, 10, 15, 20, 25, 30",0
,,,n77,CA_n77(3A),
,,,n257,"50, 100, 200, 400",
CA_n3A-n77(3A)-n257D,CA_n3A-n77ACA_n3A-n257A/DCA_n77A-n257A/D,,n3,"5, 10, 15, 20, 25, 30",0
,,,n77,CA_n77(3A),
,,,n257,CA_n257D,
CA_n3A-n77(3A)-n257G,CA_n3A-n77ACA_n3A-n257A/GCA_n77A-n257A/G,,n3,"5, 10, 15, 20, 25, 30",0
,,,n77,CA_n77(3A),
,,,n257,CA_n257G,
CA_n3A-n77(3A)-n257H,CA_n3A-n77ACA_n3A-n257A/G/HCA_n77A-n257A/G/H,,n3,"5, 10, 15, 20, 25, 30",0
,,,n77,CA_n77(3A),
,,,n257,CA_n257H,
CA_n3A-n77(3A)-n257I,CA_n3A-n77ACA_n3A-n257A/G/H/ICA_n77A-n257A/G/H/I,,n3,"5, 10, 15, 20, 25, 30",0
,,,n77,CA_n77(3A),
,,,n257,CA_n257I,
CA_n3A-n78A-n257A,CA_n3A-n78ACA_n3A-n257ACA_n78A-n257A,,n3,"5, 10, 15, 20, 25, 30",0
,,,n78,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,,n257,"50, 100, 200, 400",
CA_n3A-n78A-n257D,CA_n3A-n78ACA_n3A-n257A/DCA_n78A-n257A/D,,n3,"5, 10, 15, 20, 25, 30",0
,,,n78,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,,n257,CA_n257D,
CA_n3A-n78A-n257G,CA_n3A-n78ACA_n3A-n257A/GCA_n78A-n257A/G,,n3,"5, 10, 15, 20, 25, 30",0
,,,n78,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,,n257,CA_n257G,
CA_n3A-n78A-n257H,CA_n3A-n78ACA_n3A-n257A/G/HCA_n78A-n257A/G/H,,n3,"5, 10, 15, 20, 25, 30",0
,,,n78,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,,n257,CA_n257H,
CA_n3A-n78A-n257I,CA_n3A-n78ACA_n3A-n257A/G/H/ICA_n78A-n257A/G/H/I,,n3,"5, 10, 15, 20, 25, 30",0
,,,n78,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,,n257,CA_n257I,
CA_n3A-n78A-n258A,CA_n3A-n258ACA_n78A-n258ACA_n3A-n78A,,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,"50, 100, 200, 400",
CA_n3A-n78A-n258B,CA_n3A-n258ACA_n78A-n258ACA_n3A-n78A,,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,CA_n258B,
CA_n3A-n78A-n258C,CA_n3A-n258ACA_n78A-n258ACA_n3A-n78A,,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,CA_n258C,
CA_n3A-n78A-n258D,CA_n3A-n258ACA_n78A-n258ACA_n3A-n78A,,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,CA_n258D,
CA_n3A-n78A-n258E,CA_n3A-n258ACA_n78A-n258ACA_n3A-n78A,,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,CA_n258E,
CA_n3A-n78A-n258F,CA_n3A-n258ACA_n78A-n258ACA_n3A-n78A,,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,CA_n258F,
CA_n3A-n78A-n258G,CA_n3A-n258A/GCA_n78A-n258A/GCA_n3A-n78A,,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,CA_n258G,
CA_n3A-n78A-n258H,CA_n3A-n258A/G/HCA_n78A-n258A/G/HCA_n3A-n78A,,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,CA_n258H,
CA_n3A-n78A-n258I,CA_n3A-n258A/G/H/ICA_n78A-n258A/G/H/ICA_n3A-n78A,,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,CA_n258I,
CA_n3A-n78A-n258J,CA_n3A-n258A/G/H/ICA_n78A-n258A/G/H/ICA_n3A-n78A,,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,CA_n258J,
CA_n3A-n78A-n258K,CA_n3A-n258A/G/H/ICA_n78A-n258A/G/H/ICA_n3A-n78A,,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,CA_n258K,
CA_n3A-n78A-n258L,CA_n3A-n258A/G/H/ICA_n78A-n258A/G/H/ICA_n3A-n78A,,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,CA_n258L,
CA_n3A-n78A-n258M,CA_n3A-n258A/G/H/ICA_n78A-n258A/G/H/ICA_n3A-n78A,,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,CA_n258M,
CA_n3A-n79A-n257A,CA_n3A-n79ACA_n3A-n257ACA_n79A-n257A,,n3,"5, 10, 15, 20, 25, 30",0
,,,n79,"40, 50, 60, 80, 100",
,,,n257,"50, 100, 200, 400",
CA_n3A-n79A-n257G,CA_n257GCA_n3A-n79ACA_n3A-n257A/GCA_n79A-n257A/G,,n3,"5, 10, 15, 20, 25, 30",0
,,,n79,"40, 50, 60, 80, 100",
,,,n257,CA_n257G,
CA_n3A-n79A-n257H,CA_n257G/HCA_n3A-n79ACA_n3A-n257A/G/HCA_n79A-n257A/G/H,,n3,"5, 10, 15, 20, 25, 30",0
,,,n79,"40, 50, 60, 80, 100",
,,,n257,CA_n257H,
CA_n3A-n79A-n257I,CA_n257G/H/ICA_n3A-n79ACA_n3A-n257A/G/H/ICA_n79A-n257A/G/H/I,,n3,"5, 10, 15, 20, 25, 30",0
,,,n79,"40, 50, 60, 80, 100",
,,,n257,CA_n257I,
CA_n3A-n79A-n257J,-,,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n257,CA_n257J,
CA_n3A-n79A-n257K,-,,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n257,CA_n257K,
CA_n3A-n79A-n257L,-,,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n257,CA_n257L,
CA_n3A-n79A-n257M,-,,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n257,CA_n257M,
CA_n3A-n79A-n258A,-,,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,"50, 100, 200, 400",
CA_n3A-n79A-n258G,-,,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,CA_n258G,
CA_n3A-n79A-n258H,-,,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,CA_n258H,
CA_n3A-n79A-n258I,-,,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,CA_n258I,
CA_n3A-n79A-n258J,-,,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,CA_n258J,
CA_n3A-n79A-n258K,-,,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,CA_n258K,
CA_n3A-n79A-n258L,-,,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,CA_n258L,
CA_n3A-n79A-n258M,-,,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,CA_n258M,
CA_n3A-n79C-n257A,-,,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,,n79,CA_n79C_BCS0,
,,,n257,"50, 100, 200, 400",
CA_n3A-n79C-n257G,-,,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,,n79,CA_n79C_BCS0,
,,,n257,CA_n257G,
CA_n3A-n79C-n257H,-,,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,,n79,CA_n79C_BCS0,
,,,n257,CA_n257H,
CA_n3A-n79C-n257I,-,,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,,n79,CA_n79C_BCS0,
,,,n257,CA_n257I,
CA_n3A-n79C-n257J,-,,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,,n79,CA_n79C_BCS0,
,,,n257,CA_n257J,
CA_n3A-n79C-n257K,-,,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,,n79,CA_n79C_BCS0,
,,,n257,CA_n257K,
CA_n3A-n79C-n257L,-,,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,,n79,CA_n79C_BCS0,
,,,n257,CA_n257L,
CA_n3A-n79C-n257M,-,,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,,n79,CA_n79C_BCS0,
,,,n257,CA_n257M,
CA_n3A-n79C-n258A,-,,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,,n79,CA_n79C_BCS0,
,,,n258,"50, 100, 200, 400",
CA_n3A-n79C-n258G,-,,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,,n79,CA_n79C_BCS0,
,,,n258,CA_n258G,
CA_n3A-n79C-n258H,-,,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,,n79,CA_n79C_BCS0,
,,,n258,CA_n258H,
CA_n3A-n79C-n258I,-,,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,,n79,CA_n79C_BCS0,
,,,n258,CA_n258I,
CA_n3A-n79C-n258J,-,,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,,n79,CA_n79C_BCS0,
,,,n258,CA_n258J,
CA_n3A-n79C-n258K,-,,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,,n79,CA_n79C_BCS0,
,,,n258,CA_n258K,
CA_n3A-n79C-n258L,-,,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,,n79,CA_n79C_BCS0,
,,,n258,CA_n258L,
CA_n3A-n79C-n258M,-,,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,,n79,CA_n79C_BCS0,
,,,n258,CA_n258M,
CA_n3(2A)-n79A-n257A,-,,n3,CA_n3(2A)_BCS0,0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n257,"50, 100, 200, 400",
CA_n3(2A)-n79A-n257G,-,,n3,CA_n3(2A)_BCS0,0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n257,CA_n257G,
CA_n3(2A)-n79A-n257H,-,,n3,CA_n3(2A)_BCS0,0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n257,CA_n257H,
CA_n3(2A)-n79A-n257I,-,,n3,CA_n3(2A)_BCS0,0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n257,CA_n257I,
CA_n3(2A)-n79A-n257J,-,,n3,CA_n3(2A)_BCS0,0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n257,CA_n257J,
CA_n3(2A)-n79A-n257K,-,,n3,CA_n3(2A)_BCS0,0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n257,CA_n257K,
CA_n3(2A)-n79A-n257L,-,,n3,CA_n3(2A)_BCS0,0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n257,CA_n257L,
CA_n3(2A)-n79A-n257M,-,,n3,CA_n3(2A)_BCS0,0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n257,CA_n257M,
CA_n3(2A)-n79A-n258A,-,,n3,CA_n3(2A)_BCS0,0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,"50, 100, 200, 400",
CA_n3(2A)-n79A-n258G,-,,n3,CA_n3(2A)_BCS0,0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,CA_n258G,
CA_n3(2A)-n79A-n258H,-,,n3,CA_n3(2A)_BCS0,0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,CA_n258H,
CA_n3(2A)-n79A-n258I,-,,n3,CA_n3(2A)_BCS0,0
,,,n79,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,,n258,CA_n258I,
