NR CA configuration,Uplink configuration,,NR Band,Channel bandwidth (MHz) (note 1),Bandwidth combination set
,,n261,,CA_n261H,
CA_n48A-n77C-n261I,CA_n48A-n261A/G/H/ICA_n77A-n261A/G/H/I,n48,,"5, 10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261I,
CA_n48A-n77C-n261J,CA_n48A-n261A/G/H/ICA_n77A-n261A/G/H/I,n48,,"5, 10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261J,
CA_n48A-n77C-n261K,CA_n48A-n261A/G/H/ICA_n77A-n261A/G/H/I,n48,,"5, 10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261K,
CA_n48A-n77C-n261L,CA_n48A-n261A/G/H/ICA_n77A-n261A/G/H/I,n48,,"5, 10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261L,
CA_n48A-n77C-n261M,CA_n48A-n261A/G/H/ICA_n77A-n261A/G/H/I,n48,,"5, 10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261M,
CA_n48A-n77C-n261(A-G),CA_n48A-n261A/GCA_n77A-n261A/G,n48,,"5, 10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261(A-G),
CA_n48A-n77C-n261(A-H),CA_n48A-n261A/G/HCA_n77A-n261A/G/H,n48,,"5, 10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261(A-H),
CA_n48A-n77C-n261(A-I),CA_n48A-n261A/G/H/ICA_n77A-n261A/G/H/I,n48,,"5, 10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261(A-I),
CA_n48A-n77C-n261(G-H),CA_n48A-n261A/G/HCA_n77A-n261A/G/H,n48,,"5, 10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261(G-H),
CA_n48A-n77C-n261(2A),CA_n48A-n261ACA_n77A-n261A,n48,,"5, 10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261(2A),
CA_n48A-n77C-n261(3A),CA_n48A-n261ACA_n77A-n261A,n48,,"5, 10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261(3A),
CA_n48A-n77C-n261(2G),CA_n48A-n261A/GCA_n77A-n261A/G,n48,,"5, 10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261(2G),
CA_n48A-n77C-n261(2H),CA_n48A-n261A/G/HCA_n77A-n261A/G/H,n48,,"5, 10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261(2H),
CA_n48A-n77C-n261(2A-G),CA_n48A-n261A/GCA_n77A-n261A/G,n48,,"5, 10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261(2A-G),
CA_n48A-n77C-n261(2A-H),CA_n48A-n261A/G/HCA_n77A-n261A/G/H,n48,,"5, 10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261(2A-H),
CA_n48A-n77C-n261(A-2G),CA_n48A-n261A/GCA_n77A-n261A/G,n48,,"5, 10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261(A-2G),
CA_n48A-n77C-n261(A-G-H),CA_n48A-n261A/G/HCA_n77A-n261A/G/H,n48,,"5, 10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261(A-G-H),
CA_n48A-n77C-n261(G-I),CA_n48A-n261A/G/H/ICA_n77A-n261A/G/H/I,n48,,"5, 10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261(G-I),
CA_n48A-n77C-n261(H-I),CA_n48A-n261A/G/H/ICA_n77A-n261A/G/H/I,n48,,"5, 10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261(H-I),
CA_n48A-n77C-n261(2A-I),CA_n48A-n261A/G/H/ICA_n77A-n261A/G/H/I,n48,,"5, 10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261(2A-I),
CA_n48A-n77C-n261(A-G-I),CA_n48A-n261A/G/H/ICA_n77A-n261A/G/H/I,n48,,"5, 10, 15, 20, 40, 50, 60, 80, 90, 100",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261(A-G-I),
CA_n66A-n71A-n257A,CA_n66A-n71ACA_n66A-n257ACA_n71A-n257A,n66,,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n71,,"5, 10, 15, 20, 25, 30, 35",
,,n257,,"50, 100, 200, 400",
,,n66,,See n66 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n71,,See n71 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n257,,See n257 channel bandwidths in 38.101-1 Table 5.3.5-1,
CA_n66A-n71A-n257G,CA_n66A-n71ACA_n66A-n257A/GCA_n71A-n257A/G,n66,,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n71,,"5, 10, 15, 20, 25, 30, 35",
,,n257,,CA_n257G,
,,n66,,See n66 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n71,,See n71 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n257,,CA_n257G,
CA_n66A-n71A-n260A,CA_n66A-n71ACA_n66A-n260ACA_n71A-n260A,n66,,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n71,,"5, 10, 15, 20, 25, 30, 35",
,,n260,,"50, 100, 200, 400",
,,n66,,See n66 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n71,,See n71 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n260,,See n260 channel bandwidths in 38.101-1 Table 5.3.5-1,
CA_n66A-n71A-n260G,CA_n66A-n71ACA_n66A-n260A/GCA_n71A-n260A/G,n66,,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n71,,"5, 10, 15, 20, 25, 30, 35",
,,n260,,CA_n260G,
,,n66,,See n66 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n71,,See n71 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n260,,CA_n260G,
CA_n66A-n71A-n261A,CA_n66A-n71ACA_n66A-n261ACA_n71A-n261A,n66,,See n66 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n71,,See n71 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n261,,See n261 channel bandwidths in 38.101-2 Table 5.3.5-1,
CA_n66A-n71A-n261G,CA_n66A-n71ACA_n66A-n261A/GCA_n71A-n261A/G,n66,,See n66 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n71,,See n71 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n261,,CA_n261G,
CA_n66A-n71A-n261H,CA_n66A-n71ACA_n66A-n261A/G/HCA_n71A-n261A/G/H,n66,,See n66 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n71,,See n71 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n261,,CA_n261H,
CA_n66A-n77A-n257A,CA_n66A-n77ACA_n66A-n257ACA_n77A-n257A,n66,,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n257,,"50, 100, 200, 400",
,,n66,,See n66 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n77,,See n77 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n257,,See n257 channel bandwidths in 38.101-1 Table 5.3.5-1,
CA_n66A-n77A-n257G,CA_n66A-n77ACA_n66A-n257A/GCA_n77A-n257A/G,n66,,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n257,,CA_n257G,
,,n66,,See n66 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n77,,See n77 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n257,,CA_n257G,
CA_n66A-n77(2A)-n257A,CA_n66A-n77ACA_n66A-n257ACA_n77(2A)CA_n77A-n257A,n66,,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n77,,CA_n77(2A),
,,n257,,"50, 100, 200, 400",
CA_n66A-n77(2A)-n257G,CA_n66A-n77ACA_n66A-n257A/GCA_n77(2A)CA_n77A-n257A/G,n66,,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n77,,CA_n77(2A),
,,n257,,CA_n257G,
CA_n66A-n77A-n260A,CA_n66A-n77ACA_n77A-n260ACA_n66A-n260A,n66,,"5, 10, 15, 20, 40",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,,"50, 100, 200, 400",
,,n66,,"5, 10, 15, 20, 25, 30, 40",1
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,,"50, 100, 200, 400",
CA_n66A-n77A-n260G,CA_n66A-n77ACA_n66A-n260A/GCA_n77A-n260A/G,n66,,"5, 10, 15, 20, 40",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,,CA_n260G,
,,n66,,"5, 10, 15, 20, 25, 30, 40",1
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,,CA_n260G,
CA_n66A-n77A-n260H,CA_n66A-n77ACA_n66A-n260A/G/HCA_n77A-n260A/G/H,n66,,"5, 10, 15, 20, 40",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,,CA_n260H,
,,n66,,"5, 10, 15, 20, 25, 30, 40",1
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,,CA_n260H,
CA_n66A-n77A-n260I,CA_n66A-n77ACA_n66A-n260A/G/H/ICA_n77A-n260A/G/H/I,n66,,"5, 10, 15, 20, 40",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,,CA_n260I,
,,n66,,"5, 10, 15, 20, 25, 30, 40",1
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,,CA_n260I,
CA_n66A-n77A-n260J,CA_n66A-n77ACA_n66A-n260A/G/H/I/JCA_n77A-n260A/G/H/I/J,n66,,"5, 10, 15, 20, 40",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,,CA_n260J,
,,n66,,"5, 10, 15, 20, 25, 30, 40",1
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,,CA_n260J,
CA_n66A-n77A-n260K,CA_n66A-n77ACA_n66A-n260A/G/H/I/J/KCA_n77A-n260A/G/H/I/J/K,n66,,"5, 10, 15, 20, 40",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,,CA_n260K,
,,n66,,"5, 10, 15, 20, 25, 30, 40",1
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,,CA_n260K,
CA_n66A-n77A-n260L,CA_n66A-n77ACA_n66A-n260A/G/H/I/J/K/LCA_n77A-n260A/G/H/I/J/K/L,n66,,"5, 10, 15, 20, 40",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,,CA_n260L,
,,n66,,"5, 10, 15, 20, 25, 30, 40",1
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,,CA_n260L,
CA_n66A-n77A-n260M,CA_n66A-n77ACA_n66A-n260A/G/H/I/J/K/L/MCA_n77A-n260A/G/H/I/J/K/L/M,n66,,"5, 10, 15, 20, 40",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,,CA_n260M,
,,n66,,"5, 10, 15, 20, 25, 30, 40",1
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n260,,CA_n260M,
CA_n66A-n77(2A)-n260A,CA_n66A-n77ACA_n66A-n260ACA_n77(2A)CA_n77A-n260A,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77(2A),
,,n260,,"50, 100, 200, 400",
,,n66,,"5, 10, 15, 20, 25, 30, 40",1
,,n77,,CA_n77(2A)_BCS1,
,,n260,,"50, 100, 200, 400",
CA_n66A-n77(2A)-n260G,CA_n66A-n77ACA_n66A-n260A/GCA_n77(2A)CA_n77A-n260A/G,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77(2A),
,,n260,,CA_n260G,
,,n66,,"5, 10, 15, 20, 25, 30, 40",1
,,n77,,CA_n77(2A)_BCS1,
,,n260,,CA_n260G,
CA_n66A-n77(2A)-n260H,CA_n66A-n77ACA_n66A-n260A/G/HCA_n77(2A)CA_n77A-n260A/G/H,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77(2A),
,,n260,,CA_n260H,
,,n66,,"5, 10, 15, 20, 25, 30, 40",1
,,n77,,CA_n77(2A)_BCS1,
,,n260,,CA_n260H,
CA_n66A-n77(2A)-n260I,CA_n66A-n77ACA_n66A-n260A/G/H/ICA_n77(2A)CA_n77A-n260A/G/H/I,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77(2A),
,,n260,,CA_n260I,
,,n66,,"5, 10, 15, 20, 25, 30, 40",1
,,n77,,CA_n77(2A)_BCS1,
,,n260,,CA_n260I,
CA_n66A-n77(2A)-n260J,CA_n66A-n77ACA_n66A-n260A/G/H/I/JCA_n77(2A)CA_n77A-n260A/G/H/I/J,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77(2A),
,,n260,,CA_n260J,
,,n66,,"5, 10, 15, 20, 25, 30, 40",1
,,n77,,CA_n77(2A)_BCS1,
,,n260,,CA_n260J,
CA_n66A-n77(2A)-n260K,CA_n66A-n77ACA_n66A-n260A/G/H/I/J/KCA_n77(2A)CA_n77A-n260A/G/H/I/J/K,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77(2A),
,,n260,,CA_n260K,
,,n66,,"5, 10, 15, 20, 25, 30, 40",1
,,n77,,CA_n77(2A)_BCS1,
,,n260,,CA_n260K,
CA_n66A-n77(2A)-n260L,CA_n66A-n77ACA_n66A-n260A/G/H/I/J/K/LCA_n77(2A)CA_n77A-n260A/G/H/I/J/K/L,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77(2A),
,,n260,,CA_n260L,
,,n66,,"5, 10, 15, 20, 25, 30, 40",1
,,n77,,CA_n77(2A)_BCS1,
,,n260,,CA_n260L,
CA_n66A-n77(2A)-n260M,CA_n66A-n77ACA_n66A-n260A/G/H/I/J/K/L/MCA_n77(2A)CA_n77A-n260A/G/H/I/J/K/L/M,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77(2A),
,,n260,,CA_n260M,
,,n66,,"5, 10, 15, 20, 25, 30, 40",1
,,n77,,CA_n77(2A)_BCS1,
,,n260,,CA_n260M,
CA_n66A-n77C-n260A,CA_n66A-n260ACA_n77A-n260A,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77C_BCS1,
,,n260,,CA_n260A,
CA_n66A-n77C-n260G,CA_n66A-n260A/GCA_n77A-n260A/G,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77C_BCS1,
,,n260,,CA_n260G,
CA_n66A-n77C-n260H,CA_n66A-n260A/G/HCA_n77A-n260A/G/H,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77C_BCS1,
,,n260,,CA_n260H,
CA_n66A-n77C-n260I,CA_n66A-n260A/G/H/ICA_n77A-n260A/G/H/I,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77C_BCS1,
,,n260,,CA_n260I,
CA_n66A-n77C-n260J,CA_n66A-n260A/G/H/ICA_n77A-n260A/G/H/I,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77C_BCS1,
,,n260,,CA_n260J,
CA_n66A-n77C-n260K,CA_n66A-n260A/G/H/ICA_n77A-n260A/G/H/I,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77C_BCS1,
,,n260,,CA_n260K,
CA_n66A-n77C-n260L,CA_n66A-n260A/G/H/ICA_n77A-n260A/G/H/I,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77C_BCS1,
,,n260,,CA_n260L,
CA_n66A-n77C-n260M,CA_n66A-n260A/G/H/ICA_n77A-n260A/G/H/I,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77C_BCS1,
,,n260,,CA_n260M,
CA_n66A-n77A-n261A,CA_n77A-n261ACA_n66A-n261A,n66,,"5, 10, 15, 20, 40",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,,"50, 100, 200, 400",
,,n66,,"5, 10, 15, 20, 25, 30, 40",1
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,,"50, 100, 200, 400",
,CA_n66A-n77ACA_n77A-n261ACA_n66A-n261A,n66,,See n66 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n77,,See n77 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n261,,See n261 channel bandwidths in 38.101-2 Table 5.3.5-1,
CA_n66A-n77A-n261G,CA_n66A-n261A/GCA_n77A-n261A/G,n66,,"5, 10, 15, 20, 40",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,,CA_n261G,
,,n66,,"5, 10, 15, 20, 25, 30, 40",1
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,,CA_n261G,
,CA_n66A-n77ACA_n66A-n261A/GCA_n77A-n261A/G,n66,,See n66 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n77,,See n77 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n261,,CA_n261G,
CA_n66A-n77A-n261H,CA_n66A-n261A/G/HCA_n77A-n261A/G/H,n66,,"5, 10, 15, 20, 40",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,,CA_n261H,
,,n66,,"5, 10, 15, 20, 25, 30, 40",1
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,,CA_n261H,
,CA_n66A-n77ACA_n66A-n261A/G/HCA_n77A-n261A/G/H,n66,,See n66 channel bandwidths in 38.101-1 Table 5.3.5-1,4 and 5
,,n77,,See n77 channel bandwidths in 38.101-1 Table 5.3.5-1,
,,n261,,CA_n261H,
CA_n66A-n77A-n261I,CA_n66A-n261A/G/H/ICA_n77A-n261A/G/H/I,n66,,"5, 10, 15, 20, 40",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,,CA_n261I,
,,n66,,"5, 10, 15, 20, 25, 30, 40",1
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,,CA_n261I,
CA_n66A-n77A-n261J,CA_n66A-n261A/G/H/ICA_n77A-n261A/G/H/I,n66,,"5, 10, 15, 20, 40",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,,CA_n261J,
,,n66,,"5, 10, 15, 20, 25, 30, 40",1
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,,CA_n261J,
CA_n66A-n77A-n261K,CA_n66A-n261A/G/H/ICA_n77A-n261A/G/H/I,n66,,"5, 10, 15, 20, 40",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,,CA_n261K,
,,n66,,"5, 10, 15, 20, 25, 30, 40",1
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,,CA_n261K,
CA_n66A-n77A-n261L,CA_n66A-n261A/G/H/ICA_n77A-n261A/G/H/I,n66,,"5, 10, 15, 20, 40",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,,CA_n261L,
,,n66,,"5, 10, 15, 20, 25, 30, 40",1
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,,CA_n261L,
CA_n66A-n77A-n261M,CA_n66A-n261A/G/H/ICA_n77A-n261A/G/H/I,n66,,"5, 10, 15, 20, 40",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,,CA_n261M,
,,n66,,"5, 10, 15, 20, 25, 30, 40",1
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,,CA_n261M,
CA_n66A-n77A-n261(2A),CA_n66A-n261ACA_n77A-n261A,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,,CA_n261(2A),
CA_n66A-n77A-n261(3A),CA_n66A-n261ACA_n77A-n261A,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,,CA_n261(3A),
CA_n66A-n77A-n261(A-G),CA_n66A-n261A/GCA_n77A-n261A/G,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,,CA_n261(A-G),
CA_n66A-n77A-n261(A-H),CA_n66A-n261A/G/HCA_n77A-n261A/G/H,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,,CA_n261(A-H),
CA_n66A-n77A-n261(G-H),CA_n66A-n261A/G/HCA_n77A-n261A/G/H,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,,CA_n261(G-H),
CA_n66A-n77A-n261(2A-G),CA_n66A-n261A/GCA_n77A-n261A/G,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,,CA_n261(2A-G),
CA_n66A-n77A-n261(2A-H),CA_n66A-n261A/G/HCA_n77A-n261A/G/H,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,,CA_n261(2A-H),
CA_n66A-n77A-n261(A-2G),CA_n66A-n261A/GCA_n77A-n261A/G,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,,CA_n261(A-2G),
CA_n66A-n77A-n261(A-G-H),CA_n66A-n261A/G/HCA_n77A-n261A/G/H,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,,CA_n261(A-G-H),
CA_n66A-n77A-n261(A-I),CA_n66A-n261A/G/H/ICA_n77A-n261A/G/H/I,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,,CA_n261(A-I),
CA_n66A-n77A-n261(G-I),CA_n66A-n261A/G/H/ICA_n77A-n261A/G/H/I,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,,CA_n261(G-I),
CA_n66A-n77A-n261(2G),CA_n66A-n261A/GCA_n77A-n261A/G,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,,CA_n261(2G),
CA_n66A-n77A-n261(2H),CA_n66A-n261A/G/HCA_n77A-n261A/G/H,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,,CA_n261(2H),
CA_n66A-n77A-n261(2A-I),CA_n66A-n261A/G/H/ICA_n77A-n261A/G/H/I,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,,CA_n261(2A-I),
CA_n66A-n77A-n261(A-G-I),CA_n66A-n261A/G/H/ICA_n77A-n261A/G/H/I,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,,CA_n261(A-G-I),
CA_n66A-n77A-n261(H-I),CA_n66A-n261A/G/H/ICA_n77A-n261A/G/H/I,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n261,,CA_n261(H-I),
CA_n66A-n77C-n261A,CA_n66A-n261ACA_n77A-n261A,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261A,
CA_n66A-n77C-n261G,CA_n66A-n261A/GCA_n77A-n261A/G,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261G,
CA_n66A-n77C-n261H,CA_n66A-n261A/G/HCA_n77A-n261A/G/H,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261H,
CA_n66A-n77C-n261I,CA_n66A-n261A/G/H/ICA_n77A-n261A/G/H/I,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261I,
CA_n66A-n77C-n261J,CA_n66A-n261A/G/H/ICA_n77A-n261A/G/H/I,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261J,
CA_n66A-n77C-n261K,CA_n66A-n261A/G/H/ICA_n77A-n261A/G/H/I,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261K,
CA_n66A-n77C-n261L,CA_n66A-n261A/G/H/ICA_n77A-n261A/G/H/I,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261L,
CA_n66A-n77C-n261M,CA_n66A-n261A/G/H/ICA_n77A-n261A/G/H/I,n66,,"5, 10, 15, 20, 25, 30, 40",0
,,n77,,CA_n77C_BCS1,
,,n261,,CA_n261M,
CA_n66A-n77C-n261(A-G),CA_n66A-n261A/GCA_n77A-n261A/G,n66,,"5, 10, 15, 20, 25, 30, 40",0
