EN-DCconfiguration,Uplink EN-DC configuration(note 1)
DC_2A-2A-66A-71A_n41A,DC_2A_n41ADC_66A_n41ADC_71A_n41A
DC_2A-66A-71A_n66A,DC_2A_n66ADC_66A_n66A4DC_71A_n66A
DC_2A-66A-71A_n71A,DC_2A_n71ADC_66A_n71A
DC_2A-66A-71A_n77A,DC_2A_n77ADC_66A_n77ADC_71A_n77A
DC_2A-66A-71A_n77(2A),DC_2A_n77ADC_66A_n77ADC_71A_n77A
DC_2A-66A_n71A-n77A,DC_2A_n71ADC_2A_n77ADC_66A_n71ADC_66A_n77A
DC_2A-66A-71A_n78A,DC_2A_n78ADC_66A_n78ADC_71A_n78A
DC_2A-2A-66A-71A_n78A,DC_2A_n78ADC_66A_n78ADC_71A_n78A
DC_2A-66A-71A_n78(2A),DC_2A_n78ADC_66A_n78ADC_71A_n78A
DC_2A-66A-(n)71AADC_2A-66C-(n)71AA,DC_2A_n71ADC_66A_n71ADC_(n)71AA
DC_2A-66A_n41A-n71ADC_2A-66A_n41C-n71A,DC_2A_n41ADC_2A_n71ADC_66A_n41ADC_66A_n71A
DC_2A-66A_n41(2A)-n71A,DC_2A_n41ADC_2A_n71ADC_66A_n41ADC_66A_n71A
DC_2A-66A_n66A-n77A9DC_2A-66A_n66A-n77C9,DC_2A_n66ADC_2A_n77A9DC_66A_n77A9
DC_2A-2A-66A_n66A-n77A9,DC_2A_n66ADC_2A_n77A9DC_66A_n77A9
DC_2A-66A_n66A-n78A,DC_2A_n66ADC_2A_n78ADC_66A_n66A4DC_66A_n78A
DC_2A-66A-71A_n2A,DC_66A_n2ADC_71A_n2A
DC_2A-66A_n71A-n78A,DC_2A_n71ADC_66A_n71ADC_2A_n78ADC_66A_n78A
DC_2A-71A_n2A-n41A,DC_2A_n41ADC_71A_n2ADC_71A_n41A
DC_2A-71A_n2A-n66A,DC_2A_n2A4DC_2A_n66ADC_71A_n2ADC_71A_n66A
DC_2A-71A_n2A-n77A,DC_2A_n2A4DC_2A_n77ADC_71A_n2ADC_71A_n77A
DC_2A-71A_n2A-n78A,DC_71A_n2ADC_2A_n78ADC_7A_n78A
DC_2A-71A_n41A-n66A,DC_2A_n41ADC_2A_n66ADC_71A_n41ADC_71A_n66A
DC_2A-71A_n66A-n77A,DC_2A_n66ADC_2A_n77ADC_71A_n66ADC_71A_n77A
DC_2A-71A_n66A-n78A,DC_2A_n66ADC_71A_n66ADC_2A_n78ADC_71A_n78A
DC_3A_n1A-n5A-n78A,DC_3A_n1ADC_3A_n5ADC_3A_n78A
DC_3A_n1A-n5A-n105A,DC_3A_n1ADC_3A_n5ADC_3A_n105A
DC_3A_n1A-n8A-n78A2,DC_3A_n1ADC_3A_n8ADC_3A_n78A
DC_3A-3A_n1A-n8A-n78A2,DC_3A_n1ADC_3A_n8ADC_3A_n78A
DC_3A_n1A-n20A-n78A,DC_3A_n1ADC_3A_n20ADC_3A_n78A
DC_3A-3A_n1A-n20A-n78A,DC_3A_n1ADC_3A_n20ADC_3A_n78A
DC_3A_n1A-n28A-n75ADC_3C_n1A-n28A-n75A,DC_3A_n1ADC_3C_n1ADC_3A_n28ADC_3C_n28A
DC_3A_n1A-n40A-n78A,DC_3A_n1ADC_3A_n40ADC_3A_n78A
DC_3A_n1A-n75A-n78ADC_3C_n1A-n75A-n78A,DC_3A_n1ADC_3C_n1ADC_3A_n78ADC_3C_n78A
DC_3A_n1A-n77A-n79A9,DC_3A_n1ADC_3A_n77A9DC_3A_n79A9
DC_3A_n1A-n78A-n79A,DC_3A_n1ADC_3A_n78ADC_3A_n79A
DC_3A_n1A-n78A-n105A,DC_3A_n1ADC_3A_n78ADC_3A_n105A
DC_3A-5A_n1A-n78A,DC_3A_n1ADC_3A_n78ADC_5A_n1ADC_5A_n78A
DC_3A-5A-7A_n1A,DC_3A_n1ADC_5A_n1ADC_7A_n1A
DC_3A-5A-7A-7A_n1A,DC_3A_n1ADC_5A_n1ADC_7A_n1A
DC_3A-5A-7A_n28A,DC_3A_n28ADC_5A_n28ADC_7A_n28A
DC_3A-5A-7A-7A_n28A,DC_3A_n28ADC_5A_n28ADC_7A_n28A
DC_3A-5A-7A_n40A,DC_3A_n40ADC_5A_n40ADC_7A_n40A
DC_3A-5A-7A-7A_n40A,DC_3A_n40ADC_5A_n40ADC_7A_n40A
DC_3A-5A-7A_n77A,DC_3A_n77ADC_5A_n77ADC_7A_n77A
DC_3A-5A-7A_n77(2A)DC_3A-5A-7A_n77(3A),DC_3A_n77ADC_5A_n77ADC_7A_n77A
DC_3A-5A-7A-7A_n77A,DC_3A_n77ADC_5A_n77ADC_7A_n77A
DC_3A-5A-7A-7A_n77(2A)DC_3A-5A-7A-7A_n77(3A),DC_3A_n77ADC_5A_n77ADC_7A_n77A
DC_3A-5A-7A_n78ADC_3C-5A-7A_n78ADC_3A-5A-7A_n78C,DC_3A_n78ADC_5A_n78ADC_7A_n78A
DC_3A-5A-7A_n78(2A)DC_3A-5A-7A_n78(A-C),DC_3A_n78ADC_5A_n78ADC_7A_n78A
DC_3A-5A-7A-7A_n78ADC_3A-5A-7A-7A_n78C,DC_3A_n78ADC_5A_n78ADC_7A_n78A
DC_3A-5A-7A-7A_n78(2A)DC_3A-5A-7A-7A_n78(A-C),DC_3A_n78ADC_5A_n78ADC_7A_n78A
DC_3A-5A_n28A-n78A,DC_3A_n28ADC_3A_n78ADC_5A_n28ADC_5A_n78A
DC_3A-5A_n40A-n77A,DC_3A_n40ADC_3A_n77ADC_5A_n40ADC_5A_n77A
DC_3A-5A_n40A-n77(2A),DC_3A_n40ADC_3A_n77ADC_5A_n40ADC_5A_n77A
DC_3A-5A_n40A-n78ADC_3A-5A_n40A-n78C,DC_3A_n40ADC_3A_n78ADC_5A_n40ADC_5A_n78A
DC_3A_n5A-n40A-n78A,DC_3A_n5ADC_3A_n40ADC_3A_n78A
DC_3A_n5A-n78A-n105A,DC_3A_n5ADC_3A_n78ADC_3A_n105A
DC_3A-7A_n1A-n8A,DC_3A_n1ADC_3A_n8ADC_7A_n1ADC_7A_n8A
DC_3A-3A-7A_n1A-n8A,DC_3A_n1ADC_3A_n8ADC_7A_n1ADC_7A_n8A
DC_3A-7A-7A_n1A-n8A,DC_3A_n1ADC_3A_n8ADC_7A_n1ADC_7A_n8A
DC_3A-3A-7A-7A_n1A-n8A,DC_3A_n1ADC_3A_n8ADC_7A_n1ADC_7A_n8A
DC_3A-7A_n1A-n28ADC_3C-7A_n1A-n28A,DC_3A_n1ADC_3A_n28ADC_3C_n1ADC_3C_n28ADC_7A_n1ADC_7A_n28A
DC_3A-7C_n1A-n28ADC_3C-7C_n1A-n28A,DC_3A_n1ADC_3A_n28ADC_3C_n1ADC_3C_n28ADC_7A_n1ADC_7A_n28ADC_7C_n1ADC_7C_n28A
DC_3A-7A_n1A-n40A,DC_3A_n1ADC_3A_n40ADC_7A_n1ADC_7A_n40A
"DC_3A-7A_n1A-n78A2, 9DC_3C-7A_n1A-n78A2",DC_3A_n1ADC_3C_n1ADC_3A_n78A9DC_3C_n78ADC_7A_n1ADC_7A_n78A9
DC_3A-7A_n1A-n78(2A)2DC_3C-7A_n1A-n78(2A)2,DC_3A_n1ADC_3C_n1ADC_3A_n78ADC_3C_n78ADC_7A_n1ADC_7A_n78A
"DC_3A-3A-7A_n1A-n78A2, 9",DC_3A_n1ADC_3A_n78A9DC_7A_n1ADC_7A_n78A9
"DC_3A-7A-7A_n1A-n78A2, 9",DC_3A_n1ADC_3A_n78A9DC_7A_n1ADC_7A_n78A9
"DC_3A-3A-7A-7A_n1A-n78A2, 9",DC_3A_n1ADC_3A_n78A9DC_7A_n1ADC_7A_n78A9
DC_3A-7C_n1A-n78ADC_3C-7C_n1A-n78A,DC_3A_n1ADC_3A_n78ADC_3C_n1ADC_3C_n78ADC_7A_n1ADC_7A_n78ADC_7C_n1ADC_7C_n78A
DC_3A-7C_n1A-n78(2A)2DC_3C-7C_n1A-n78(2A)2,DC_3A_n1ADC_3A_n78ADC_3C_n1ADC_3C_n78ADC_7A_n1ADC_7A_n78ADC_7C_n1ADC_7C_n78A
DC_3A-5A-41A_n79A,DC_3A_n79ADC_5A_n79ADC_41A_n79A
DC_3A-7A_n1A-n75ADC_3C-7A_n1A-n75A,DC_3A_n1ADC_3C_n1ADC_7A_n1A
DC_3A-7A_n3A-n78ADC_3A-7C_n3A-n78A,DC_3A_n3A4DC_7A_n3ADC_7C_n3ADC_3A_n78ADC_7A_n78ADC_7C_n78A
DC_3A-7A_n5A-n40A,DC_3A_n5ADC_3A_n40ADC_7A_n5ADC_7A_n40A
DC_3A-7A_n5A-n78A9DC_3A-7C_n5A-n78A9DC_3C-7A_n5A-n78A9DC_3C-7C_n5A-n78A9,DC_3A_n5ADC_3A_n78A9DC_3C_n78A9DC_7A_n5ADC_7C_n5ADC_7A_n78A9DC_7C_n78A9
DC_3A-7A_n7A-n78A2DC_3C-7A_n7A-n78A,DC_3A_n7ADC_3C_n7ADC_7A_n7A4DC_3A_n78ADC_3C_n78ADC_7A_n78A
DC_3A-3A-7A_n7A-n78A2,DC_3A_n7ADC_7A_n7A4DC_3A_n78ADC_7A_n78A
DC_3A-7A-8A_n1ADC_3A-7A-8B_n1ADC_3C-7A-8A_n1A,DC_3A_n1ADC_3C_n1ADC_7A_n1ADC_8A_n1ADC_8B_n1A
DC_3A-3A-7A-8A_n1ADC_3A-3A-7A-8B_n1A,DC_3A_n1ADC_7A_n1ADC_8A_n1ADC_8B_n1A
DC_3A-7A-7A-8A_n1ADC_3A-7A-7A-8B_n1A,DC_3A_n1ADC_7A_n1ADC_8A_n1ADC_8B_n1A
DC_3A-3A-7A-7A-8A_n1ADC_3A-3A-7A-7A-8B_n1A,DC_3A_n1ADC_7A_n1ADC_8A_n1ADC_8B_n1A
DC_3A-7A-8A_n7A,DC_3A_n7ADC_7A_n7A4DC_8A_n7A
DC_3A-7A-8A_n28A,DC_3A_n28ADC_7A_n28ADC_8A_n28A
DC_3A-7A-7A-8A_n28A,DC_3A_n28ADC_7A_n28ADC_8A_n28A
DC_3A-7A-8A_n40A,DC_3A_n40ADC_7A_n40ADC_8A_n40A
DC_3A-7A-8A_n77A2,DC_3A_n77ADC_7A_n77ADC_8A_n77A
"DC_3A-7A-8A_n78A2, 9DC_3A-7A-8B_n78A2, 9DC_3C-7A-8A_n78A",DC_3A_n78A9DC_3C_n78ADC_7A_n78A 9DC_8A_n78A9DC_8B_n78A9
DC_3A-7A-8A_n78(2A),"DC_3A_n78A,DC_7A_n78A,DC_8A_n78A"
"DC_3A-3A-7A-8A_n78A2, 9DC_3A-3A-7A-8B_n78A2, 9",DC_3A_n78A9DC_7A_n78A9DC_8A_n78A9DC_8B_n78A9
"DC_3A-7A-7A-8A_n78A2, 9DC_3A-7A-7A-8B_n78A2, 9",DC_3A_n78A9DC_7A_n78A9DC_8A_n78A9DC_8B_n78A9
DC_3A-7A-7A-8A_n78(2A),DC_3A_n78ADC_7A_n78ADC_8A_n78A
"DC_3A-3A-7A-7A-8A_n78A2, 9DC_3A-3A-7A-7A-8B_n78A2, 9",DC_3A_n78A9DC_7A_n78A9DC_8A_n78A9DC_8B_n78A
"DC_3A-7A_n8A-n78A2, 9",DC_3A_n8ADC_3A_n78A9DC_7A_n8ADC_7A_n78A9
"DC_3A-3A-7A_n8A-n78A2, 9",DC_3A_n8ADC_3A_n78A9DC_7A_n8ADC_7A_n78A9
"DC_3A-7A-7A_n8A-n78A2, 9",DC_3A_n8ADC_3A_n78A9DC_7A_n8ADC_7A_n78A9
"DC_3A-3A-7A-7A_n8A-n78A2, 9",DC_3A_n8ADC_3A_n78A9DC_7A_n8ADC_7A_n78A9
DC_3A-7A-20A_n1ADC_3C-7A-20A_n1ADC_3A-7C-20A_n1ADC_3C-7C-20A_n1A,DC_3A_n1ADC_3C_n1ADC_7A_n1ADC_7C_n1ADC_20A_n1A
DC_3A-7A-20A_n3A,DC_3A_n3ADC_7A_n3ADC_20A_n3A
DC_3A-7A-20A_n7A,DC_3A_n7ADC_7A_n7A4DC_20A_n7A
DC_3A-7A-20A_n8A,DC_3A_n8ADC_7A_n8ADC_20A_n8A
"DC_3A-7A-20A_n28A3,8,14DC_3A-7C-20A_n28A3DC_3C-7A-20A_n28A3",DC_3A_n28ADC_7A_n28ADC_3C_n28ADC_20A_n28A
"DC_3A-7A-20A_n38A12,13",CA_3A-20A
DC_3A-7A-20A_n78A2DC_3C-7A-20A_n78A2DC_3A-7C-20A_n78A2DC_3A-7A-20A_n78C2,DC_3A_n78ADC_3C_n78ADC_20A_n78ADC_7A_n78A
DC_3A-3A-7A-20A_n78A2,DC_3A_n78ADC_7A_n78ADC_20A_n78A
DC_3A-7A-7A-20A_n78A2,DC_3A_n78ADC_7A_n78ADC_20A_n78A
DC_3A-7A-20A_n78(2A),DC_3A_n78ADC_7A_n78ADC_20A_n78A
DC_3A-7A-26A_n78ADC_3C-7A-26A_n78ADC_3A-7C-26A_n78ADC_3C-7C-26A_n78A,DC_3A_n78ADC_7A_n78ADC_26A_n78A
DC_3A-7A-26A_n78(2A)DC_3A-7C-26A_n78(2A),DC_3A_n78ADC_7A_n78ADC_26A_n78A
DC_3A-7A_n26A-n78ADC_3A-7C_n26A-n78ADC_3C-7A_n26A-n78ADC_3C-7C_n26A-n78A,DC_3A_n78ADC_3C_n78ADC_7A_n78ADC_7C_n78ADC_3A_n26ADC_3C_n26ADC_7A_n26ADC_7C_n26A
DC_3C-7A-26A_n78(2A)DC_3C-7C-26A_n78(2A),DC_3A_n78ADC_7A_n78ADC_26A_n78A
DC_3A-7A-28A_n1ADC_3C-7A-28A_n1A,DC_3A_n1ADC_3C_n1ADC_7A_n1ADC_28A_n1A
DC_3A-7A-7A-28A_n1A,DC_3A_n1ADC_7A_n1ADC_28A_n1A
DC_3A-7A-28A_n3ADC_3A-7C-28A_n3A,DC_3A_n3A4DC_7A_n3ADC_7C_n3ADC_28A_n3A
DC_3A-7A-28A_n5ADC_3A-7C-28A_n5ADC_3C-7A-28A_n5ADC_3C-7C-28A_n5A,DC_3A_n5ADC_7A_n5ADC_7C_n5ADC_28A_n5A
DC_3A-7A-28A_n7ADC_3C-7A-28A_n7A,DC_3A_n7ADC_3C_n7ADC_7A_n7A4DC_28A_n7A
DC_3A-3A-7A-28A_n7A,DC_3A_n7ADC_7A_n7A4DC_28A_n7A
DC_3A-7A-28A_n38A,3A1728A17
DC_3A-7A_n28A-n38A,DC_3A_n28A17
DC_3A-7A-28A_n40A,DC_3A_n40ADC_7A_n40ADC_28A_n40A
"DC_3A-7A-28A_n78A2, 9DC_3A-7C-28A_n78A2, 9DC_3C-7A-28A_n78A9DC_3C-7C-28A_n78A9",DC_3A_n78A9DC_3C_n78A9DC_7A_n78A9DC_7C_n78A9DC_28A_n78A9
DC_3A-7A-28A_n78(2A)DC_3A-7C-28A_n78(2A)DC_3C-7A-28A_n78(2A)2DC_3C-7C-28A_n78(2A)2,DC_3A_n78ADC_7A_n78ADC_28A_n78A
"DC_3A-7A_n28A-n78A2, 9DC_3A-7C_n28A-n78A9DC_3C-7A_n28A-n78A9DC_3C-7C_n28A-n78A9",DC_3A_n28ADC_3C_n28ADC_3A_n78A9DC_3C_n78A9DC_7A_n28ADC_7A_n78A9DC_7C_n28ADC_7C_n78A9
DC_3A-7A-7A-28A_n78A,DC_3A_n78ADC_7A_n78ADC_28A_n78A
DC_3A-7A-32A_n1ADC_3C-7A-32A_n1A,DC_3A_n1ADC_3C_n1ADC_7A_n1A
DC_3A-7A-32A_n28ADC_3C-7A-32A_n28A,DC_3A_n28ADC_3C_n28ADC_7A_n28A
DC_3A-7A-32A_n78ADC_3C-7A-32A_n78A,DC_3A_n78ADC_3C_n78ADC_7A_n78A
DC_3A-7A-38A_n28A10DC_3C-7A-38A_n28A10,DC_3A_n28ADC_3C_n28A
DC_3A-7A-38A_n78A10DC_3C-7A-38A_n78A10,DC_3A_n78ADC_3C_n78A
DC_3A-7A_n38A-n78A,DC_3A_n78A
DC_3A-7A-40A_n1ADC_3A-7A-40C_n1A,DC_3A_n1ADC_7A_n1ADC_40A_n1A
DC_3A-7A_n40A-n77A,DC_3A_n40ADC_3A_n77ADC_7A_n40ADC_7A_n77A
DC_3A-7A-7A_n40A-n77A,DC_3A_n40ADC_3A_n77ADC_7A_n40ADC_7A_n77A
DC_3A-7A-7A_n40A-n77(2A),DC_3A_n40ADC_3A_n77ADC_7A_n40ADC_7A_n77A
DC_3A-7A_n40A-n77(2A),DC_3A_n40ADC_3A_n77ADC_7A_n40ADC_7A_n77A
DC_3A-7A-40A_n78ADC_3A-7A-40C_n78A,DC_3A_n78ADC_7A_n78ADC_40A_n78A
DC_3A-7A-40A_n78(2A)DC_3A-7A-40C_n78(2A),DC_3A_n78ADC_7A_n78ADC_40A_n78A
DC_3A-7A_n40A-n78ADC_3A-7A_n40A-n78C,DC_3A_n40ADC_3A_n78ADC_7A_n40ADC_7A_n78A
DC_3A-7A-7A_n40A-n78ADC_3A-7A-7A_n40A-n78C,DC_3A_n40ADC_3A_n78ADC_7A_n40ADC_7A_n78A
DC_3A-7A_n40A-n105A,DC_3A_n40ADC_3A_n105ADC_7A_n40ADC_7A_n105A
DC_3A-7A_n75A-n78ADC_3C-7A_n75A-n78A,DC_3A_n78ADC_3C_n78ADC_7A_n78A
DC_3A-7A_n78A-n79A,DC_3A_n78ADC_3A_n79ADC_7A_n78ADC_7A_n79A
DC_3A-3A-7A_n78A-n79A,DC_3A_n78ADC_3A_n79ADC_7A_n78ADC_7A_n79A
DC_3A-7A-7A_n78A-n79A,DC_3A_n78ADC_3A_n79ADC_7A_n78ADC_7A_n79A
DC_3A-3A-7A-7A_n78A-n79A,DC_3A_n78ADC_3A_n79ADC_7A_n78ADC_7A_n79A
DC_3A-7A_n78A-n105A,DC_3A_n78ADC_3A_n105ADC_7A_n78ADC_7A_n105A
DC_3A-7A_SUL_n78A-n80ADC_3C-7A_SUL_n78A-n80A,DC_3A_n78ADC_3A_n80A_ULSUP-TDM_n78ADC_7A_n78ADC_7A_n80A
DC_3A-8A_n1A-n28A,DC_3A_n1ADC_8A_n1ADC_3A_n28ADC_8A_n28A
DC_3A-8A_n1A-n40A,DC_3A_n1ADC_8A_n1ADC_3A_n40ADC_8A_n40A
DC_3A-8A_n1A-n41A,DC_3A_n1ADC_3A_n41ADC_8A_n1ADC_8A_n41A
DC_3A-3A-8A_n1A-n41A,DC_3A_n1ADC_3A_n41ADC_8A_n1ADC_8A_n41A
DC_3A-8A_n1A-n77ADC_3A-8B_n1A-n77A,DC_3A_n1ADC_3A_n77ADC_8A_n1ADC_8A_n77A
"DC_3A-8A_n1A-n78A2,9DC_3A-8B_n1A-n78A2,9",DC_3A_n1ADC_3A_n78A9DC_8A_n1ADC_8B_n1ADC_8A_n78A9DC_8B_n78A9
"DC_3A-3A-8A_n1A-n78A2,9DC_3A-3A-8B_n1A-n78A2,9",DC_3A_n1ADC_3A_n78A9DC_8A_n1ADC_8B_n1ADC_8A_n78A9DC_8B_n78A9
DC_3A-8A_n7A-n78A,DC_3A_n7ADC_3A_n78ADC_8A_n7ADC_8A_n78A
DC_(n)3AA-n8A-n77A,DC_(n)3AA4DC_3A_n8ADC_3A_n77A
DC_(n)3AA-n8A-n77(2A),DC_(n)3AA4DC_3A_n8ADC_3A_n77A
DC_3A-8A-11A_n28A,DC_3A_n28ADC_8A_n28ADC_11A_n28A
"DC_3A-8A-11A_n77A2,9",DC_3A_n77A9DC_8A_n77A9DC_11A_n77A
"DC_3A-8A-11A_n77(2A)2,9DC_3A-8A-11A_n77(3A)2",DC_3A_n77A9DC_8A_n77A9DC_11A_n77A
DC_3A-8A-20A_n1A,DC_3A_n1ADC_8A_n1ADC_20A_n1A
DC_3A-8A-20A_n28ADC_3C-8A-20A_n28A,DC_3A_n28ADC_3C_n28ADC_8A_n28ADC_20A_n28A
DC_3A-8A-20A_n78A,DC_3A_n78ADC_8A_n78ADC_20A_n78A
DC_3A-8A-28A_n40ADC_3A-8A-28C_n40ADC_3C-8A-28A_n40ADC_3C-8A-28C_n40A,DC_3A_n40ADC_8A_n40ADC_28A_n40A
DC_3A-8A-28A_n71ADC_3C-8A-28A_n71A,DC_3A_n71ADC_8A_n71ADC_28A_n71A4
DC_3A-8A-28A_n77ADC_3A-8A-28C_n77ADC_3C-8A-28A_n77ADC_3C-8A-28C_n77A,DC_3A_n77ADC_8A_n77ADC_28A_n77A
DC_3A-8A-28A_n77(2A)DC_3A-8A-28C_n77(2A)DC_3C-8A-28A_n77(2A)DC_3C-8A-28C_n77(2A),DC_3A_n77ADC_8A_n77ADC_28A_n77A
"DC_3A-8A_n28A-n77A2, 9DC_3C-8A_n28A-n77A2",DC_3A_n28ADC_3C_n28ADC_3A_n77A9DC_3C_n28ADC_8A_n28ADC_8A_n77A9
"DC_3A-8A_n28A-n77(2A)2, 9DC_3C-8A_n28A-n77(2A) 2",DC_3A_n28ADC_3C_n28ADC_3A_n77A9DC_3C_n77ADC_8A_n28ADC_8A_n77A9
DC_3A-8A-28A_n1A,DC_3A_n1ADC_8A_n1ADC_28A_n1A
DC_3A-8A-28A_n78A,DC_3A_n78ADC_8A_n78ADC_28A_n78A
DC_3A-8A_n28A-n78A2DC_3C-8A_n28A-n78A2,DC_3A_n28ADC_3C_n28ADC_3A_n78ADC_3C_n78ADC_8A_n28ADC_8A_n78A
DC_3A-8A_n28A-n78(2A)DC_3C-8A_n28A-n78(2A),DC_3A_n28ADC_3C_n28ADC_3A_n78ADC_3C_n78ADC_8A_n28ADC_8A_n78A
DC_3A-8A-32A_n1A,DC_3A_n1ADC_8A_n1A
DC_3A-8A-32A_n28ADC_3C-8A-32A_n28A,DC_3A_n28ADC_8A_n28A
DC_3A-8A-32A_n78A,DC_3A_n78ADC_8A_n78A
DC_3A-8A-38A_n1A,DC_3A_n1ADC_8A_n1ADC_38A_n1A
DC_3A-8A-38A_n28A,DC_3A_n28ADC_8A_n28ADC_38A_n28A
DC_3A-8A-38A_n78A,DC_3A_n78ADC_8A_n78ADC_38A_n78A
DC_3A-8A-40A_n28A,DC_3A_n28ADC_8A_n28ADC_40A_n28A
DC_3A-8A_n40A-n41A,DC_3A_n40ADC_3A_n41ADC_8A_n40ADC_8A_n41A
DC_3A-8A_n40A-n77A DC_3C-8A_n40A-n77A,DC_3A_n40ADC_3A_n77ADC_8A_n40ADC_8A_n77A
DC_3A-8A_n40A-n71ADC_3C-8A_n40A-n71A,DC_3A_n40ADC_3A_n71ADC_8A_n40ADC_8A_n71A
DC_3A-8A_n40A-n78A,DC_3A_n40ADC_3A_n78ADC_8A_n40ADC_8A_n78A
DC_3A-8A-40A_n1ADC_3A-8A-40C_n1A,DC_3A_n1ADC_8A_n1ADC_40A_n1A
DC_3A-8A-40A_n78ADC_3A-8A-40C_n78A,DC_3A_n78ADC_8A_n78ADC_40A_n78A
DC_3A-8A-40A_n78(2A)DC_3A-8A-40C_n78(2A),DC_3A_n78ADC_8A_n78ADC_40A_n78A
DC_3A-8A_n40A-n79ADC_3A-8A_n40A-n79C,DC_3A_n40ADC_3A_n79ADC_8A_n40ADC_8A_n79A
DC_3A-8A-41A_n1ADC_3A-8A-41C_n1A,DC_3A_n1ADC_8A_n1ADC_41A_n1ADC_41C_n1A
DC_3A-3A-8A-41A_n1ADC_3A-3A-8A-41C_n1A,DC_3A_n1ADC_8A_n1ADC_41A_n1ADC_41C_n1A
DC_3A-8A-41A_n41A,DC_3A_n41ADC_8A_n41A DC_41A_n41A
DC_3A-3A-8A-41A_n41A,DC_3A_n41ADC_8A_n41A DC_41A_n41A
DC_3A-8A-41A_n78ADC_3A-8A-41C_n78A,DC_3A_n78ADC_8A_n78ADC_41A_n78ADC_41C_n78A
DC_3A-3A-8A-41A_n78ADC_3A-3A-8A-41C_n78A,DC_3A_n78ADC_8A_n78ADC_41A_n78ADC_41C_n78A
DC_3A-8A_n41A-n78A,DC_13A_n41ADC_8A_n41ADC_13A_n78ADC_8A_n78A
DC_3A-8A_n41A-n79ADC_3A-8A_n41A-n79C,DC_3A_n41ADC_3A_n79ADC_8A_n41ADC_8A_n79A
"DC_3A-8A-42A_n77A7,8DC_3A-8A-42C_n77A7,8",DC_3A_n77ADC_8A_n77A
DC_3A-8A_n71A-n77ADC_3C-8A_n71A-n77A,DC_3A_n71ADC_3A_n77ADC_8A_n71ADC_8A_n77A
DC_3A-8A_n77A-n79A9,DC_3A_n77A9DC_3A_n79ADC_8A_n77A9DC_8A_n79A
DC_3A-8A_SUL_n78A-n80A,DC_3A_n78ADC_3A_n80A_ULSUP-TDM_n78ADC_8A_n78ADC_8A_n80A
"DC_3A-11A_n28A-n77A2,9",DC_3A_n28ADC_3A_n77A9DC_11A_n28ADC_11A_n77A
DC_3A-11A_n28A-n77(2A) 2,DC_3A_n28ADC_3A_n77ADC_11A_n28ADC_11A_n77A
DC_3A-18A_n3A-n41A,DC_3A_n3A4DC_3A_n41ADC_18A_n3ADC_18A_n41A
DC_3A-18A_n3A-n77A,DC_3A_n3A4DC_3A_n77ADC_18A_n3ADC_18A_n77A
DC_3A-18A_n3A-n78A,DC_3A_n3A4DC_3A_n78ADC_18A_n3ADC_18A_n78A
DC_3A-18A_n28A-n41A,DC_3A_n28ADC_3A_n41ADC_18A_n28ADC_18A_n41A
DC_3A-18A_n28A-n77A,DC_3A_n28ADC_3A_n77ADC_18A_n28ADC_18A_n77A
DC_3A-18A_n28A-n77(2A),DC_3A_n28ADC_3A_n77ADC_18A_n28ADC_18A_n77A
DC_3A-18A_n28A-n78A,DC_3A_n28ADC_3A_n78ADC_18A_n28ADC_18A_n78A
DC_3A-18A_n28A-n78(2A),DC_3A_n28ADC_3A_n78ADC_18A_n28ADC_18A_n78A
DC_3A-18A_n41A-n77A,DC_3A_n41ADC_3A_n77ADC_18A_n41ADC_18A_n77A
DC_3A-18A_n41A-n77(2A),DC_3A_n41ADC_3A_n77ADC_18A_n41ADC_18A_n77A
DC_3A-18A_n41A-n78A,DC_3A_n41ADC_3A_n78ADC_18A_n41ADC_18A_n78A
DC_3A-18A_n41A-n78(2A),DC_3A_n41ADC_3A_n78ADC_18A_n41ADC_18A_n78A
"DC_3A-18A-42A_n77A7,8DC_3A-18A-42C_n77A7,8",DC_3A_n77ADC_18A_n77A
"DC_3A-18A-42A_n78A7,8DC_3A-18A-42C_n78A7,8",DC_3A_n78ADC_18A_n78A
DC_3A-18A-42A_n79ADC_3A-18A-42C_n79A,DC_3A_n79ADC_18A_n79A
DC_3A-19A_n1A-n77A2,DC_3A_n1ADC_3A_n77ADC_19A_n1ADC_19A_n77A
DC_3A-19A_n1A-n78A2,DC_3A_n1ADC_3A_n78ADC_19A_n1ADC_19A_n78A
DC_3A-19A_n1A-n79A2,DC_3A_n1ADC_3A_n79ADC_19A_n1ADC_19A_n79A
DC_3A-19A-21A_n77A2DC_3A-19A-21A_n77C2,DC_3A_n77ADC_19A_n77ADC_21A_n77A
DC_3A-19A-21A_n78A2DC_3A-19A-21A_n78C2,DC_3A_n78ADC_19A_n78ADC_21A_n78A
DC_3A-19A-21A_n79A2DC_3A-19A-21A_n79C2,DC_3A_n79ADC_19A_n79ADC_21A_n79A
DC_3A-19A-42A_n1A2DC_3A-19A-42C_n1A2,DC_3A_n1ADC_19A_n1ADC_42A_n1A
"DC_3A-19A-42A_n77A7,8,9DC_3A-19A-42A_n77C7,8DC_3A-19A-42C_n77A7,8,9DC_3A-19A-42C_n77C7,8DC_3A-19A-42D_n77A7,8DC_3A-19A-42D_n77C7,8",DC_3A_n77A9DC_19A_n77A9
