NR CA configuration,Uplink CA configurationor single uplink carrier 4,NR Band,Channel bandwidth (MHz) (NOTE 3),Bandwidth combination set
CA_n1A-n8A-n41A-n78C,CA_n1A-n8ACA_n1A-n41ACA_n1A-n78ACA_n1A-n78CCA_n8A-n41ACA_n8A-n78ACA_n8A-n78CCA_n41A-n78ACA_n41A-n78C,n1,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n8,"5, 10, 15, 20",
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n78,CA_n78C_BCS0,
CA_n1A-n8A-n78A-n79A,CA_n1A-n8ACA_n1A-n78ACA_n1A-n79ACA_n8A-n78ACA_n8A-n79ACA_n78A-n79A,n1,"5, 10, 15, 20",0
,,n8,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n79,"40, 50, 60, 80, 100",
CA_n1A-n8A-n78(2A)-n79A,-,n1,"5, 10, 15, 20",0
,,n8,"5, 10, 15, 20",
,,n78,CA_n78(2A)_BCS1,
,,n79,"40, 50, 60, 80, 100",
CA_n1A-n18A-n28A-n41A,"n415,6CA_n1A-n18ACA_n1A-n28ACA_n1A-n41A5CA_n18A-n28ACA_n18A-n41A5CA_n28A-n41A5",n1,"5, 10, 15, 20",0
,,n18,"5, 10, 15",
,,n28,"5, 10",
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
CA_n1A-n18A-n28A-n77A,"n775,6CA_n1A-n18ACA_n1A-n28ACA_n1A-n77A5CA_n18A-n28ACA_n18A-n77A5CA_n28A-n77A5",n1,"5, 10, 15, 20",0
,,n18,"5, 10, 15",
,,n28,"5, 10",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n1A-n18A-n41A-n77A,n415n775CA_n1A-n18ACA_n1A-n41A5CA_n1A-n77A5CA_n18A-n41A5CA_n18A-n77A5CA_n41A-n77A5,n1,"5, 10, 15, 20",0
,,n18,"5, 10, 15",
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n1A-n20A-n28A-n78A9,CA_n1A-n20ACA_n1A-n28ACA_n1A-n78ACA_n20A-n28ACA_n20A-n78ACA_n28A-n78A,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n20,n20 channel bandwidths in Table 5.3.5-1,
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n1A-n20A-n41A-n71A,CA_n1A-n20ACA_n1A-n41ACA_n1A-n71ACA_n20A-n41ACA_n20A-n71ACA_n41A-n71A,n1,"5, 10,15, 20, 25, 30, 40, 45, 50",0
,,n20,"5, 10,15, 20",
,,n41,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 60, 70, 80, 90, 100",
,,n71,"5, 10,15, 20, 25, 30, 35",
CA_n1A-n20A-n41A-n77A,CA_n1A-n20ACA_n1A-n41ACA_n1A-n77ACA_n20A-n41ACA_n20A-n77ACA_n41A-n77A,n1,"5, 10,15, 20, 25, 30, 40, 45, 50",0
,,n20,"5, 10,15, 20",
,,n41,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 60, 70, 80, 90, 100",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n1A-n20A-n41A-n77(2A),CA_n1A-n20ACA_n1A-n41ACA_n1A-n77ACA_n20A-n41ACA_n20A-n77ACA_n41A-n77A,n1,"5, 10,15, 20, 25, 30, 40, 45, 50",0
,,n20,"5, 10,15, 20",
,,n41,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 60, 70, 80, 90, 100",
,,n77,CA_n77(2A)_BCS1,
CA_n1A-n20A-n41A-n78A,CA_n1A-n20ACA_n1A-n41ACA_n1A-n78ACA_n20A-n41ACA_n20A-n78ACA_n41A-n78A,n1,"5, 10,15, 20, 25, 30, 40, 45, 50",0
,,n20,"5, 10,15, 20",
,,n41,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 60, 70, 80, 90, 100",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n1A-n20A-n67A-n78A,CA_n1A-n20ACA_n1A-n78ACA_n20A-n78A,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n20,n20 channel bandwidths in Table 5.3.5-1,
,,n67,n67 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n1A-n20A-n67A-n78(2A),CA_n1A-n20ACA_n1A-n78ACA_n20A-n78ACA_n78(2A),n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n20,n20 channel bandwidths in Table 5.3.5-1,
,,n67,n67 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78(2A)_BCS4 and 5,
CA_n1A-n20A-n71A-n78A,CA_n1A-n20ACA_n1A-n71ACA_n1A-n78ACA_n20A-n71ACA_n20A-n78ACA_n71A-n78A,n1,"5, 10,15, 20, 25, 30, 40, 45, 50",0
,,n20,"5, 10,15, 20",
,,n71,"5, 10,15, 20, 25, 30, 35",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n1A-n20A-n75A-n78A,CA_n1A-n20ACA_n1A-n78ACA_n20A-n78A,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n20,n20 channel bandwidths in Table 5.3.5-1,
,,n75,n75 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n1A-n20A-n75A-n78(2A),CA_n1A-n20ACA_n1A-n78ACA_n20A-n78ACA_n78(2A),n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n20,n20 channel bandwidths in Table 5.3.5-1,
,,n75,n75 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78(2A)_BCS4 and 5,
CA_n1A-n28A-n38A-n78A,-,n1,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n28,"5, 10, 15, 20, 30",
,,n38,"5, 10, 15, 20, 25, 30, 40",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n1A-n28A-n40A-n41A,CA_n1A-n28ACA_n1A-n40ACA_n1A-n41ACA_n28A-n40ACA_n28A-n41ACA_n40A-n41A,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n40,n40 channel bandwidths in Table 5.3.5-1,
,,n41,n41 channel bandwidths in Table 5.3.5-1,
CA_n1A-n28A-n40A-n77A,CA_n1A-n28ACA_n1A-n40ACA_n1A-n77ACA_n28A-n40ACA_n28A-n77ACA_n40A-n77A,n1,"5, 10, 15, 20",0
,,n28,"5, 10, 15, 20",
,,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 80",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n1A-n28A-n40A-n77(2A),CA_n1A-n28ACA_n1A-n40ACA_n1A-n77ACA_n28A-n40ACA_n28A-n77ACA_n40A-n77A,n1,"5, 10, 15, 20, 25, 30, 40, 45, 50",0
,,n28,"5, 10, 15, 20, 25, 30",
,,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n77,CA_n77(2A)_BCS1,
CA_n1A-n28A-n40A-n78A,CA_n1A-n28ACA_n1A-n40ACA_n1A-n78ACA_n28A-n40ACA_n28A-n78ACA_n40A-n78A,n1,"5, 10, 15, 20",0
,,n28,"5, 10, 15, 20",
,,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 80",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n40,n40 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n1A-n28A-n40B-n78A,CA_n1A-n28ACA_n1A-n40ACA_n1A-n78ACA_n28A-n40ACA_n28A-n78ACA_n40A-n78A,n1,"5, 10, 15, 20",0
,,n28,"5, 10, 15, 20",
,,n40,CA_n40B_BCS0,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n1A-n28A-n40A-n79A,CA_n1A-n28ACA_n1A-n40ACA_n1A-n79ACA_n28A-n40ACA_n28A-n79ACA_n40A-n79A,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n40,n40 channel bandwidths in Table 5.3.5-1,
,,n79,n79 channel bandwidths in Table 5.3.5-1,
CA_n1A-n28A-n41A-n77A,"n415,6n775,6CA_n1A-n28ACA_n1A-n41A5CA_n1A-n77A5CA_n28A-n41A5CA_n28A-n77A5CA_n41A-n77A5",n1,"5, 10, 15, 20",0
,,n28,"5, 10",
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n1A-n28A-n41A-n77(2A),"n415,6n775,6CA_n1A-n28ACA_n1A-n41A5CA_n1A-n77A5CA_n28A-n41A5CA_n28A-n77A5CA_n41A-n77A5",n1,"5, 10, 15, 20",0
,,n28,"5, 10",
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n77,CA_n77(2A)_BCS0,
CA_n1A-n28A-n41A-n79A,CA_n1A-n28ACA_n1A-n41ACA_n1A-n79ACA_n28A-n41ACA_n28A-n79ACA_n41A-n79A,n1,"5, 10, 15, 20",0
,,n28,"5, 10, 15, 20",
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n79,"40, 50, 60, 80, 100",
CA_n1A-n28A-n75A-n78A,-,n1,"5, 10, 15, 20",0
,,n28,"5, 10, 15, 20",
,,n75,"5, 10, 15, 20, 30, 40, 50",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,CA_n1A-n28ACA_n1A-n78ACA_n28A-n78A,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n75,n75 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n1A-n28A-n75A-n78(2A),CA_n1A-n28ACA_n1A-n78ACA_n28A-n78ACA_n78(2A),n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n75,n75 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78(2A)_BCS4 and 5,
CA_n1A-n28A-n77A-n79A,"n775,6n795,6CA_n1A-n28ACA_n1A-n77A5CA_n1A-n79A5CA_n28A-n77A5CA_n28A-n79A5CA_n77A-n79A",n1,"5, 10, 15, 20",0
,,n28,"5, 10, 15, 20",
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n79,"40, 50, 60, 80, 100",
,CA_n1A-n28ACA_n1A-n77ACA_n1A-n79ACA_n28A-n77ACA_n28A-n79ACA_n77A-n79A,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
,,n79,n79 channel bandwidths in Table 5.3.5-1,
CA_n1A-n28A-n78A-n79A,"n785,6n795,6CA_n1A-n28ACA_n1A-n78ACA_n1A-n79ACA_n28A-n78ACA_n28A-n79ACA_n78A-n79A",n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
,,n79,n79 channel bandwidths in Table 5.3.5-1,
CA_n1A-n28A-n77(2A)-n79A,CA_n1A-n28ACA_n1A-n77ACA_n1A-n79ACA_n28A-n77ACA_n28A-n79ACA_n77A-n79ACA_n77(2A),n1,"5, 10, 15, 20",0
,,n28,"5, 10, 15, 20",
,,n77,CA_n77(2A)_BCS0,
,,n79,"40, 50, 60, 80, 100",
,,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS 4 and 5,
,,n79,n79 channel bandwidths in Table 5.3.5-1,
CA_n1A-n28A-n77(3A)-n79A,CA_n1A-n28ACA_n1A-n77ACA_n1A-n79ACA_n28A-n77ACA_n28A-n79ACA_n77A-n79ACA_n77(2A),n1,"5, 10, 15, 20",0
,,n28,"5, 10, 15, 20",
,,n77,CA_n77(3A)_BCS0,
,,n79,"40, 50, 60, 80, 100",
,,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(3A)_BCS 4 and 5,
,,n79,n79 channel bandwidths in Table 5.3.5-1,
CA_n1A-n40A-n78A-n79A,CA_n1A-n40ACA_n1A-n78ACA_n1A-n79ACA_n40A-n78ACA_n40A-n79ACA_n78A-n79A,n1,n1 channel bandwidths in Table 5.3.5-1,4 and 5
,,n40,n40 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
,,n79,n79 channel bandwidths in Table 5.3.5-1,
CA_n1A-n40A-n78A-n105A,CA_n1A-n40ACA_n1A-n78ACA_n1A-n105ACA_n40A-n78ACA_n40A-n105ACA_n78A-n105A,n1,"5, 10, 15, 20",0
,,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 80",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n105,"5, 10, 15, 20, 25, 30, 35",
CA_n1A-n41A-n71A-n77A,CA_n1A-n41ACA_n1A-n71A CA_n1A-n77A CA_n41A-n71ACA_n41A-n77ACA_n71A-n77A,n1,"5, 10,15, 20, 25, 30, 40, 45, 50",0
,,n41,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 60, 70, 80, 90, 100",
,,n71,"5, 10,15, 20, 25, 30, 35",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n1A-n41A-n71A-n77(2A),CA_n1A-n41ACA_n1A-n71A CA_n1A-n77A CA_n41A-n71ACA_n41A-n77ACA_n71A-n77A,n1,"5, 10,15, 20, 25, 30, 40, 45, 50",0
,,n41,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 60, 70, 80, 90, 100",
,,n71,"5, 10,15, 20, 25, 30, 35",
,,n77,CA_n77(2A)_BCS1,
CA_n1A-n41A-n71A-n78A,CA_n1A-n41ACA_n1A-n71ACA_n1A-n78ACA_n41A-n71ACA_n41A-n78ACA_n71A-n78A,n1,"5, 10, 15, 20, 30, 40, 50",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n71,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n1A-n41A-n71A-n78C,CA_n1A-n41ACA_n1A-n71ACA_n1A-n78ACA_n1A-n78CCA_n41A-n71ACA_n41A-n78ACA_n41A-n78CCA_n71A-n78ACA_n71A-n78C,n1,"5, 10, 15, 20, 30, 40, 50",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n71,"5, 10, 15, 20",
,,n78,CA_n78C_BCS0,
CA_n1A-n41A-n77A-n79A,CA_n1A-n41ACA_n1A-n77ACA_n1A-n79ACA_n41A-n77ACA_n41A-n79ACA_n77A-n79A,n1,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n79,"40, 50, 60, 80, 100",
CA_n1A-n41A-n77(2A)-n79A,CA_n1A-n41ACA_n1A-n77ACA_n1A-n79ACA_n41A-n77ACA_n41A-n79ACA_n77A-n79A,n1,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n77,CA_n77(2A)_BCS0,
,,n79,"40, 50, 60, 80, 100",
CA_n2A-n5A-n30A-n66A,CA_n2A-n5ACA_n2A-n30ACA_n2A-n66ACA_n5A-n30ACA_n5A-n66ACA_n30A-n66A,n2,"5, 10, 15, 20",0
,,n5,"5, 10, 15, 20",
,,n30,"5, 10",
,,n66,"10, 15, 20, 25, 30, 40",
,,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n30,n30 channel bandwidths in Table 5.3.5-1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n5A-n30A-n66A,CA_n2A-n5ACA_n2A-n30ACA_n2A-n66ACA_n5A-n30ACA_n5A-n66ACA_n30A-n66A,n2,CA_n2(2A)_BCS0,0
,,n5,"5, 10, 15, 20",
,,n30,"5, 10",
,,n66,"10, 15, 20, 25, 30, 40",
CA_n2A-n5A-n30A-n66(2A),CA_n2A-n5ACA_n2A-n30ACA_n2A-n66ACA_n5A-n30ACA_n5A-n66ACA_n30A-n66A,n2,"5, 10, 15, 20",0
,,n5,"5, 10, 15, 20",
,,n30,"5, 10",
,,n66,CA_n66(2A)_BCS1,
CA_n2A-n5A-n30A-n77A,"n775,6CA_n2A-n5ACA_n2A-n30ACA_n2A-n77A5CA_n5A-n30ACA_n5A-n77A5CA_n30A-n77A5",n2,"5, 10, 15, 20",0
,,n5,"5, 10, 15, 20",
,,n30,"5, 10",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n30,n30 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n5A-n30A-n77A,"n775,6CA_n2A-n5ACA_n2A-n30ACA_n2A-n77A5CA_n5A-n30ACA_n5A-n77A5CA_n30A-n77A5",n2,CA_n2(2A)_BCS0,0
,,n5,"5, 10, 15, 20",
,,n30,"5, 10",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n2(2A)-n5A-n30A-n77(2A),"n775,6CA_n2A-n5ACA_n2A-n30ACA_n2A-n77A5CA_n5A-n30ACA_n5A-n77A5CA_n30A-n77A5",n2,CA_n2(2A)_BCS0,0
,,n5,"5, 10, 15, 20",
,,n30,"5, 10",
,,n77,CA_n77(2A)_BCS1,
CA_n2A-n5A-n30A-n77(2A),"n775,6CA_n2A-n5ACA_n2A-n30ACA_n2A-n77A5CA_n5A-n30ACA_n5A-n77A5CA_n30A-n77A5",n2,"5, 10, 15, 20",0
,,n5,"5, 10, 15, 20",
,,n30,"5, 10",
,,n77,CA_n77(2A)_BCS1,
,,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n30,n30 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS4 and 5,
CA_n2A-n5A-n48A-n66A,-,n2,"5, 10, 15, 20",0
,,n5,"5, 10, 15, 20",
,,n48,"5, 10, 15, 20, 30, 40, 508, 608, 708, 808, 908, 1008",
,,n66,"10, 15, 20, 25, 30, 40",
,CA_n2A-n5ACA_n2A-n48ACA_n2A-n66ACA_n5A-n48ACA_n5A-n66ACA_n48A-n66A,n2,"5, 10, 15, 20, 25, 30, 40",1
,,n5,"5, 10, 15, 20, 25",
,,n48,"5, 10, 15, 20, 30, 40, 508, 608, 708, 808, 908, 1008",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n5A-n48A-n66A,CA_n2A-n5ACA_n2A-n48ACA_n2A-n66ACA_n5A-n48ACA_n5A-n66ACA_n48A-n66A,n2,CA_n2(2A)_BCS 4 and 5,4 and 5
,,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n2A-n5A-n48A-n66(2A),CA_n2A-n5ACA_n2A-n48ACA_n2A-n66ACA_n5A-n48ACA_n5A-n66ACA_n48A-n66A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n66,CA_n66(2A)_BCS 4 and 5,
CA_n2(2A)-n5A-n48A-n66(2A),CA_n2A-n5ACA_n2A-n48ACA_n2A-n66ACA_n5A-n48ACA_n5A-n66ACA_n48A-n66A,n2,CA_n2(2A)_BCS 4 and 5,4 and 5
,,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n66,CA_n66(2A)_BCS 4 and 5,
CA_n2A-n5A-n48(2A)-n66(2A),CA_n2A-n5ACA_n2A-n48ACA_n2A-n66ACA_n5A-n48ACA_n5A-n66ACA_n48A-n66A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n48,CA_n48(2A)_BCS 4 and 5,
,,n66,CA_n66(2A)_BCS 4 and 5,
CA_n2A-n5A-n48B-n66(2A),CA_n2A-n5ACA_n2A-n48ACA_n2A-n66ACA_n2A-n48BCA_n5A-n48ACA_n5A-n48BCA_n5A-n66ACA_n48A-n66ACA_n48B-n66ACA_n48B,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n48,CA_n48B_BCS 4 and 5,
,,n66,CA_n66(2A)_BCS 4 and 5,
CA_n2A-n5A-n48B-n66A,-,n2,"5, 10, 15, 20",0
,,n5,"5, 10, 15, 20",
,,n48,CA_n48B_BCS2,
,,n66,"10, 15, 20, 25, 30, 40",
,CA_n2A-n5ACA_n2A-n48ACA_n2A-n66ACA_n5A-n48ACA_n5A-n66ACA_n48A-n66A,n2,"5, 10, 15, 20, 25, 30, 40",1
,,n5,"5, 10, 15, 20, 25",
,,n48,CA_n48B_BCS0,
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n2,"5, 10, 15, 20, 25, 30, 40",2
,,n5,"5, 10, 15, 20, 25",
,,n48,CA_n48B_BCS1,
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n2,"5, 10, 15, 20, 25, 30, 40",3
,,n5,"5, 10, 15, 20, 25",
,,n48,CA_n48B_BCS2,
,,n66,"5, 10, 15, 20, 25, 30, 40",
,CA_n48BCA_n2A-n5ACA_n2A-n48ACA_n2A-n48BCA_n2A-n66ACA_n5A-n48ACA_n5A-n48BCA_n5A-n66ACA_n48A-n66A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,CA_n48B-n66A,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n48,CA_n48B_BCS 4 and 5,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n2A-n5B-n48B-n66A,CA_n2A-n5ACA_n2A-n48ACA_n2A-n48BCA_n2A-n66ACA_n5A-n48ACA_n5A-n48BCA_n5A-n66ACA_n48A-n66ACA_n48B-n66ACA_n48B,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,CA_n5B,n5,CA_n5B_BCS 4 and 5,
,,n48,CA_n48B_BCS 4 and 5,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n2A-n5A-n48(2A)-n66A,-,n2,"5, 10, 15, 20",0
,,n5,"5, 10, 15, 20",
,,n48,CA_n48(2A)_BCS1,
,,n66,"10, 15, 20, 25, 30, 40",
,CA_n2A-n5ACA_n2A-n48ACA_n2A-n66ACA_n5A-n48ACA_n5A-n66ACA_n48A-n66A,n2,"5, 10, 15, 20, 25, 30, 40",1
,,n5,"5, 10, 15, 20, 25",
,,n48,CA_n48(2A)_BCS0,
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n2,"5, 10, 15, 20, 25, 30, 40",2
,,n5,"5, 10, 15, 20, 25",
,,n48,CA_n48(2A)_BCS1,
,,n66,"5, 10, 15, 20, 25, 30, 40",
,CA_n2A-n5ACA_n2A-n48ACA_n2A-n66ACA_n5A-n48ACA_n5A-n66ACA_n48A-n66A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n48,CA_n48(2A)_BCS 4 and 5,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n2A-n5B-n48A-n66A,CA_n5BCA_n2A-n5ACA_n2A-n66ACA_n2A-n48ACA_n5A-n66ACA_n5A-n48ACA_n48A-n66A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n5,CA_n5B_BCS 4 and 5,
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n5B-n48A-n66A,CA_n5BCA_n2A-n5ACA_n2A-n48ACA_n2A-n66ACA_n5A-n48ACA_n5A-n66ACA_n48A-n66A,n2,CA_n2(2A)_BCS 4 and 5,4 and 5
,,n5,CA_n5B_BCS 4 and 5,
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n2A-n5B-n48(2A)-n66A,CA_n5BCA_n2A-n5ACA_n2A-n48ACA_n2A-n66ACA_n5A-n48ACA_n5A-n66ACA_n48A-n66A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n5,CA_n5B_BCS 4 and 5,
,,n48,CA_n48(2A)_BCS 4 and 5,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n2A-n5B-n48A-n66(2A),CA_n5BCA_n2A-n5ACA_n2A-n48ACA_n2A-n66ACA_n5A-n48ACA_n5A-n66ACA_n48A-n66A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n5,CA_n5B_BCS 4 and 5,
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n66,CA_n66(2A)_BCS 4 and 5,
CA_n2(2A)-n5A-n48(2A)-n66A,CA_n2A-n5ACA_n2A-n48ACA_n2A-n66ACA_n5A-n48ACA_n5A-n66ACA_n48A-n66A,n2,CA_n2(2A)_BCS 4 and 5,4 and 5
,,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n48,CA_n48(2A)_BCS 4 and 5,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n5A-n48B-n66A,CA_n2A-n5ACA_n2A-n48ACA_n2A-n48BCA_n2A-n66ACA_n5A-n48ACA_n5A-n48BCA_n5A-n66ACA_n48A-n66ACA_n48B-n66ACA_n48B,n2,CA_n2(2A)_BCS 4 and 5,4 and 5
,,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n48,CA_n48B_BCS 4 and 5,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n2A-n5A-n48(A-B)-n66A,-,n2,"5, 10, 15, 20",0
,,n5,"5, 10, 15, 20",
,,n48,CA_n48(A-B)_BCS1,
,,n66,"10, 15, 20, 25, 30, 40",
,CA_n2A-n5ACA_n2A-n48ACA_n2A-n66ACA_n5A-n48ACA_n5A-n66ACA_n48A-n66A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n5,n5 channel bandwidths in Table 5.3.5-1,
,,n48,CA_n48(A-B)_BCS 4 and 5,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
