NR CA configuration,Uplink CA configurationor single uplink carrier6,NR Band,Channel bandwidth (MHz) (NOTE 3),Bandwidth combination set
,,n14,n14 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2A-n14A-n77(2A),"n777,9CA_n2A-n14ACA_n2A-n77A7CA_n14A-n77A7",n2,"5, 10, 15, 20",0
,,n14,"5, 10",
,,n77,CA_n77(2A)_BCS1,
,,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n14,n14 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS4 and 5,
CA_n2(2A)-n14A-n77A,"n777,9CA_n2A-n14ACA_n2A-n77A7CA_n14A-n77A7",n2,CA_n2(2A)_BCS0,0
,,n14,"5, 10",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n2,CA_n2(2A)_BCS4 and 5,4 and 5
,,n14,n14 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n14A-n77(2A),"n777,9CA_n2A-n14ACA_n2A-n77A7CA_n14A-n77A7",n2,CA_n2(2A)_BCS0,0
,,n14,"5, 10",
,,n77,CA_n77(2A)_BCS1,
,,n2,CA_n2(2A)_BCS4 and 5,4 and 5
,,n14,n14 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS4 and 5,
CA_n2A-n29A-n30A,CA_n2A-n30A,n2,"5, 10, 15, 20",0
,,n29,"5, 10",
,,n30,"5, 10",
CA_n2(2A)-n29A-n30A,CA_n2A-n30A,n2,CA_n2(2A)_BCS0,0
,,n29,"5, 10",
,,n30,"5, 10",
CA_n2A-n29A-n66A,CA_n2A-n66A,n2,"5, 10, 15, 20",0
,,n29,"5, 10",
,,n66,"5, 10, 15, 20, 25, 30, 40",
CA_n2(2A)-n29A-n66A,CA_n2A-n66A,n2,CA_n2(2A)_BCS0,0
,,n29,"5, 10",
,,n66,"5, 10, 15, 20, 25, 30, 40",
CA_n2A-n29A-n66(2A),CA_n2A-n66A,n2,"5, 10, 15, 20",0
,,n29,"5, 10",
,,n66,CA_n66(2A)_BCS1,
CA_n2(2A)-n29A-n66(2A),CA_n2A-n66A,n2,CA_n2(2A)_BCS0,0
,,n29,"5, 10",
,,n66,CA_n66(2A)_BCS1,
CA_n2A-n29A-n77A,"n777,9CA_n2A-n77A7",n2,"5, 10, 15, 20",0
,,n29,"5, 10",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n2(2A)-n29A-n77A,"n777,9CA_n2A-n77A7",n2,CA_n2(2A)_BCS0,0
,,n29,"5, 10",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n2A-n29A-n77(2A),"n777,9CA_n2A-n77A7",n2,"5, 10, 15, 20",0
,,n29,"5, 10",
,,n77,CA_n77(2A)_BCS1,
CA_n2(2A)-n29A-n77(2A),"n777,9CA_n2A-n77A7",n2,CA_n2(2A)_BCS0,0
,,n29,"5, 10",
,,n77,CA_n77(2A)_BCS1,
CA_n2A-n30A-n66A,CA_n2A-n30ACA_n2A-n66ACA_n30A-n66A,n2,"5, 10, 15, 20",0
,,n30,"5, 10",
,,n66,"5, 10, 15, 20, 40",
,,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n30,n30 channel bandwidths in Table 5.3.5-1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n30A-n66A,CA_n2A-n30ACA_n2A-n66ACA_n30A-n66A,n2,CA_n2(2A)_BCS0,0
,,n30,"5, 10",
,,n66,"5, 10, 15, 20, 40",
,,n2,CA_n2(2A)_BCS4 and 5,4 and 5
,,n30,n30 channel bandwidths in Table 5.3.5-1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n2A-n30A-n66(2A),CA_n2A-n30ACA_n2A-n66ACA_n30A-n66A,n2,"5, 10, 15, 20",0
,,n30,"5, 10",
,,n66,CA_n66(2A)_BCS0,
,,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n30,n30 channel bandwidths in Table 5.3.5-1,
,,n66,CA_n66(2A)_BCS4 and 5,
CA_n2(2A)-n30A-n66(2A),CA_n2A-n30ACA_n2A-n66ACA_n30A-n66A,n2,CA_n2(2A)_BCS0,0
,,n30,"5, 10",
,,n66,CA_n66(2A)_BCS1,
CA_n2A-n30A-n66(3A),CA_n2A-n30ACA_n2A-n66ACA_n30A-n66A,n2,"5, 10, 15, 20",0
,,n30,"5, 10",
,,n66,CA_n66(3A)_BCS0,
,,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n30,n30 channel bandwidths in Table 5.3.5-1,
,,n66,CA_n66(3A)_BCS4 and 5,
CA_n2A-n30A-n77A,"n777,9CA_n2A-n30ACA_n2A-n77A7CA_n30A-n77A7",n2,"5, 10, 15, 20",0
,,n30,"5, 10",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n30,n30 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2A-n30A-n77(2A),"n777,9CA_n2A-n30ACA_n2A-n77A7CA_n30A-n77A7",n2,"5, 10, 15, 20",0
,,n30,"5, 10",
,,n77,CA_n77(2A)_BCS1,
,,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n30,n30 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n2(2A)-n30A-n77A,"n777,9CA_n2A-n30ACA_n2A-n77A7CA_n30A-n77A7",n2,CA_n2(2A)_BCS0,0
,,n30,"5, 10",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n2,CA_n2(2A)_BCS 4 and 5,4 and 5
,,n30,n30 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n30A-n77(2A),"n777,9CA_n2A-n30ACA_n2A-n77A7CA_n30A-n77A7",n2,CA_n2(2A)_BCS0,0
,,n30,"5, 10",
,,n77,CA_n77(2A)_BCS1,
,,n2,CA_n2(2A)_BCS 4 and 5,4 and 5
,,n30,n30 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n2A-n41A-n66A,-,n2,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n66,"5, 10, 15, 20, 40",
CA_n2A-n41A-n71A,-,n2,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n71,"5, 10, 15, 20",
CA_n2A-n48A-n66A,CA_n2A-n48ACA_n2A-n66ACA_n48A-n66A,n2,"5, 10, 15, 20",0
,,n48,"5, 10, 15, 20, 30, 40, 5012, 6012, 7012, 8012, 9012, 10012",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n48A-n66A,CA_n2A-n48ACA_n2A-n66ACA_n48A-n66A,n2,CA_n2(2A)_BCS4 and 5,4 and 5
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n48B-n66A,CA_n2A-n48ACA_n2A-n66ACA_n2A-n48BCA_n48A-n66ACA_n48B-n66ACA_n48B,n2,CA_n2(2A)_BCS4 and 5,4 and 5
,,n48,CA_n48B_BCS4 and 5,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n2A-n48(A-B)-n66A,CA_n2A-n48ACA_n2A-n66ACA_n48A-n66A,n2,"5, 10, 15, 20, 25, 30, 40",0
,,n48,CA_n48(A-B)_BCS0,
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n2,"5, 10, 15, 20, 25, 30, 40",1
,,n48,CA_n48(A-B)_BCS1,
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,CA_n48(A-B)_BCS4 and 5,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n2A-n48B-n66A,CA_n48BCA_n2A-n48ACA_n2A-n66ACA_n2A-n48BCA_n48A-n66ACA_n48B-n66A,n2,"5, 10, 15, 20",0
,,n48,CA_n48B_BCS0,
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n2,"5, 10, 15, 20",1
,,n48,CA_n48B_BCS1,
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n2,"5, 10, 15, 20",2
,,n48,CA_n48B_BCS2,
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,CA_n48B_BCS4 and 5,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n2A-n48(2A)-n66A,CA_n2A-n48ACA_n2A-n66ACA_n48A-n66A,n2,"5, 10, 15, 20",0
,,n48,CA_n48(2A)_BCS0,
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n2,"5, 10, 15, 20",1
,,n48,CA_n48(2A)_BCS1,
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,CA_n48(2A)_BCS4 and 5,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n2A-n48A-n66(2A),CA_n2A-n48ACA_n2A-n66ACA_n48A-n66A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n66,CA_n66(2A)_BCS4 and 5,
CA_n2A-n48B-n66(2A),CA_n2A-n48ACA_n2A-n66ACA_n2A-n48BCA_n48A-n66ACA_n48B-n66ACA_n48B,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,CA_n48B_BCS4 and 5,
,,n66,CA_n66(2A)_BCS4 and 5,
CA_n2(2A)-n48(2A)-n66A,CA_n2A-n48ACA_n2A-n66ACA_n48A-n66A,n2,CA_n2(2A)_BCS4 and 5,4 and 5
,,n48,CA_n48(2A)_BCS4 and 5,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n48A-n66(2A),CA_n2A-n48ACA_n2A-n66ACA_n48A-n66A,n2,CA_n2(2A)_BCS4 and 5,4 and 5
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n66,CA_n66(2A)_BCS4 and 5,
CA_n2A-n48(2A)-n66(2A),CA_n2A-n48ACA_n2A-n66ACA_n48A-n66A,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,CA_n48(2A)_BCS4 and 5,
,,n66,CA_n66(2A)_BCS4 and 5,
CA_n2(2A)-n48B-n66(2A),CA_n2A-n48ACA_n2A-n66ACA_n2A-n48BCA_n48A-n66ACA_n48B-n66ACA_n48B,n2,CA_n2(2A)_BCS4 and 5,4 and 5
,,n48,CA_n48B_BCS4 and 5,
,,n66,CA_n66(2A)_BCS4 and 5,
CA_n2(2A)-n48(2A)-n66(2A),CA_n2A-n48ACA_n2A-n66ACA_n48A-n66A,n2,CA_n2(2A)_BCS4 and 5,4 and 5
,,n48,CA_n48(2A)_BCS4 and 5,
,,n66,CA_n66(2A)_BCS4 and 5,
CA_n2A-n48A-n77A,"n777,9CA_n2A-n48ACA_n2A-n77A7,13,14",n2,"5, 10, 15, 20",0
,,n48,"5, 10, 15, 20, 30, 40, 5012, 6012, 7012, 8012, 9012, 10012",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,"n777,9CA_n2A-n48ACA_n2A-n77A7,13,14",n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2A-n48A-n77C,"n777,9CA_n2A-n48ACA_n2A-n77A7,13,14CA_n77C7,9",n2,"5, 10, 15, 20, 25, 30, 40",0
,,n48,"5, 10, 15, 20, 30, 40, 5012, 6012, 7012, 8012, 9012, 10012",
,,n77,CA_n77C_BCS0,
,,n2,"5, 10, 15, 20, 25, 30, 40",1
,,n48,"5, 10, 15, 20, 30, 40, 5012, 6012, 7012, 8012, 9012, 10012",
,,n77,CA_n77C_BCS1,
,"n777,9CA_n2A-n48ACA_n2A-n77A7,13,14CA_n2A-n77C7,13,14CA_n77C7,9",n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77C_BCS4 and 5,
CA_n2A-n48(2A)-n77C,"n777,9CA_n2A-n48ACA_n2A-n77A7,13,14",n2,"5, 10, 15, 20, 25, 30, 40",0
,,n48,CA_n48(2A)_BCS1,
,,n77,CA_n77C_BCS1,
,"n777,9CA_n77CCA_n2A-n48ACA_n2A-n77A7,13,14CA_n2A-n77C7,9,13,14",n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,CA_n48(2A)_BCS4 and 5,
,,n77,CA_n77C_BCS4 and 5,
CA_n2A-n48B-n77A,"n777,9CA_n48BCA_n2A-n48ACA_n2A-n77A7,13,14",n2,"5, 10, 15, 20",0
,,n48,CA_n48B_BCS0,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n2,"5, 10, 15, 20",1
,,n48,CA_n48B_BCS1,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n2,"5, 10, 15, 20",2
,,n48,CA_n48B_BCS2,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,"n777,9CA_n48BCA_n2A-n48ACA_n2A-n48BCA_n2A-n77A7,13,14",n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,CA_n48B_BCS4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2A-n48B-n77C,"n777,9CA_n48BCA_n2A-n48ACA_n2A-n77A7,13,14",n2,"5, 10, 15, 20, 25, 30, 40",0
,,n48,CA_n48B_BCS2,
,,n77,CA_n77C_BCS1,
,"n777,9CA_n48BCA_n77C7,9CA_n2A-n48ACA_n2A-n48BCA_n2A-n77A7,13,14CA_n2A-n77C7,13,14",n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,CA_n48B_BCS4 and 5,
,,n77,CA_n77C_BCS4 and 5,
CA_n2(2A)-n48B-n77A,"n777,9CA_n2A-n48ACA_n2A-n48BCA_n2A-n77A7,13,14CA_n48B",n2,CA_n2(2A)_BCS4 and 5,4 and 5
,,n48,CA_n48B_BCS4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2A-n48(2A)-n77A,"n777,9CA_n2A-n48ACA_n2A-n77A7,13,14",n2,"5, 10, 15, 20",0
,,n48,CA_n48(2A)_BCS0,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n2,"5, 10, 15, 20",1
,,n48,CA_n48(2A)_BCS1,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,CA_n48(2A)_BCS4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n48A-n77A,"n777,9CA_n2A-n48ACA_n2A-n77A7,13,14",n2,CA_n2(2A)_BCS4 and 5,4 and 5
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n48(2A)-n77A,"n777,9CA_n2A-n48ACA_n2A-n77A7,13,14",n2,CA_n2(2A)_BCS4 and 5,4 and 5
,,n48,CA_n48(2A)_BCS4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n48A-n77C,"n777,9CA_n2A-n48ACA_n2A-n77A7,13,14CA_n2A-n77C7,13,14CA_n77C7,9",n2,CA_n2(2A)_BCS4 and 5,4 and 5
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77C_BCS4 and 5,
CA_n2(2A)-n48(2A)-n77C,"n777,9CA_n2A-n48ACA_n2A-n77A7,13,14CA_n2A-n77C7,13,14CA_n77C7,9",n2,CA_n2(2A)_BCS4 and 5,4 and 5
,,n48,CA_n48(2A)_BCS4 and 5,
,,n77,CA_n77C_BCS4 and 5,
CA_n2(2A)-n48B-n77C,"n777,9CA_n2A-n48ACA_n2A-n48BCA_n2A-n77A7,13,14CA_n2A-n77C7,13,14CA_n48BCA_n77C",n2,CA_n2(2A)_BCS4 and 5,4 and 5
,,n48,CA_n48B_BCS4 and 5,
,,n77,CA_n77C_BCS4 and 5,
CA_n2A-n66A-n71A,-,n2,"5, 10, 15, 20",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n71,"5, 10, 15, 20",
CA_n2A-n66A-n77A,"n777,9CA_n2A-n66ACA_n2A-n77A7,13,14CA_n66A-n77A7,13,14",n2,"5, 10, 15, 20",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,"n777,9CA_n2A-n66ACA_n2A-n77A7,13,14CA_n66A-n77A7,13,14",n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n66A-n77A,"n777,9CA_n2A-n66ACA_n2A-n77A7,13,14CA_n66A-n77A7,13,14",n2,CA_n2(2A)_BCS0,0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,"n777,9CA_n2A-n66ACA_n2A-n77A7,13,14CA_n66A-n77A7,13,14",n2,CA_n2(2A)_BCS4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n66A-n77C,"n777,9CA_n2A-n66ACA_n2A-n77A7,13,14CA_n2A-n77C7,13,14CA_n66A-n77A7,13,14CA_n66A-n77C7,13,14CA_n77C7,9",n2,CA_n2(2A)_BCS4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77C_BCS4 and 5,
CA_n2A-n66(2A)-n77A,"n777,9CA_n2A-n66ACA_n2A-n77A7,13,14CA_n66A-n77A7,13,14",n2,"5, 10, 15, 20",0
,,n66,CA_n66(2A)_BCS1,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,"n777,9CA_n2A-n66ACA_n2A-n77A7,13,14CA_n66A-n77A7,13,14",n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,CA_n66(2A)_BCS4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2A-n66(2A)-n77C,"n777,9CA_n2A-n66ACA_n2A-n77A7,13,14CA_n2A-n77C7,13,14CA_n66A-n77A7,13,14CA_n66A-n77C7,13,14CA_n77C7,9",n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,CA_n66(2A)_BCS4 and 5,
,,n77,CA_n77C_BCS4 and 5,
CA_n2A-n66A-n77C,"n777,9CA_n2A-n66ACA_n2A-n77A7,13,14CA_n66A-n77A7,13,14",n2,"5, 10, 15, 20, 25, 30, 40",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77C_BCS0,
,,n2,"5, 10, 15, 20, 25, 30, 40",1
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77C_BCS1,
,"n777,9CA_n77C7,9CA_n2A-n66ACA_n2A-n77A7,13,14CA_n2A-n77C7,13,14CA_n66A-n77A7,13,14CA_n66A-n77C7,13,14",n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77C_BCS4 and 5,
CA_n2A-n66A-n77(2A),"n777,9CA_n2A-n66ACA_n2A-n77A7CA_n66A-n77A7",n2,"5, 10, 15, 20",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77(2A)_BCS1,
,,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS4 and 5,
CA_n2(2A)-n66(2A)-n77A,"n777,9CA_n2A-n66ACA_n66A-n77A7,13,14CA_n2A-n77A7,13,14",n2,CA_n2(2A)_BCS0,0
,,n66,CA_n66(2A)_BCS1,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,"n777,9CA_n2A-n66ACA_n66A-n77A7,13,14CA_n2A-n77A7,13,14",n2,CA_n2(2A)_BCS4 and 5,4 and 5
,,n66,CA_n66(2A)_BCS4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n66(2A)-n77C,"n777,9CA_n2A-n66ACA_n66A-n77A7,13,14CA_n66A-n77C7,13,14CA_n2A-n77A7,13,14CA_n2A-n77C7,13,14CA_n77C7,9",n2,CA_n2(2A)_BCS4 and 5,4 and 5
,,n66,CA_n66(2A)_BCS4 and 5,
,,n77,CA_n77C_BCS4 and 5,
CA_n2(2A)-n66(2A)-n77(2A),"n777,9CA_n2A-n66ACA_n2A-n77A7CA_n66A-n77A7",n2,CA_n2(2A)_BCS0,0
,,n66,CA_n66(2A)_BCS1,
,,n77,CA_n77(2A)_BCS1,
CA_n2(2A)-n66A-n77(2A),"n777,9CA_n2A-n66ACA_n66A-n77A7CA_n2A-n77A7",n2,CA_n2(2A)_BCS0,0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77(2A)_BCS1,
,,n2,CA_n2(2A)_BCS4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS4 and 5,
CA_n2A-n66(2A)-n77(2A),"n777,9CA_n2A-n66ACA_n66A-n77A7CA_n2A-n77A7",n2,"5, 10, 15, 20",0
,,n66,CA_n66(2A)_BCS1,
,,n77,CA_n77(2A)_BCS1,
,,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,CA_n66(2A)_BCS4 and 5,
,,n77,CA_n77(2A)_BCS4 and 5,
CA_n2A-n66(3A)-n77A,"n777,9CA_n2A-n66ACA_n66A-n77A7CA_n2A-n77A7",n2,"5, 10, 15, 20",0
,,n66,CA_n66(3A)_BCS0,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n2A-n66(3A)-n77(2A),"n777,9CA_n2A-n66ACA_n2A-n77A7CA_n66A-n77A7",n2,"5, 10, 15, 20",0
,,n66,CA_n66(3A)_BCS0,
,,n77,CA_n77(2A)_BCS1,
CA_n2A-n66A-n78A,-,n2,"5, 10, 15, 20",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n2A-n66A-n78(2A),-,n2,"5, 10, 15, 20",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n78,CA_n78(2A)_BCS2,
CA_n2A-n71A-n77A,CA_n2A-n71ACA_n2A-n77ACA_n71A-n77A,n2,"5, 10, 15, 20, 25, 30, 35, 40",0
,,n71,"5, 10, 15, 20, 25, 30, 35",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n2A-n71A-n77(2A),CA_n2A-n71ACA_n2A-n77ACA_n71A-n77A,n2,"5, 10, 15, 20, 25, 30, 35, 40",0
,,n71,"5, 10, 15, 20, 25, 30, 35",
,,n77,CA_n77(2A)_BCS1,
CA_n2A-n71A-n78A,-,n2,"5, 10, 15, 20",0
,,n71,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n2A-n71A-n78(2A),-,n2,"5, 10, 15, 20",0
,,n71,"5, 10, 15, 20",
,,n78,CA_n78(2A)_BCS2,
CA_n3A-n5A-n7A,-,n3,"5, 10, 15, 20, 25, 30",0
,,n5,"5, 10, 15, 20",
,,n7,"5, 10, 15, 20, 25, 30, 40",
,CA_n3A-n5ACA_n3A-n7ACA_n5A-n7A,n3,"5, 10, 15, 20, 25, 30, 40, 50",1
,,n5,"5, 10, 15, 20",
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
CA_n3A-n5A-n7B,-,n3,"5, 10, 15, 20, 25, 30",0
,,n5,"5, 10, 15, 20",
,,n7,CA_n7B_BCS0,
,CA_n3A-n5ACA_n3A-n7ACA_n5A-n7ACA_n7B,n3,"5, 10, 15, 20, 25, 30, 40, 50",1
,,n5,"5, 10, 15, 20",
,,n7,CA_n7B_BCS0,
CA_n3A-n5A-n8A,-,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n5,"5, 10, 15, 20",
,,n8,"5, 10, 15, 20",
CA_n3A-n5A-n28A,-,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n5,"5, 10, 15, 20",
,,n28,"5, 10, 15, 20, 30",
,CA_n3A-n5ACA_n3A-n28ACA_n5A-n28A,n3,See n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n5,See n5 channel bandwidths in Table 5.3.5-1,
,,n28,See n28 channel bandwidths in Table 5.3.5-1,
CA_n3A-n5A-n78A,CA_n3A-n5ACA_n3A-n78ACA_n5A-n78A,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n5,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3A-n5A-n78(2A),CA_n3A-n5ACA_n3A-n78ACA_n5A-n78A,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,n5,"5, 10, 15, 20, 25",
,,n78,CA_n78(2A)_BCS2,
CA_n3A-n5A-n78C,CA_n78CCA_n3A-n5ACA_n3A-n78ACA_n5A-n78A,n3,See n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n5,See n5 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78C_BCS4 and 5,
CA_n3A-n5A-n78(A-C),CA_n78CCA_n3A-n5ACA_n3A-n78ACA_n5A-n78A,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,n5,"5, 10, 15, 20, 25",
,,n78,CA_n78(A-C)_BCS1,
CA_n3A-n5A-n79A,CA_n3A-n5ACA_n3A-n79ACA_n5A-n79A,n3,See n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n5,See n5 channel bandwidths in Table 5.3.5-1,
,,n79,See n79 channel bandwidths in Table 5.3.5-1,
CA_n3A-n7A-n8A,CA_n3A-n7ACA_n3A-n8ACA_n7A-n8A,n3,"5, 10, 15, 20, 25, 30, 35, 40, 50",0
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n8,"5, 10, 15, 20, 35",
CA_n3A-n7(2A)-n8A,CA_n3A-n7ACA_n3A-n8ACA_n7A-n8A,n3,"5, 10, 15, 20, 25, 30",0
,,n7,CA_n7(2A)_BCS0,
,,n8,"5, 10, 15, 20",
CA_n3(2A)-n7A-n8A,CA_n3A-n7ACA_n3A-n8ACA_n7A-n8A,n3,CA_n3(2A)_BCS0,0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n8,"5, 10, 15, 20",
