NR CA configuration,Uplink CA configurationor single uplink carrier 4,NR Band,Channel bandwidth (MHz) (NOTE 3),Bandwidth combination set
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n25A-n41(2A)-n71A-n77(2A),CA_n25A-n41ACA_n25A-n71ACA_n25A-n77ACA_n41A-n71ACA_n41A-n77ACA_n71A-n77A,n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n41,CA_n41(2A)_BCS 4 and 5,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n25A-n41(3A)-n71A-n77A,"n415,6n775,6CA_n25A-n41A5CA_n25A-n71ACA_n25A-n77A5CA_n41A-n71A5CA_n41A-n77A5CA_n71A-n77A5",n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n41,CA_n41(3A)_BCS 4 and 5,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n25A-n41(2A)-n71B-n77A,"n255n415,6n715n775,6CA_n25A-n41A5CA_n25A-n71A5CA_n25A-n77A5CA_n41A-n71A5CA_n41A-n77A5CA_n71A-n77A5",n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n41,CA_n41(2A)_BCS 4 and 5,
,,n71,CA_n71B_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n25A-n41(2A)-n71(2A)-n77A,"n255n415,6n715n775,6CA_n25A-n41A5CA_n25A-n71A5CA_n25A-n77A5CA_n41A-n71A5CA_n41A-n77A5CA_n71A-n77A5",n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n41,CA_n41(2A)_BCS 4 and 5,
,,n71,CA_n71(2A)_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n25(2A)-n41A-n71A-n77A,"n255n415,6n715n775,6CA_n25A-n41A5CA_n25A-n71A5CA_n25A-n77A5CA_n41A-n71A5CA_n41A-n77A5CA_n71A-n77A5",n25,CA_n25(2A)_BCS 4 and 5,4 and 5
,,n41,n41 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n25(2A)-n41A-n71(2A)-n77A,"n255n415,6n715n775,6CA_n25A-n41A5CA_n25A-n71A5CA_n25A-n77A5CA_n41A-n71A5CA_n41A-n77A5CA_n71A-n77A5",n25,CA_n25(2A)_BCS 4 and 5,4 and 5
,,n41,n41 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71(2A)_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n25(2A)-n41A-n71B-n77A,"n255n415,6n715n775,6CA_n25A-n41A5CA_n25A-n71A5CA_n25A-n77A5CA_n41A-n71A5CA_n41A-n77A5CA_n71A-n77A5",n25,CA_n25(2A)_BCS 4 and 5,4 and 5
,,n41,n41 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71B_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n25(2A)-n41A-n71A-n77(2A),"n415,6n775,6CA_n25A-n41A5CA_n25A-n71ACA_n25A-n77A5CA_n41A-n71A5CA_n41A-n77A5CA_n71A-n77A5",n25,CA_n25(2A)_BCS 4 and 5,4 and 5
,,n41,n41 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n25(2A)-n41C-n71A-n77A,"n255n415,6n715n775,6CA_n25A-n41A5CA_n25A-n41CCA_n25A-n71A5CA_n25A-n77A5CA_n41A-n71A5CA_n41C-n71ACA_n41A-n77A5CA_n41C-n77ACA_n71A-n77A5CA_n41C5",n25,CA_n25(2A)_BCS 4 and 5,4 and 5
,,n41,CA_n41C_BCS 4 and 5,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n25(2A)-n41(2A)-n71A-n77A,"n255n415,6n715n775,6CA_n25A-n41A5CA_n25A-n71A5CA_n25A-n77A5CA_n41A-n71A5CA_n41A-n77A5CA_n71A-n77A5",n25,CA_n25(2A)_BCS 4 and 5,4 and 5
,,n41,CA_n41(2A)_BCS 4 and 5,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n25A-n41A-n71A-n78A,CA_n25A-n41ACA_n25A-n71ACA_n25A-n78ACA_n41A-n71ACA_n41A-n78ACA_n71A-n78A,n25,"5, 10, 15, 20, 25, 30, 40",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
,,n71,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n25A-n41A-n71A-n85A,CA_n25A-n41ACA_n25A-n71ACA_n25A-n85ACA_n41A-n71ACA_n41A-n85A,n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n41,n41 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n85,n85 channel bandwidths in Table 5.3.5-1,
CA_n25A-n41A-n77A-n85A,CA_n25A-n41ACA_n25A-n77ACA_n25A-n85ACA_n41A-n77ACA_n41A-n85ACA_n77A-n85A,n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n41,n41 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
,,n85,n85 channel bandwidths in Table 5.3.5-1,
CA_n25A-n66A-n71A-n77A,"n255n665n715n775,6CA_n25A-n66A5CA_n25A-n71A5CA_n25A-n77A5,9,10CA_n66A-n71A5CA_n66A-n77A5,9,10CA_n71A-n77A5,9,10",n25,"5, 10, 15, 20, 25, 30, 40",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n71,"5, 10, 15, 20",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n25A-n66(2A)-n71A-n77A,"n255n665n715n775,6CA_n25A-n66A5CA_n25A-n71A5CA_n25A-n77A5CA_n66A-n71A5CA_n66A-n77A5CA_n71A-n77A5",n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n25A-n66(2A)-n71A-n77(2A),"n775,6CA_n25A-n66ACA_n25A-n71ACA_n25A-n77A5CA_n66A-n71ACA_n66A-n77A5CA_n71A-n77A5",n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n25A-n66A-n71B-n77A,"n255n665n715n775,6CA_n25A-n66A5CA_n25A-n71A5CA_n25A-n77A5CA_n66A-n71A5CA_n66A-n77A5CA_n71A-n77A5",n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71B_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n25A-n66A-n71(2A)-n77A,"n255n665n715n775,6CA_n25A-n66A5CA_n25A-n71A5CA_n25A-n77A5CA_n66A-n71A5CA_n66A-n77A5CA_n71A-n77A5",n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71(2A)_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n25A-n66A-n71A-n77(2A),"n775,6CA_n25A-n66ACA_n25A-n71ACA_n25A-n77A5CA_n66A-n71ACA_n66A-n77A5CA_n71A-n77A5",n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n25A-n66A-n71A-n77(3A),CA_n25A-n66ACA_n25A-n71ACA_n25A-n77ACA_n66A-n71ACA_n66A-n77ACA_n71A-n77A,n25,"5, 10, 15, 20, 25, 30, 40",0
,,n66,"5, 10, 15, 20, 30, 40",
,,n71,"5, 10, 15, 20, 25, 30, 35",
,,n77,CA_n77(3A)_BCS1,
,,n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(3A)_BCS 4 and 5,
CA_n25A-n66A-n71(2A)-n77(2A),"n775,6CA_n25A-n66ACA_n25A-n71ACA_n25A-n77A5CA_n66A-n71ACA_n66A-n77A5CA_n71A-n77A5",n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71(2A)_BCS 4 and 5,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n25A-n66A-n71B-n77(2A),"n775,6CA_n25A-n66ACA_n25A-n71ACA_n25A-n77A5CA_n66A-n71ACA_n66A-n77A5CA_n71A-n77A5",n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71B_BCS 4 and 5,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n25A-n66(2A)-n71(2A)-n77A,"n775,6CA_n25A-n66ACA_n25A-n71ACA_n25A-n77A5CA_n66A-n71ACA_n66A-n77A5CA_n71A-n77A5",n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n71,CA_n71(2A)_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n25A-n66(2A)-n71B-n77A,"n775,6CA_n25A-n66ACA_n25A-n71ACA_n25A-n77A5CA_n66A-n71ACA_n66A-n77A5CA_n71A-n77A5",n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n71,CA_n71B_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n25(2A)-n66A-n71A-n77A,"n255n665n715n775,6CA_n25A-n66A5CA_n25A-n71A5CA_n25A-n77A5CA_n66A-n71A5CA_n66A-n77A5CA_n71A-n77A5",n25,CA_n25(2A)_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n25(2A)-n66A-n71A-n77(2A),"n775,6CA_n25A-n66ACA_n25A-n71ACA_n25A-n77A5CA_n66A-n71ACA_n66A-n77A5CA_n71A-n77A5",n25,CA_n25(2A)_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n25(2A)-n66A-n71(2A)-n77A,"n775,6CA_n25A-n66ACA_n25A-n71ACA_n25A-n77A5CA_n66A-n71ACA_n66A-n77A5CA_n71A-n77A5",n25,CA_n25(2A)_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71(2A)_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n25(2A)-n66A-n71B-n77A,"n775,6CA_n25A-n66ACA_n25A-n71ACA_n25A-n77A5CA_n66A-n71ACA_n66A-n77A5CA_n71A-n77A5",n25,CA_n25(2A)_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71B_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n25(2A)-n66(2A)-n71A-n77A,"n775,6CA_n25A-n66ACA_n25A-n71ACA_n25A-n77A5CA_n66A-n71ACA_n66A-n77A5CA_n71A-n77A5",n25,CA_n25(2A)_BCS 4 and 5,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n25A-n66A-n71A-n78A,CA_n25A-n66ACA_n25A-n71ACA_n25A-n78ACA_n66A-n71ACA_n66A-n78ACA_n71A-n78A,n25,"5, 10, 15, 20, 25, 30, 40",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n71,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n25A-n66(2A)-n71A-n78A,CA_n25A-n66ACA_n25A-n71ACA_n25A-n78ACA_n66A-n71ACA_n66A-n78ACA_n71A-n78A,n25,"5, 10, 15, 20, 25, 30, 40",0
,,n66,CA_n66(2A)_BCS1,
,,n71,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n25A-n66A-n71A-n78(2A),CA_n25A-n66ACA_n25A-n71ACA_n25A-n78ACA_n66A-n71ACA_n66A-n78ACA_n71A-n78A,n25,"5, 10, 15, 20, 25, 30, 40",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n71,"5, 10, 15, 20",
,,n78,CA_n78(2A)_BCS2,
CA_n25A-n66(2A)-n71A-n78(2A),CA_n25A-n66ACA_n25A-n71ACA_n25A-n78ACA_n66A-n71ACA_n66A-n78ACA_n71A-n78A,n25,"5, 10, 15, 20, 25, 30, 40",0
,,n66,CA_n66(2A)_BCS1,
,,n71,"5, 10, 15, 20",
,,n78,CA_n78(2A)_BCS2,
CA_n25A-n66A-n71A-n85A,CA_n25A-n66ACA_n25A-n71ACA_n25A-n85ACA_n66A-n71ACA_n66A-n85A,n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n85,n85 channel bandwidths in Table 5.3.5-1,
CA_n25A-n66A-n77A-n85A,CA_n25A-n66ACA_n25A-n77ACA_n25A-n85ACA_n66A-n77ACA_n66A-n85ACA_n77A-n85A,n25,n25 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
,,n85,n85 channel bandwidths in Table 5.3.5-1,
CA_n28A-n40A-n71A-n77A,CA_n28A-n40ACA_n28A-n77ACA_n40A-n71ACA_n40A-n77ACA_n71A-n77A,n28,n28 channel bandwidths in Table 5.3.5-1,4 and 5
,,n40,n40 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n28A-n40A-n78A-n79A,CA_n28A-n40ACA_n28A-n78ACA_n28A-n79ACA_n40A-n78ACA_n40A-n79ACA_n78A-n79A,n28,n28 channel bandwidths in Table 5.3.5-1,4 and 5
,,n40,n40 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
,,n79,n79 channel bandwidths in Table 5.3.5-1,
CA_n28A-n41A-n75A-n78A,-,n28,"5,10, 15, 20, 25,30",0
,,n41,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n75,"5,10, 15, 20, 25,30,40,50",
,,n78,"10, 15, 20, 25,30,40, 50, 60,70, 80, 90, 100",
CA_n28A-n41A-n77A-n79A,"n415,6n775,6n795,6CA_n28A-n41A5CA_n28A-n77A5CA_n28A-n79A5CA_n41A-n77A5CA_n41A-n79A5CA_n77A-n79A5",n28,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n79,"40, 50, 60, 80, 100",
CA_n28A-n41A-n77(2A)-n79A,CA_n28A-n41ACA_n28A-n77ACA_n28A-n79ACA_n41A-n77ACA_n41A-n79ACA_n77A-n79A,n28,"5, 10, 15, 20",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n77,CA_n77(2A)_BCS0,
,,n79,"40, 50, 60, 80, 100",
CA_n29A-n30A-n66A-n77A,"n775,6CA_n30A-n66ACA_n30A-n77A5CA_n66A-n77A5",n29,"5, 10",0
,,n30,"5, 10",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n29A-n30A-n66(2A)-n77A,"n775,6CA_n30A-n66ACA_n30A-n77A5CA_n66A-n77A5",n29,"5, 10",0
,,n30,"5, 10",
,,n66,CA_n66(2A)_BCS1,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n29A-n30A-n66A-n77(2A),"n775,6CA_n30A-n66ACA_n30A-n77A5CA_n66A-n77A5",n29,"5, 10",0
,,n30,"5, 10",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77(2A)_BCS1,
CA_n29A-n30A-n66(2A)-n77(2A),"n775,6CA_n30A-n66ACA_n30A-n77A5CA_n66A-n77A5",n29,"5, 10",0
,,n30,"5, 10",
,,n66,CA_n66(2A)_BCS1,
,,n77,CA_n77(2A)_BCS1,
CA_n29A-n66A-n70A-n71A,n665n705n715CA_n66A-n71ACA_n70A-n71A,n29,"5, 10",0
,,n66,"5, 10, 15, 20, 40",
,,n70,"5, 10, 15, 201, 251",
,,n71,"5, 10, 15, 20",
,CA_n66A-n71ACA_n70A-n71A,n29,n29 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n70,n70 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
CA_n29A-n66(2A)-n70A-n71A,n665n705n715CA_n66A-n71ACA_n70A-n71A,n29,"5, 10",0
,,n66,CA_n66(2A)_BCS0,
,,n70,"5, 10, 15, 201, 251",
,,n71,"5, 10, 15, 20",
,CA_n66A-n71ACA_n70A-n71A,n29,n29 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n70,n70 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
CA_n29A-n66A-n70A-n71(2A),CA_n66A-n71ACA_n70A-n71A,n29,"5, 10",0
,,n66,"5, 10, 15, 20, 25, 30, 35, 40",
,,n70,"5, 10, 15, 20, 25",
,,n71,CA_n71(2A)_BCS0,
CA_n41A-n66A-n70A-n78A,CA_n41A-n66ACA_n41A-n70ACA_n41A-n78ACA_n66A-n78ACA_n70A-n78A,n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",0
,,n66,"10, 15, 20, 25, 30, 40",
,,n70,"5, 10, 15, 20, 25",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n41A-n66A-n71A-n77A,"n415,6n665n715n775,6CA_n41A-n66A5,6CA_n41A-n71A5,6CA_n41A-n77A5,6CA_n66A-n71A5CA_n66A-n77A5,6CA_n71A-n77A5,6",n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n71,"5, 10, 15, 20",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n41,n41 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n41A-n66A-n71B-n77A,"n415,6n665n715n775,6CA_n41A-n66A5CA_n41A-n71A5CA_n41A-n77A5CA_n66A-n71A5CA_n66A-n77A5CA_n71A-n77A5",n41,n41 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71B_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n41A-n66A-n71B-n77(2A),"n415,6n775,6CA_n41A-n66A5CA_n41A-n71A5CA_n41A-n77A5CA_n66A-n71ACA_n66A-n77A5CA_n71A-n77A5",n41,n41 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71B_BCS 4 and 5,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n41A-n66A-n71(2A)-n77A,"n415,6n665n715n775,6CA_n41A-n66A5CA_n41A-n71A5CA_n41A-n77A5CA_n66A-n71A5CA_n66A-n77A5CA_n71A-n77A5",n41,n41 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71(2A)_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n41A-n66A-n71(2A)-n77(2A),"n415,6n775,6CA_n41A-n66A5CA_n41A-n71A5CA_n41A-n77A5CA_n66A-n71ACA_n66A-n77A5CA_n71A-n77A5",n41,n41 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71(2A)_BCS 4 and 5,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n41A-n66(2A)-n71A-n77(2A),"n415,6n775,6CA_n41A-n66A5CA_n41A-n71A5CA_n41A-n77A5CA_n66A-n71ACA_n66A-n77A5CA_n71A-n77A5",n41,"10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100",0
,,n66,CA_n66(2A)_BCS1,
,,n71,"5, 10, 15, 20",
,,n77,CA_n77(2A)_BCS1,
,,n41,n41 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n41(A-C)-n66A-n71A-n77A,"n415,6n775,6CA_n41C5CA_n41A-n66A5CA_n41C-n66ACA_n41A-n71A5CA_n41C-n71ACA_n41A-n77A5CA_n41C-n77ACA_n66A-n71ACA_n66A-n77A5CA_n71A-n77A5",n41,CA_n41(A-C)_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n41C-n66A-n71A-n77A,"n415,6n665n715n775,6CA_n41A-n66A5CA_n41A-n71A5CA_n41A-n77A5CA_n41C5CA_n41C-n66ACA_n41C-n71ACA_n41C-n77ACA_n66A-n71A5CA_n66A-n77A5CA_n71A-n77A5",n41,CA_n41C_BCS1,0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n71,"5, 10, 15, 20",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n41,CA_n41C_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n41C-n66A-n71A-n77(2A),CA_n41C CA_n41A-n66ACA_n41A-n71ACA_n41A-n77ACA_n66A-n71ACA_n66A-n77ACA_n71A-n77A,n41,CA_n41C_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n41C-n66A-n71B-n77A,"n415,6n665n715n775,6CA_n41C5CA_n41A-n66A5CA_n41C-n66ACA_n41A-n71A5CA_n41C-n71ACA_n41A-n77A5CA_n41C-n77ACA_n66A-n71A5CA_n66A-n77A5CA_n71A-n77A5",n41,CA_n41C_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71B_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n41C-n66A-n71(2A)-n77A,"n415,6n665n715n775,6CA_n41C5CA_n41A-n66A5CA_n41C-n66ACA_n41A-n71A5CA_n41C-n71ACA_n41A-n77A5CA_n41C-n77ACA_n66A-n71A5CA_n66A-n77A5CA_n71A-n77A5",n41,CA_n41C_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71(2A)_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n41C-n66(2A)-n71A-n77A,"n415,6n665n715n775,6CA_n41C5CA_n41A-n66A5CA_n41C-n66ACA_n41A-n71A5CA_n41C-n71ACA_n41A-n77A5CA_n41C-n77ACA_n66A-n71A5CA_n66A-n77A5CA_n71A-n77A5",n41,CA_n41C_BCS 4 and 5,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n41(2A)-n66A-n71A-n77(2A),CA_n41A-n66ACA_n41A-n71ACA_n41A-n77ACA_n66A-n71ACA_n66A-n77ACA_n71A-n77A,n41,CA_n41(2A)_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n41(3A)-n66A-n71A-n77A,"n415,6n775,6CA_n41A-n66A5CA_n41A-n71A5CA_n41A-n77A5CA_n66A-n71ACA_n66A-n77A5CA_n71A-n77A5",n41,CA_n41(3A)_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n41(2A)-n66A-n71A-n77A,"n415,6n665n715n775,6CA_n41A-n66A5CA_n41A-n71A5CA_n41A-n77A5CA_n66A-n71A5CA_n66A-n77A5CA_n71A-n77A5",n41,CA_n41(2A)_BCS1,0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n71,"5, 10, 15, 20",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n41,CA_n41(2A)_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n41(2A)-n66A-n71B-n77A,"n415,6n66A5n71A5n775,6CA_n41A-n66A5CA_n41A-n71A5CA_n41A-n77A5CA_n66A-n71A5CA_n66A-n77A5CA_n71A-n77A5",n41,CA_n41(2A)_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71B_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n41(2A)-n66A-n71(2A)-n77A,"n415,6n665n715n775,6CA_n41A-n66A5CA_n41A-n71A5CA_n41A-n77A5CA_n66A-n71A5CA_n66A-n77A5CA_n71A-n77A5",n41,CA_n41(2A)_BCS 4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,CA_n71(2A)_BCS 4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
